dt,U_dN
12.87,3.17281
12.88,3.22156
12.89,3.27015
12.9,3.31856
12.91,3.36679
12.92,3.4148
12.93,3.46259
12.94,3.51014
12.95,3.55743
12.96,3.60446
12.97,3.6512
12.98,3.69765
12.99,3.74379
13,3.78962
13.01,3.83512
13.02,3.88027
13.03,3.92508
13.04,3.96953
13.05,4.01361
13.06,4.05732
13.07,4.10064
13.08,4.14357
13.09,4.1861
13.1,4.22823
13.11,4.26994
13.12,4.31123
13.13,4.3521
13.14,4.39254
13.15,4.43254
13.16,4.4721
13.17,4.51122
13.18,4.54988
13.19,4.58808
13.2,4.62582
13.21,4.66309
13.22,4.69989
13.23,4.73621
13.24,4.77205
13.25,4.80741
13.26,4.84227
13.27,4.87664
13.28,4.91051
13.29,4.94388
13.3,4.97673
13.31,5.00908
13.32,5.04091
13.33,5.07221
13.34,5.103
13.35,5.13325
13.36,5.16298
13.37,5.19217
13.38,5.22082
13.39,5.24893
13.4,5.27649
13.41,5.30351
13.42,5.32998
13.43,5.3559
13.44,5.38127
13.45,5.40608
13.46,5.43034
13.47,5.45405
13.48,5.47719
13.49,5.49979
13.5,5.52183
13.51,5.54332
13.52,5.56426
13.53,5.58464
13.54,5.60449
13.55,5.62379
13.56,5.64255
13.57,5.66078
13.58,5.67848
13.59,5.69566
13.6,5.71232
13.61,5.72847
13.62,5.74412
13.63,5.75927
13.64,5.77394
13.65,5.78814
13.66,5.80187
13.67,5.81514
13.68,5.82797
13.69,5.84036
13.7,5.85234
13.71,5.86391
13.72,5.87508
13.73,5.88588
13.74,5.8963
13.75,5.90638
13.76,5.91612
13.77,5.92554
13.78,5.93465
13.79,5.94348
13.8,5.95203
13.81,5.96033
13.82,5.96839
13.83,5.97623
13.84,5.98387
13.85,5.99133
13.86,5.99861
13.87,6.00576
13.88,6.01277
13.89,6.01967
13.9,6.02647
13.91,6.03321
13.92,6.03988
13.93,6.04652
13.94,6.05314
13.95,6.05976
13.96,6.0664
13.97,6.07307
13.98,6.07979
13.99,6.08659
14,6.09347
14.01,6.10046
14.02,6.10757
14.03,6.11482
14.04,6.12223
14.05,6.1298
14.06,6.13756
14.07,6.14553
14.08,6.15371
14.09,6.16213
14.1,6.17079
14.11,6.17971
14.12,6.1889
14.13,6.19838
14.14,6.20816
14.15,6.21825
14.16,6.22867
14.17,6.23942
14.18,6.25052
14.19,6.26197
14.2,6.27378
14.21,6.28598
14.22,6.29855
14.23,6.31152
14.24,6.32489
14.25,6.33867
14.26,6.35286
14.27,6.36748
14.28,6.38252
14.29,6.39799
14.3,6.4139
14.31,6.43025
14.32,6.44705
14.33,6.4643
14.34,6.482
14.35,6.50015
