dt,WR_x,WR_y
39.73,5.22803,5.22803
39.74,5.24203,5.24203
39.75,5.25601,5.25601
39.76,5.26996,5.26996
39.77,5.28389,5.28389
39.78,5.2978,5.2978
39.79,5.31169,5.31169
39.8,5.32556,5.32556
39.81,5.3394,5.3394
39.82,5.35322,5.35322
39.83,5.36703,5.36703
39.84,5.38081,5.38081
39.85,5.39456,5.39456
39.86,5.4083,5.4083
39.87,5.42201,5.42201
39.88,5.4357,5.4357
39.89,5.44937,5.44937
39.9,5.46302,5.46302
39.91,5.47664,5.47664
39.92,5.49025,5.49025
39.93,5.50383,5.50383
39.94,5.51738,5.51738
39.95,5.53092,5.53092
39.96,5.54443,5.54443
39.97,5.55792,5.55792
39.98,5.57139,5.57139
39.99,5.58484,5.58484
40.0,5.59826,5.59826
40.01,5.61167,5.61167
40.02,5.62504,5.62504
40.03,5.6384,5.6384
40.04,5.65173,5.65173
40.05,5.66505,5.66505
40.06,5.67833,5.67833
40.07,5.6916,5.6916
40.08,5.70484,5.70484
40.09,5.71806,5.71806
40.1,5.73126,5.73126
40.11,5.74443,5.74443
40.12,5.75759,5.75759
40.13,5.77072,5.77072
40.14,5.78382,5.78382
40.15,5.7969,5.7969
40.16,5.80996,5.80996
40.17,5.823,5.823
40.18,5.83602,5.83602
40.19,5.84901,5.84901
40.2,5.86198,5.86198
40.21,5.87492,5.87492
40.22,5.88784,5.88784
40.23,5.90074,5.90074
40.24,5.91362,5.91362
40.25,5.92647,5.92647
40.26,5.9393,5.9393
40.27,5.9521,5.9521
40.28,5.96489,5.96489
40.29,5.97764,5.97764
40.3,5.99038,5.99038
40.31,6.00309,6.00309
40.32,6.01578,6.01578
40.33,6.02845,6.02845
40.34,6.04109,6.04109
40.35,6.05371,6.05371
40.36,6.0663,6.0663
40.37,6.07887,6.07887
40.38,6.09142,6.09142
40.39,6.10395,6.10395
40.4,6.11645,6.11645
40.41,6.12892,6.12892
40.42,6.14138,6.14138
40.43,6.15381,6.15381
40.44,6.16621,6.16621
40.45,6.17859,6.17859
40.46,6.19095,6.19095
40.47,6.20329,6.20329
40.48,6.2156,6.2156
40.49,6.22789,6.22789
40.5,6.24015,6.24015
40.51,6.25239,6.25239
40.52,6.2646,6.2646
40.53,6.27679,6.27679
40.54,6.28896,6.28896
40.55,6.3011,6.3011
40.56,6.31322,6.31322
40.57,6.32532,6.32532
40.58,6.33739,6.33739
40.59,6.34944,6.34944
40.6,6.36146,6.36146
40.61,6.37346,6.37346
40.62,6.38543,6.38543
40.63,6.39738,6.39738
40.64,6.40931,6.40931
40.65,6.42121,6.42121
40.66,6.43309,6.43309
40.67,6.44494,6.44494
40.68,6.45677,6.45677
40.69,6.46858,6.46858
40.7,6.48036,6.48036
40.71,6.49211,6.49211
40.72,6.50385,6.50385
40.73,6.51555,6.51555
40.74,6.52724,6.52724
40.75,6.5389,6.5389
40.76,6.55053,6.55053
40.77,6.56214,6.56214
40.78,6.57372,6.57372
40.79,6.58529,6.58529
40.8,6.59682,6.59682
40.81,6.60833,6.60833
40.82,6.61982,6.61982
40.83,6.63128,6.63128
40.84,6.64272,6.64272
40.85,6.65413,6.65413
40.86,6.66552,6.66552
40.87,6.67689,6.67689
40.88,6.68823,6.68823
40.89,6.69954,6.69954
40.9,6.71083,6.71083
40.91,6.7221,6.7221
40.92,6.73334,6.73334
40.93,6.74455,6.74455
40.94,6.75574,6.75574
40.95,6.76691,6.76691
40.96,6.77805,6.77805
40.97,6.78917,6.78917
40.98,6.80026,6.80026
40.99,6.81133,6.81133
41.0,6.82237,6.82237
41.01,6.83339,6.83339
41.02,6.84438,6.84438
41.03,6.85535,6.85535
41.04,6.86629,6.86629
41.05,6.87721,6.87721
41.06,6.8881,6.8881
41.07,6.89897,6.89897
41.08,6.90981,6.90981
41.09,6.92063,6.92063
41.1,6.93142,6.93142
41.11,6.94219,6.94219
41.12,6.95293,6.95293
41.13,6.96365,6.96365
41.14,6.97434,6.97434
41.15,6.98501,6.98501
41.16,6.99565,6.99565
41.17,7.00627,7.00627
41.18,7.01686,7.01686
41.19,7.02743,7.02743
41.2,7.03797,7.03797
41.21,7.04848,7.04848
41.22,7.05898,7.05898
41.23,7.06944,7.06944
41.24,7.07988,7.07988
41.25,7.0903,7.0903
41.26,7.10069,7.10069
41.27,7.11105,7.11105
41.28,7.12139,7.12139
41.29,7.13171,7.13171
41.3,7.142,7.142
41.31,7.15226,7.15226
41.32,7.1625,7.1625
41.33,7.17272,7.17272
41.34,7.1829,7.1829
41.35,7.19307,7.19307
41.36,7.20321,7.20321
41.37,7.21332,7.21332
41.38,7.22341,7.22341
41.39,7.23347,7.23347
41.4,7.2435,7.2435
41.41,7.25352,7.25352
41.42,7.2635,7.2635
41.43,7.27346,7.27346
41.44,7.2834,7.2834
41.45,7.29331,7.29331
41.46,7.30319,7.30319
41.47,7.31305,7.31305
41.48,7.32288,7.32288
41.49,7.33269,7.33269
41.5,7.34247,7.34247
41.51,7.35223,7.35223
41.52,7.36196,7.36196
41.53,7.37167,7.37167
41.54,7.38135,7.38135
41.55,7.391,7.391
41.56,7.40063,7.40063
41.57,7.41024,7.41024
41.58,7.41982,7.41982
41.59,7.42937,7.42937
41.6,7.4389,7.4389
41.61,7.4484,7.4484
41.62,7.45788,7.45788
41.63,7.46733,7.46733
41.64,7.47675,7.47675
41.65,7.48615,7.48615
41.66,7.49553,7.49553
41.67,7.50488,7.50488
41.68,7.5142,7.5142
41.69,7.5235,7.5235
41.7,7.53277,7.53277
41.71,7.54202,7.54202
41.72,7.55124,7.55124
41.73,7.56044,7.56044
41.74,7.56961,7.56961
41.75,7.57875,7.57875
41.76,7.58787,7.58787
41.77,7.59697,7.59697
41.78,7.60603,7.60603
41.79,7.61508,7.61508
41.8,7.62409,7.62409
41.81,7.63309,7.63309
41.82,7.64205,7.64205
41.83,7.65099,7.65099
41.84,7.65991,7.65991
41.85,7.6688,7.6688
41.86,7.67766,7.67766
41.87,7.6865,7.6865
41.88,7.69531,7.69531
41.89,7.7041,7.7041
41.9,7.71286,7.71286
41.91,7.72159,7.72159
41.92,7.7303,7.7303
41.93,7.73899,7.73899
41.94,7.74765,7.74765
41.95,7.75628,7.75628
41.96,7.76489,7.76489
41.97,7.77347,7.77347
41.98,7.78203,7.78203
41.99,7.79056,7.79056
42.0,7.79906,7.79906
42.01,7.80754,7.80754
42.02,7.816,7.816
42.03,7.82443,7.82443
42.04,7.83283,7.83283
42.05,7.84121,7.84121
42.06,7.84956,7.84956
42.07,7.85789,7.85789
42.08,7.86619,7.86619
42.09,7.87446,7.87446
42.1,7.88271,7.88271
42.11,7.89094,7.89094
42.12,7.89914,7.89914
42.13,7.90731,7.90731
42.14,7.91546,7.91546
42.15,7.92358,7.92358
42.16,7.93168,7.93168
42.17,7.93975,7.93975
42.18,7.94779,7.94779
42.19,7.95581,7.95581
42.2,7.96381,7.96381
42.21,7.97178,7.97178
42.22,7.97972,7.97972
42.23,7.98764,7.98764
42.24,7.99553,7.99553
42.25,8.0034,8.0034
42.26,8.01124,8.01124
42.27,8.01905,8.01905
42.28,8.02684,8.02684
42.29,8.03461,8.03461
42.3,8.04235,8.04235
42.31,8.05006,8.05006
42.32,8.05775,8.05775
42.33,8.06542,8.06542
42.34,8.07305,8.07305
42.35,8.08067,8.08067
42.36,8.08825,8.08825
42.37,8.09581,8.09581
42.38,8.10335,8.10335
42.39,8.11086,8.11086
42.4,8.11835,8.11835
42.41,8.12581,8.12581
42.42,8.13324,8.13324
42.43,8.14065,8.14065
42.44,8.14803,8.14803
42.45,8.15539,8.15539
42.46,8.16273,8.16273
42.47,8.17003,8.17003
42.48,8.17732,8.17732
42.49,8.18457,8.18457
42.5,8.19181,8.19181
42.51,8.19901,8.19901
42.52,8.20619,8.20619
42.53,8.21335,8.21335
42.54,8.22048,8.22048
42.55,8.22759,8.22759
42.56,8.23467,8.23467
42.57,8.24172,8.24172
42.58,8.24875,8.24875
42.59,8.25576,8.25576
42.6,8.26274,8.26274
42.61,8.26969,8.26969
42.62,8.27662,8.27662
42.63,8.28352,8.28352
42.64,8.2904,8.2904
42.65,8.29725,8.29725
42.66,8.30408,8.30408
42.67,8.31089,8.31089
42.68,8.31766,8.31766
42.69,8.32442,8.32442
42.7,8.33115,8.33115
42.71,8.33785,8.33785
42.72,8.34453,8.34453
42.73,8.35118,8.35118
42.74,8.35781,8.35781
42.75,8.36441,8.36441
42.76,8.37099,8.37099
42.77,8.37754,8.37754
42.78,8.38407,8.38407
42.79,8.39057,8.39057
42.8,8.39705,8.39705
42.81,8.4035,8.4035
42.82,8.40993,8.40993
42.83,8.41633,8.41633
42.84,8.42271,8.42271
42.85,8.42906,8.42906
42.86,8.43539,8.43539
42.87,8.44169,8.44169
42.88,8.44797,8.44797
42.89,8.45423,8.45423
42.9,8.46045,8.46045
42.91,8.46666,8.46666
42.92,8.47284,8.47284
42.93,8.47899,8.47899
42.94,8.48512,8.48512
42.95,8.49123,8.49123
42.96,8.49731,8.49731
42.97,8.50336,8.50336
42.98,8.50939,8.50939
42.99,8.5154,8.5154
43.0,8.52138,8.52138
43.01,8.52734,8.52734
43.02,8.53327,8.53327
43.03,8.53918,8.53918
43.04,8.54506,8.54506
43.05,8.55092,8.55092
43.06,8.55676,8.55676
43.07,8.56257,8.56257
43.08,8.56835,8.56835
43.09,8.57411,8.57411
43.1,8.57985,8.57985
43.11,8.58556,8.58556
43.12,8.59125,8.59125
43.13,8.59691,8.59691
43.14,8.60255,8.60255
43.15,8.60816,8.60816
43.16,8.61375,8.61375
43.17,8.61932,8.61932
43.18,8.62486,8.62486
43.19,8.63037,8.63037
43.2,8.63587,8.63587
43.21,8.64133,8.64133
43.22,8.64678,8.64678
43.23,8.6522,8.6522
43.24,8.65759,8.65759
43.25,8.66296,8.66296
43.26,8.66831,8.66831
43.27,8.67363,8.67363
43.28,8.67893,8.67893
43.29,8.68421,8.68421
43.3,8.68946,8.68946
43.31,8.69468,8.69468
43.32,8.69988,8.69988
43.33,8.70506,8.70506
43.34,8.71022,8.71022
43.35,8.71535,8.71535
43.36,8.72045,8.72045
43.37,8.72554,8.72554
43.38,8.7306,8.7306
43.39,8.73563,8.73563
43.4,8.74064,8.74064
43.41,8.74563,8.74563
43.42,8.75059,8.75059
43.43,8.75553,8.75553
43.44,8.76045,8.76045
43.45,8.76534,8.76534
43.46,8.7702,8.7702
43.47,8.77505,8.77505
43.48,8.77987,8.77987
43.49,8.78467,8.78467
43.5,8.78944,8.78944
43.51,8.79419,8.79419
43.52,8.79892,8.79892
43.53,8.80362,8.80362
43.54,8.8083,8.8083
43.55,8.81295,8.81295
43.56,8.81758,8.81758
43.57,8.82219,8.82219
43.58,8.82678,8.82678
43.59,8.83134,8.83134
43.6,8.83588,8.83588
43.61,8.84039,8.84039
43.62,8.84488,8.84488
43.63,8.84935,8.84935
43.64,8.8538,8.8538
43.65,8.85822,8.85822
43.66,8.86262,8.86262
43.67,8.86699,8.86699
43.68,8.87134,8.87134
43.69,8.87567,8.87567
43.7,8.87998,8.87998
43.71,8.88426,8.88426
43.72,8.88852,8.88852
43.73,8.89275,8.89275
43.74,8.89697,8.89697
43.75,8.90116,8.90116
43.76,8.90532,8.90532
43.77,8.90947,8.90947
43.78,8.91359,8.91359
43.79,8.91769,8.91769
43.8,8.92176,8.92176
43.81,8.92582,8.92582
43.82,8.92985,8.92985
43.83,8.93385,8.93385
43.84,8.93784,8.93784
43.85,8.9418,8.9418
43.86,8.94574,8.94574
43.87,8.94965,8.94965
43.88,8.95355,8.95355
43.89,8.95742,8.95742
43.9,8.96127,8.96127
43.91,8.96509,8.96509
43.92,8.96889,8.96889
43.93,8.97267,8.97267
43.94,8.97643,8.97643
43.95,8.98017,8.98017
43.96,8.98388,8.98388
43.97,8.98757,8.98757
43.98,8.99124,8.99124
43.99,8.99489,8.99489
44.0,8.99851,8.99851
44.01,9.00211,9.00211
44.02,9.00569,9.00569
44.03,9.00925,9.00925
44.04,9.01278,9.01278
44.05,9.01629,9.01629
44.06,9.01978,9.01978
44.07,9.02325,9.02325
44.08,9.0267,9.0267
44.09,9.03012,9.03012
44.1,9.03352,9.03352
44.11,9.0369,9.0369
44.12,9.04026,9.04026
44.13,9.0436,9.0436
44.14,9.04691,9.04691
44.15,9.05021,9.05021
44.16,9.05348,9.05348
44.17,9.05672,9.05672
44.18,9.05995,9.05995
44.19,9.06316,9.06316
44.2,9.06634,9.06634
44.21,9.0695,9.0695
44.22,9.07264,9.07264
44.23,9.07576,9.07576
44.24,9.07886,9.07886
44.25,9.08193,9.08193
44.26,9.08499,9.08499
44.27,9.08802,9.08802
44.28,9.09103,9.09103
44.29,9.09402,9.09402
44.3,9.09699,9.09699
44.31,9.09994,9.09994
44.32,9.10286,9.10286
44.33,9.10577,9.10577
44.34,9.10865,9.10865
44.35,9.11151,9.11151
44.36,9.11435,9.11435
44.37,9.11717,9.11717
44.38,9.11997,9.11997
44.39,9.12275,9.12275
44.4,9.1255,9.1255
44.41,9.12824,9.12824
44.42,9.13095,9.13095
44.43,9.13365,9.13365
44.44,9.13632,9.13632
44.45,9.13897,9.13897
44.46,9.1416,9.1416
44.47,9.14421,9.14421
44.48,9.1468,9.1468
44.49,9.14937,9.14937
44.5,9.15191,9.15191
44.51,9.15444,9.15444
44.52,9.15695,9.15695
44.53,9.15943,9.15943
44.54,9.1619,9.1619
44.55,9.16434,9.16434
44.56,9.16676,9.16676
44.57,9.16917,9.16917
44.58,9.17155,9.17155
44.59,9.17391,9.17391
44.6,9.17626,9.17626
44.61,9.17858,9.17858
44.62,9.18088,9.18088
44.63,9.18316,9.18316
44.64,9.18542,9.18542
44.65,9.18766,9.18766
44.66,9.18988,9.18988
44.67,9.19208,9.19208
44.68,9.19426,9.19426
44.69,9.19642,9.19642
44.7,9.19856,9.19856
44.71,9.20069,9.20069
44.72,9.20279,9.20279
44.73,9.20487,9.20487
44.74,9.20693,9.20693
44.75,9.20897,9.20897
44.76,9.21099,9.21099
44.77,9.21299,9.21299
44.78,9.21497,9.21497
44.79,9.21693,9.21693
44.8,9.21888,9.21888
44.81,9.2208,9.2208
44.82,9.2227,9.2227
44.83,9.22458,9.22458
44.84,9.22645,9.22645
44.85,9.22829,9.22829
44.86,9.23012,9.23012
44.87,9.23192,9.23192
44.88,9.23371,9.23371
44.89,9.23548,9.23548
44.9,9.23723,9.23723
44.91,9.23895,9.23895
44.92,9.24066,9.24066
44.93,9.24235,9.24235
44.94,9.24402,9.24402
44.95,9.24568,9.24568
44.96,9.24731,9.24731
44.97,9.24892,9.24892
44.98,9.25052,9.25052
44.99,9.25209,9.25209
45.0,9.25365,9.25365
45.01,9.25519,9.25519
45.02,9.25671,9.25671
45.03,9.25821,9.25821
45.04,9.25969,9.25969
45.05,9.26115,9.26115
45.06,9.2626,9.2626
45.07,9.26403,9.26403
45.08,9.26543,9.26543
45.09,9.26682,9.26682
45.1,9.26819,9.26819
45.11,9.26954,9.26954
45.12,9.27088,9.27088
45.13,9.27219,9.27219
45.14,9.27349,9.27349
45.15,9.27477,9.27477
45.16,9.27603,9.27603
45.17,9.27727,9.27727
45.18,9.27849,9.27849
45.19,9.2797,9.2797
45.2,9.28088,9.28088
45.21,9.28205,9.28205
45.22,9.2832,9.2832
45.23,9.28434,9.28434
45.24,9.28545,9.28545
45.25,9.28655,9.28655
45.26,9.28763,9.28763
45.27,9.28869,9.28869
45.28,9.28974,9.28974
45.29,9.29076,9.29076
45.3,9.29177,9.29177
45.31,9.29276,9.29276
45.32,9.29373,9.29373
45.33,9.29469,9.29469
45.34,9.29563,9.29563
45.35,9.29655,9.29655
45.36,9.29745,9.29745
45.37,9.29833,9.29833
45.38,9.2992,9.2992
45.39,9.30005,9.30005
45.4,9.30089,9.30089
45.41,9.3017,9.3017
45.42,9.3025,9.3025
45.43,9.30328,9.30328
45.44,9.30405,9.30405
45.45,9.30479,9.30479
45.46,9.30552,9.30552
45.47,9.30624,9.30624
45.48,9.30693,9.30693
45.49,9.30761,9.30761
45.5,9.30828,9.30828
45.51,9.30892,9.30892
45.52,9.30955,9.30955
45.53,9.31016,9.31016
45.54,9.31076,9.31076
45.55,9.31134,9.31134
45.56,9.3119,9.3119
45.57,9.31244,9.31244
45.58,9.31297,9.31297
45.59,9.31348,9.31348
45.6,9.31398,9.31398
45.61,9.31446,9.31446
45.62,9.31492,9.31492
45.63,9.31537,9.31537
45.64,9.3158,9.3158
45.65,9.31621,9.31621
45.66,9.31661,9.31661
45.67,9.31699,9.31699
45.68,9.31735,9.31735
45.69,9.3177,9.3177
45.7,9.31804,9.31804
45.71,9.31835,9.31835
45.72,9.31865,9.31865
45.73,9.31894,9.31894
45.74,9.31921,9.31921
45.75,9.31946,9.31946
45.76,9.3197,9.3197
45.77,9.31992,9.31992
45.78,9.32012,9.32012
45.79,9.32031,9.32031
45.8,9.32049,9.32049
45.81,9.32065,9.32065
45.82,9.32079,9.32079
45.83,9.32092,9.32092
45.84,9.32103,9.32103
45.85,9.32113,9.32113
45.86,9.32121,9.32121
45.87,9.32127,9.32127
45.88,9.32132,9.32132
45.89,9.32136,9.32136
45.9,9.32138,9.32138
45.91,9.32139,9.32139
45.92,9.32137,9.32137
45.93,9.32135,9.32135
45.94,9.32131,9.32131
45.95,9.32125,9.32125
45.96,9.32118,9.32118
45.97,9.3211,9.3211
45.98,9.321,9.321
45.99,9.32088,9.32088
46.0,9.32075,9.32075
46.01,9.32061,9.32061
46.02,9.32045,9.32045
46.03,9.32027,9.32027
46.04,9.32009,9.32009
46.05,9.31988,9.31988
46.06,9.31966,9.31966
46.07,9.31943,9.31943
46.08,9.31919,9.31919
46.09,9.31892,9.31892
46.1,9.31865,9.31865
46.11,9.31836,9.31836
46.12,9.31805,9.31805
46.13,9.31774,9.31774
46.14,9.3174,9.3174
46.15,9.31706,9.31706
46.16,9.3167,9.3167
46.17,9.31632,9.31632
46.18,9.31593,9.31593
46.19,9.31553,9.31553
46.2,9.31511,9.31511
46.21,9.31468,9.31468
46.22,9.31423,9.31423
46.23,9.31378,9.31378
46.24,9.3133,9.3133
46.25,9.31282,9.31282
46.26,9.31232,9.31232
46.27,9.3118,9.3118
46.28,9.31128,9.31128
46.29,9.31074,9.31074
46.3,9.31018,9.31018
46.31,9.30961,9.30961
46.32,9.30903,9.30903
46.33,9.30844,9.30844
46.34,9.30783,9.30783
46.35,9.30721,9.30721
46.36,9.30658,9.30658
46.37,9.30593,9.30593
46.38,9.30527,9.30527
46.39,9.30459,9.30459
46.4,9.30391,9.30391
46.41,9.30321,9.30321
46.42,9.30249,9.30249
46.43,9.30177,9.30177
46.44,9.30103,9.30103
46.45,9.30028,9.30028
46.46,9.29951,9.29951
46.47,9.29873,9.29873
46.48,9.29794,9.29794
46.49,9.29714,9.29714
46.5,9.29632,9.29632
46.51,9.2955,9.2955
46.52,9.29466,9.29466
46.53,9.2938,9.2938
46.54,9.29294,9.29294
46.55,9.29206,9.29206
46.56,9.29117,9.29117
46.57,9.29026,9.29026
46.58,9.28935,9.28935
46.59,9.28842,9.28842
46.6,9.28748,9.28748
46.61,9.28653,9.28653
46.62,9.28557,9.28557
46.63,9.28459,9.28459
46.64,9.2836,9.2836
46.65,9.2826,9.2826
46.66,9.28159,9.28159
46.67,9.28056,9.28056
46.68,9.27953,9.27953
46.69,9.27848,9.27848
46.7,9.27742,9.27742
46.71,9.27635,9.27635
46.72,9.27527,9.27527
46.73,9.27417,9.27417
46.74,9.27306,9.27306
46.75,9.27195,9.27195
46.76,9.27082,9.27082
46.77,9.26968,9.26968
46.78,9.26852,9.26852
46.79,9.26736,9.26736
46.8,9.26618,9.26618
46.81,9.265,9.265
46.82,9.2638,9.2638
46.83,9.26259,9.26259
46.84,9.26137,9.26137
46.85,9.26014,9.26014
46.86,9.2589,9.2589
46.87,9.25764,9.25764
46.88,9.25638,9.25638
46.89,9.2551,9.2551
46.9,9.25382,9.25382
46.91,9.25252,9.25252
46.92,9.25121,9.25121
46.93,9.24989,9.24989
46.94,9.24856,9.24856
46.95,9.24722,9.24722
46.96,9.24587,9.24587
46.97,9.24451,9.24451
46.98,9.24313,9.24313
46.99,9.24175,9.24175
47.0,9.24036,9.24036
47.01,9.23895,9.23895
47.02,9.23754,9.23754
47.03,9.23611,9.23611
47.04,9.23468,9.23468
47.05,9.23323,9.23323
47.06,9.23178,9.23178
47.07,9.23031,9.23031
47.08,9.22883,9.22883
47.09,9.22735,9.22735
47.1,9.22585,9.22585
47.11,9.22434,9.22434
47.12,9.22283,9.22283
47.13,9.2213,9.2213
47.14,9.21977,9.21977
47.15,9.21822,9.21822
47.16,9.21666,9.21666
47.17,9.2151,9.2151
47.18,9.21352,9.21352
47.19,9.21194,9.21194
47.2,9.21034,9.21034
47.21,9.20874,9.20874
47.22,9.20712,9.20712
47.23,9.2055,9.2055
47.24,9.20386,9.20386
47.25,9.20222,9.20222
47.26,9.20057,9.20057
47.27,9.19891,9.19891
47.28,9.19724,9.19724
47.29,9.19556,9.19556
47.3,9.19387,9.19387
47.31,9.19217,9.19217
47.32,9.19046,9.19046
47.33,9.18874,9.18874
47.34,9.18702,9.18702
47.35,9.18528,9.18528
47.36,9.18354,9.18354
47.37,9.18179,9.18179
47.38,9.18002,9.18002
47.39,9.17825,9.17825
47.4,9.17647,9.17647
47.41,9.17468,9.17468
47.42,9.17289,9.17289
47.43,9.17108,9.17108
47.44,9.16927,9.16927
47.45,9.16744,9.16744
47.46,9.16561,9.16561
47.47,9.16377,9.16377
47.48,9.16192,9.16192
47.49,9.16006,9.16006
47.5,9.1582,9.1582
47.51,9.15632,9.15632
47.52,9.15444,9.15444
47.53,9.15255,9.15255
47.54,9.15065,9.15065
47.55,9.14874,9.14874
47.56,9.14683,9.14683
47.57,9.1449,9.1449
47.58,9.14297,9.14297
47.59,9.14103,9.14103
47.6,9.13908,9.13908
47.61,9.13713,9.13713
47.62,9.13516,9.13516
47.63,9.13319,9.13319
47.64,9.13121,9.13121
47.65,9.12922,9.12922
47.66,9.12723,9.12723
47.67,9.12523,9.12523
47.68,9.12322,9.12322
47.69,9.1212,9.1212
47.7,9.11917,9.11917
47.71,9.11714,9.11714
47.72,9.1151,9.1151
47.73,9.11305,9.11305
47.74,9.11099,9.11099
47.75,9.10893,9.10893
47.76,9.10686,9.10686
47.77,9.10478,9.10478
47.78,9.10269,9.10269
47.79,9.1006,9.1006
47.8,9.0985,9.0985
47.81,9.09639,9.09639
47.82,9.09428,9.09428
47.83,9.09215,9.09215
47.84,9.09003,9.09003
47.85,9.08789,9.08789
47.86,9.08575,9.08575
47.87,9.0836,9.0836
47.88,9.08144,9.08144
47.89,9.07928,9.07928
47.9,9.07711,9.07711
47.91,9.07493,9.07493
47.92,9.07274,9.07274
47.93,9.07055,9.07055
47.94,9.06836,9.06836
47.95,9.06615,9.06615
47.96,9.06394,9.06394
47.97,9.06172,9.06172
47.98,9.0595,9.0595
47.99,9.05727,9.05727
48.0,9.05503,9.05503
48.01,9.05279,9.05279
48.02,9.05054,9.05054
48.03,9.04828,9.04828
48.04,9.04602,9.04602
48.05,9.04375,9.04375
48.06,9.04148,9.04148
48.07,9.03919,9.03919
48.08,9.03691,9.03691
48.09,9.03461,9.03461
48.1,9.03231,9.03231
48.11,9.03001,9.03001
48.12,9.0277,9.0277
48.13,9.02538,9.02538
48.14,9.02306,9.02306
48.15,9.02073,9.02073
48.16,9.01839,9.01839
48.17,9.01605,9.01605
48.18,9.0137,9.0137
48.19,9.01135,9.01135
48.2,9.00899,9.00899
48.21,9.00663,9.00663
48.22,9.00426,9.00426
48.23,9.00188,9.00188
48.24,8.9995,8.9995
48.25,8.99711,8.99711
48.26,8.99472,8.99472
48.27,8.99232,8.99232
48.28,8.98992,8.98992
48.29,8.98751,8.98751
48.3,8.9851,8.9851
48.31,8.98268,8.98268
48.32,8.98025,8.98025
48.33,8.97782,8.97782
48.34,8.97539,8.97539
48.35,8.97295,8.97295
48.36,8.9705,8.9705
48.37,8.96805,8.96805
48.38,8.9656,8.9656
48.39,8.96314,8.96314
48.4,8.96067,8.96067
48.41,8.9582,8.9582
48.42,8.95572,8.95572
48.43,8.95324,8.95324
48.44,8.95076,8.95076
48.45,8.94827,8.94827
48.46,8.94577,8.94577
48.47,8.94327,8.94327
48.48,8.94077,8.94077
48.49,8.93826,8.93826
48.5,8.93574,8.93574
48.51,8.93322,8.93322
48.52,8.9307,8.9307
48.53,8.92817,8.92817
48.54,8.92564,8.92564
48.55,8.9231,8.9231
48.56,8.92056,8.92056
48.57,8.91802,8.91802
48.58,8.91547,8.91547
48.59,8.91291,8.91291
48.6,8.91035,8.91035
48.61,8.90779,8.90779
48.62,8.90522,8.90522
48.63,8.90265,8.90265
48.64,8.90007,8.90007
48.65,8.89749,8.89749
48.66,8.89491,8.89491
48.67,8.89232,8.89232
48.68,8.88973,8.88973
48.69,8.88713,8.88713
48.7,8.88453,8.88453
48.71,8.88193,8.88193
48.72,8.87932,8.87932
48.73,8.8767,8.8767
48.74,8.87409,8.87409
48.75,8.87147,8.87147
48.76,8.86884,8.86884
48.77,8.86621,8.86621
48.78,8.86358,8.86358
48.79,8.86095,8.86095
48.8,8.85831,8.85831
48.81,8.85567,8.85567
48.82,8.85302,8.85302
48.83,8.85037,8.85037
48.84,8.84772,8.84772
48.85,8.84506,8.84506
48.86,8.8424,8.8424
48.87,8.83973,8.83973
48.88,8.83707,8.83707
48.89,8.83439,8.83439
48.9,8.83172,8.83172
48.91,8.82904,8.82904
48.92,8.82636,8.82636
48.93,8.82368,8.82368
48.94,8.82099,8.82099
48.95,8.8183,8.8183
48.96,8.8156,8.8156
48.97,8.81291,8.81291
48.98,8.8102,8.8102
48.99,8.8075,8.8075
49.0,8.80479,8.80479
49.01,8.80208,8.80208
49.02,8.79937,8.79937
49.03,8.79665,8.79665
49.04,8.79394,8.79394
49.05,8.79121,8.79121
49.06,8.78849,8.78849
49.07,8.78576,8.78576
49.08,8.78303,8.78303
49.09,8.7803,8.7803
49.1,8.77756,8.77756
49.11,8.77482,8.77482
49.12,8.77208,8.77208
49.13,8.76934,8.76934
49.14,8.76659,8.76659
49.15,8.76384,8.76384
49.16,8.76109,8.76109
49.17,8.75833,8.75833
49.18,8.75557,8.75557
49.19,8.75281,8.75281
49.2,8.75005,8.75005
49.21,8.74728,8.74728
49.22,8.74452,8.74452
49.23,8.74174,8.74174
49.24,8.73897,8.73897
49.25,8.7362,8.7362
49.26,8.73342,8.73342
49.27,8.73064,8.73064
49.28,8.72786,8.72786
49.29,8.72507,8.72507
49.3,8.72229,8.72229
49.31,8.7195,8.7195
49.32,8.7167,8.7167
49.33,8.71391,8.71391
49.34,8.71112,8.71112
49.35,8.70832,8.70832
49.36,8.70552,8.70552
49.37,8.70272,8.70272
49.38,8.69991,8.69991
49.39,8.69711,8.69711
49.4,8.6943,8.6943
49.41,8.69149,8.69149
49.42,8.68867,8.68867
49.43,8.68586,8.68586
49.44,8.68304,8.68304
49.45,8.68023,8.68023
49.46,8.67741,8.67741
49.47,8.67458,8.67458
49.48,8.67176,8.67176
49.49,8.66894,8.66894
49.5,8.66611,8.66611
49.51,8.66328,8.66328
49.52,8.66045,8.66045
49.53,8.65762,8.65762
49.54,8.65478,8.65478
49.55,8.65195,8.65195
49.56,8.64911,8.64911
49.57,8.64627,8.64627
49.58,8.64343,8.64343
49.59,8.64059,8.64059
49.6,8.63775,8.63775
49.61,8.6349,8.6349
49.62,8.63205,8.63205
49.63,8.62921,8.62921
49.64,8.62636,8.62636
49.65,8.6235,8.6235
49.66,8.62065,8.62065
49.67,8.6178,8.6178
49.68,8.61494,8.61494
49.69,8.61209,8.61209
49.7,8.60923,8.60923
49.71,8.60637,8.60637
