dt,WR_x,WR_y,U_dN
62.06,1.05784,1.05784,1.06506
62.07,1.04339,1.04339,1.05061
62.08,1.02892,1.02892,1.03615
62.09,1.01444,1.01444,1.02168
62.1,0.999942,0.999942,1.00719
62.11,0.985431,0.985431,0.992687
62.12,0.970904,0.970904,0.978168
62.13,0.956363,0.956363,0.963634
62.14,0.941807,0.941807,0.949085
62.15,0.927236,0.927236,0.934522
62.16,0.912651,0.912651,0.919944
62.17,0.898051,0.898051,0.905351
62.18,0.883436,0.883436,0.890743
62.19,0.868806,0.868806,0.876121
62.2,0.854162,0.854162,0.861484
62.21,0.839503,0.839503,0.846833
62.22,0.82483,0.82483,0.832167
62.23,0.810142,0.810142,0.817486
62.24,0.79544,0.79544,0.802791
62.25,0.780724,0.780724,0.788082
62.26,0.765993,0.765993,0.773358
62.27,0.751247,0.751247,0.75862
62.28,0.736488,0.736488,0.743868
62.29,0.721714,0.721714,0.729101
62.3,0.706926,0.706926,0.71432
62.31,0.692124,0.692124,0.699525
62.32,0.677307,0.677307,0.684716
62.33,0.662477,0.662477,0.669892
62.34,0.647632,0.647632,0.655055
62.35,0.632774,0.632774,0.640203
62.36,0.617901,0.617901,0.625338
62.37,0.603015,0.603015,0.610458
62.38,0.588114,0.588114,0.595565
62.39,0.5732,0.5732,0.580657
62.4,0.558272,0.558272,0.565736
62.41,0.54333,0.54333,0.550801
62.42,0.528374,0.528374,0.535852
62.43,0.513405,0.513405,0.52089
62.44,0.498422,0.498422,0.505913
62.45,0.483425,0.483425,0.490923
62.46,0.468415,0.468415,0.47592
62.47,0.453391,0.453391,0.460903
62.48,0.438353,0.438353,0.445872
62.49,0.423303,0.423303,0.430828
62.5,0.408238,0.408238,0.41577
62.51,0.393161,0.393161,0.400699
62.52,0.37807,0.37807,0.385615
62.53,0.362965,0.362965,0.370517
62.54,0.347848,0.347848,0.355406
62.55,0.332717,0.332717,0.340282
62.56,0.317573,0.317573,0.325145
62.57,0.302416,0.302416,0.309994
62.58,0.287245,0.287245,0.29483
62.59,0.272062,0.272062,0.279654
62.6,0.256866,0.256866,0.264464
62.61,0.241656,0.241656,0.249261
62.62,0.226434,0.226434,0.234045
62.63,0.211199,0.211199,0.218816
62.64,0.195951,0.195951,0.203575
62.65,0.18069,0.18069,0.18832
62.66,0.165416,0.165416,0.173053
62.67,0.15013,0.15013,0.157773
62.68,0.134831,0.134831,0.142481
62.69,0.11952,0.11952,0.127175
62.7,0.104195,0.104195,0.111857
62.71,0.0888586,0.0888586,0.096527
62.72,0.0735094,0.0735094,0.081184
62.73,0.0581477,0.0581477,0.0658286
62.74,0.0427736,0.0427736,0.0504607
62.75,0.0273871,0.0273871,0.0350804
62.76,0.0119884,0.0119884,0.0196878
62.77,-0.00342271,-0.00342271,0.00428282
62.78,-0.018846,-0.018846,-0.0111344
62.79,-0.0342815,-0.0342815,-0.0265638
62.8,-0.0497291,-0.0497291,-0.0420053
62.81,-0.0651889,-0.0651889,-0.057459
62.82,-0.0806607,-0.0806607,-0.0729248
62.83,-0.0961445,-0.0961445,-0.0884026
62.84,-0.11164,-0.11164,-0.103892
62.85,-0.127148,-0.127148,-0.119394
62.86,-0.142667,-0.142667,-0.134908
62.87,-0.158199,-0.158199,-0.150433
62.88,-0.173742,-0.173742,-0.16597
62.89,-0.189297,-0.189297,-0.181519
62.9,-0.204863,-0.204863,-0.19708
62.91,-0.220442,-0.220442,-0.212653
62.92,-0.236032,-0.236032,-0.228237
62.93,-0.251633,-0.251633,-0.243832
62.94,-0.267246,-0.267246,-0.259439
62.95,-0.28287,-0.28287,-0.275058
62.96,-0.298506,-0.298506,-0.290688
62.97,-0.314153,-0.314153,-0.306329
62.98,-0.329811,-0.329811,-0.321982
62.99,-0.345481,-0.345481,-0.337646
63.0,-0.361162,-0.361162,-0.353321
63.01,-0.376854,-0.376854,-0.369008
63.02,-0.392557,-0.392557,-0.384705
63.03,-0.408271,-0.408271,-0.400414
63.04,-0.423997,-0.423997,-0.416134
63.05,-0.439733,-0.439733,-0.431865
63.06,-0.45548,-0.45548,-0.447606
63.07,-0.471238,-0.471238,-0.463359
63.08,-0.487007,-0.487007,-0.479123
63.09,-0.502787,-0.502787,-0.494897
63.1,-0.518577,-0.518577,-0.510682
63.11,-0.534378,-0.534378,-0.526478
63.12,-0.55019,-0.55019,-0.542284
63.13,-0.566012,-0.566012,-0.558101
63.14,-0.581845,-0.581845,-0.573929
63.15,-0.597688,-0.597688,-0.589767
63.16,-0.613542,-0.613542,-0.605615
63.17,-0.629406,-0.629406,-0.621474
63.18,-0.645281,-0.645281,-0.637344
63.19,-0.661166,-0.661166,-0.653223
63.2,-0.677061,-0.677061,-0.669113
63.21,-0.692966,-0.692966,-0.685013
63.22,-0.708881,-0.708881,-0.700924
63.23,-0.724807,-0.724807,-0.716844
63.24,-0.740742,-0.740742,-0.732774
63.25,-0.756688,-0.756688,-0.748715
63.26,-0.772643,-0.772643,-0.764665
63.27,-0.788608,-0.788608,-0.780626
63.28,-0.804583,-0.804583,-0.796596
63.29,-0.820568,-0.820568,-0.812576
63.3,-0.836563,-0.836563,-0.828566
63.31,-0.852567,-0.852567,-0.844565
63.32,-0.868581,-0.868581,-0.860574
63.33,-0.884605,-0.884605,-0.876593
63.34,-0.900638,-0.900638,-0.892621
63.35,-0.91668,-0.91668,-0.908659
63.36,-0.932732,-0.932732,-0.924706
63.37,-0.948793,-0.948793,-0.940763
63.38,-0.964864,-0.964864,-0.956829
63.39,-0.980944,-0.980944,-0.972904
63.4,-0.997033,-0.997033,-0.988988
63.41,-1.01313,-1.01313,-1.00508
63.42,-1.02924,-1.02924,-1.02118
63.43,-1.04535,-1.04535,-1.0373
63.44,-1.06148,-1.06148,-1.05342
63.45,-1.07761,-1.07761,-1.06955
63.46,-1.09376,-1.09376,-1.08569
63.47,-1.10991,-1.10991,-1.10183
63.48,-1.12607,-1.12607,-1.11799
63.49,-1.14224,-1.14224,-1.13416
63.5,-1.15842,-1.15842,-1.15033
63.51,-1.17461,-1.17461,-1.16651
63.52,-1.1908,-1.1908,-1.1827
63.53,-1.207,-1.207,-1.1989
63.54,-1.22322,-1.22322,-1.21511
63.55,-1.23944,-1.23944,-1.23133
63.56,-1.25567,-1.25567,-1.24755
63.57,-1.2719,-1.2719,-1.26379
63.58,-1.28815,-1.28815,-1.28003
63.59,-1.3044,-1.3044,-1.29628
63.6,-1.32067,-1.32067,-1.31253
63.61,-1.33694,-1.33694,-1.3288
63.62,-1.35321,-1.35321,-1.34507
63.63,-1.3695,-1.3695,-1.36136
63.64,-1.38579,-1.38579,-1.37765
63.65,-1.4021,-1.4021,-1.39395
63.66,-1.41841,-1.41841,-1.41025
63.67,-1.43472,-1.43472,-1.42656
63.68,-1.45105,-1.45105,-1.44289
63.69,-1.46738,-1.46738,-1.45921
63.7,-1.48372,-1.48372,-1.47555
63.71,-1.50007,-1.50007,-1.4919
63.72,-1.51642,-1.51642,-1.50825
63.73,-1.53279,-1.53279,-1.52461
63.74,-1.54916,-1.54916,-1.54097
63.75,-1.56553,-1.56553,-1.55735
63.76,-1.58192,-1.58192,-1.57373
63.77,-1.59831,-1.59831,-1.59011
63.78,-1.61471,-1.61471,-1.60651
63.79,-1.63112,-1.63112,-1.62291
63.8,-1.64753,-1.64753,-1.63932
63.81,-1.66395,-1.66395,-1.65574
63.82,-1.68038,-1.68038,-1.67216
63.83,-1.69681,-1.69681,-1.68859
63.84,-1.71325,-1.71325,-1.70503
63.85,-1.7297,-1.7297,-1.72147
63.86,-1.74615,-1.74615,-1.73792
63.87,-1.76261,-1.76261,-1.75438
63.88,-1.77908,-1.77908,-1.77084
63.89,-1.79555,-1.79555,-1.78731
63.9,-1.81203,-1.81203,-1.80379
63.91,-1.82852,-1.82852,-1.82027
63.92,-1.84501,-1.84501,-1.83676
63.93,-1.86151,-1.86151,-1.85326
63.94,-1.87801,-1.87801,-1.86976
63.95,-1.89453,-1.89453,-1.88627
63.96,-1.91104,-1.91104,-1.90278
63.97,-1.92757,-1.92757,-1.9193
63.98,-1.9441,-1.9441,-1.93583
63.99,-1.96063,-1.96063,-1.95236
64.0,-1.97717,-1.97717,-1.9689
64.01,-1.99372,-1.99372,-1.98545
64.02,-2.01027,-2.01027,-2.002
64.03,-2.02683,-2.02683,-2.01855
64.04,-2.04339,-2.04339,-2.03511
64.05,-2.05996,-2.05996,-2.05168
64.06,-2.07654,-2.07654,-2.06825
64.07,-2.09312,-2.09312,-2.08483
64.08,-2.1097,-2.1097,-2.10141
64.09,-2.1263,-2.1263,-2.118
64.1,-2.14289,-2.14289,-2.13459
64.11,-2.15949,-2.15949,-2.15119
64.12,-2.1761,-2.1761,-2.1678
64.13,-2.19271,-2.19271,-2.18441
64.14,-2.20933,-2.20933,-2.20102
64.15,-2.22595,-2.22595,-2.21764
64.16,-2.24258,-2.24258,-2.23426
64.17,-2.25921,-2.25921,-2.25089
64.18,-2.27585,-2.27585,-2.26753
64.19,-2.29249,-2.29249,-2.28417
64.2,-2.30913,-2.30913,-2.30081
64.21,-2.32578,-2.32578,-2.31746
64.22,-2.34244,-2.34244,-2.33411
64.23,-2.3591,-2.3591,-2.35077
64.24,-2.37576,-2.37576,-2.36743
64.25,-2.39243,-2.39243,-2.38409
64.26,-2.4091,-2.4091,-2.40076
64.27,-2.42578,-2.42578,-2.41744
64.28,-2.44246,-2.44246,-2.43412
64.29,-2.45914,-2.45914,-2.4508
64.3,-2.47583,-2.47583,-2.46749
64.31,-2.49252,-2.49252,-2.48418
64.32,-2.50922,-2.50922,-2.50087
64.33,-2.52592,-2.52592,-2.51757
64.34,-2.54262,-2.54262,-2.53427
64.35,-2.55933,-2.55933,-2.55098
64.36,-2.57604,-2.57604,-2.56769
64.37,-2.59276,-2.59276,-2.5844
64.38,-2.60948,-2.60948,-2.60112
64.39,-2.6262,-2.6262,-2.61784
64.4,-2.64293,-2.64293,-2.63456
64.41,-2.65966,-2.65966,-2.65129
64.42,-2.67639,-2.67639,-2.66802
64.43,-2.69312,-2.69312,-2.68476
64.44,-2.70986,-2.70986,-2.70149
64.45,-2.7266,-2.7266,-2.71823
64.46,-2.74335,-2.74335,-2.73498
64.47,-2.7601,-2.7601,-2.75172
64.48,-2.77685,-2.77685,-2.76847
64.49,-2.7936,-2.7936,-2.78523
64.5,-2.81036,-2.81036,-2.80198
64.51,-2.82712,-2.82712,-2.81874
64.52,-2.84388,-2.84388,-2.8355
64.53,-2.86064,-2.86064,-2.85226
64.54,-2.87741,-2.87741,-2.86903
64.55,-2.89418,-2.89418,-2.8858
64.56,-2.91095,-2.91095,-2.90257
64.57,-2.92773,-2.92773,-2.91934
64.58,-2.9445,-2.9445,-2.93611
64.59,-2.96128,-2.96128,-2.95289
64.6,-2.97806,-2.97806,-2.96967
64.61,-2.99485,-2.99485,-2.98645
64.62,-3.01163,-3.01163,-3.00324
64.63,-3.02842,-3.02842,-3.02002
64.64,-3.04521,-3.04521,-3.03681
64.65,-3.062,-3.062,-3.0536
64.66,-3.07879,-3.07879,-3.07039
64.67,-3.09558,-3.09558,-3.08719
64.68,-3.11238,-3.11238,-3.10398
64.69,-3.12918,-3.12918,-3.12078
64.7,-3.14598,-3.14598,-3.13758
64.71,-3.16278,-3.16278,-3.15438
64.72,-3.17958,-3.17958,-3.17118
64.73,-3.19638,-3.19638,-3.18798
64.74,-3.21319,-3.21319,-3.20478
64.75,-3.22999,-3.22999,-3.22159
64.76,-3.2468,-3.2468,-3.23839
64.77,-3.2636,-3.2636,-3.2552
64.78,-3.28041,-3.28041,-3.27201
64.79,-3.29722,-3.29722,-3.28882
64.8,-3.31403,-3.31403,-3.30563
64.81,-3.33084,-3.33084,-3.32244
64.82,-3.34766,-3.34766,-3.33925
64.83,-3.36447,-3.36447,-3.35606
64.84,-3.38128,-3.38128,-3.37288
64.85,-3.3981,-3.3981,-3.38969
64.86,-3.41491,-3.41491,-3.4065
64.87,-3.43172,-3.43172,-3.42332
64.88,-3.44854,-3.44854,-3.44013
64.89,-3.46535,-3.46535,-3.45695
64.9,-3.48217,-3.48217,-3.47376
64.91,-3.49899,-3.49899,-3.49058
64.92,-3.5158,-3.5158,-3.50739
64.93,-3.53262,-3.53262,-3.52421
64.94,-3.54943,-3.54943,-3.54102
64.95,-3.56625,-3.56625,-3.55784
64.96,-3.58306,-3.58306,-3.57466
64.97,-3.59988,-3.59988,-3.59147
64.98,-3.61669,-3.61669,-3.60829
64.99,-3.63351,-3.63351,-3.6251
65.0,-3.65032,-3.65032,-3.64191
65.01,-3.66713,-3.66713,-3.65873
65.02,-3.68395,-3.68395,-3.67554
65.03,-3.70076,-3.70076,-3.69235
65.04,-3.71757,-3.71757,-3.70916
65.05,-3.73438,-3.73438,-3.72597
65.06,-3.75119,-3.75119,-3.74278
65.07,-3.768,-3.768,-3.75959
65.08,-3.78481,-3.78481,-3.7764
65.09,-3.80161,-3.80161,-3.79321
65.1,-3.81842,-3.81842,-3.81002
65.11,-3.83522,-3.83522,-3.82682
65.12,-3.85203,-3.85203,-3.84362
65.13,-3.86883,-3.86883,-3.86043
65.14,-3.88563,-3.88563,-3.87723
65.15,-3.90243,-3.90243,-3.89403
65.16,-3.91922,-3.91922,-3.91083
65.17,-3.93602,-3.93602,-3.92762
65.18,-3.95281,-3.95281,-3.94442
65.19,-3.96961,-3.96961,-3.96121
65.2,-3.9864,-3.9864,-3.978
65.21,-4.00319,-4.00319,-3.99479
65.22,-4.01997,-4.01997,-4.01158
65.23,-4.03676,-4.03676,-4.02836
65.24,-4.05354,-4.05354,-4.04515
65.25,-4.07032,-4.07032,-4.06193
65.26,-4.0871,-4.0871,-4.07871
65.27,-4.10387,-4.10387,-4.09549
65.28,-4.12065,-4.12065,-4.11226
65.29,-4.13742,-4.13742,-4.12903
65.3,-4.15419,-4.15419,-4.1458
65.31,-4.17096,-4.17096,-4.16257
65.32,-4.18772,-4.18772,-4.17934
65.33,-4.20448,-4.20448,-4.1961
65.34,-4.22124,-4.22124,-4.21286
65.35,-4.23799,-4.23799,-4.22962
65.36,-4.25475,-4.25475,-4.24637
65.37,-4.2715,-4.2715,-4.26312
65.38,-4.28824,-4.28824,-4.27987
65.39,-4.30499,-4.30499,-4.29661
65.4,-4.32173,-4.32173,-4.31336
65.41,-4.33846,-4.33846,-4.3301
65.42,-4.3552,-4.3552,-4.34683
65.43,-4.37193,-4.37193,-4.36356
65.44,-4.38866,-4.38866,-4.38029
65.45,-4.40538,-4.40538,-4.39702
65.46,-4.4221,-4.4221,-4.41374
65.47,-4.43882,-4.43882,-4.43046
65.48,-4.45553,-4.45553,-4.44717
65.49,-4.47224,-4.47224,-4.46388
65.5,-4.48894,-4.48894,-4.48059
65.51,-4.50564,-4.50564,-4.49729
65.52,-4.52234,-4.52234,-4.51399
65.53,-4.53903,-4.53903,-4.53069
65.54,-4.55572,-4.55572,-4.54738
65.55,-4.57241,-4.57241,-4.56407
65.56,-4.58909,-4.58909,-4.58075
65.57,-4.60577,-4.60577,-4.59743
65.58,-4.62244,-4.62244,-4.6141
65.59,-4.63911,-4.63911,-4.63077
65.6,-4.65577,-4.65577,-4.64744
65.61,-4.67243,-4.67243,-4.6641
65.62,-4.68908,-4.68908,-4.68075
65.63,-4.70573,-4.70573,-4.69741
65.64,-4.72237,-4.72237,-4.71405
65.65,-4.73901,-4.73901,-4.73069
65.66,-4.75565,-4.75565,-4.74733
65.67,-4.77228,-4.77228,-4.76396
65.68,-4.7889,-4.7889,-4.78059
65.69,-4.80552,-4.80552,-4.79721
65.7,-4.82214,-4.82214,-4.81383
65.71,-4.83874,-4.83874,-4.83044
65.72,-4.85535,-4.85535,-4.84705
65.73,-4.87195,-4.87195,-4.86365
65.74,-4.88854,-4.88854,-4.88024
65.75,-4.90513,-4.90513,-4.89683
65.76,-4.92171,-4.92171,-4.91342
65.77,-4.93828,-4.93828,-4.93
65.78,-4.95485,-4.95485,-4.94657
65.79,-4.97142,-4.97142,-4.96314
65.8,-4.98798,-4.98798,-4.9797
65.81,-5.00453,-5.00453,-4.99625
65.82,-5.02107,-5.02107,-5.0128
65.83,-5.03761,-5.03761,-5.02934
65.84,-5.05415,-5.05415,-5.04588
65.85,-5.07068,-5.07068,-5.06241
65.86,-5.0872,-5.0872,-5.07894
65.87,-5.10371,-5.10371,-5.09546
65.88,-5.12022,-5.12022,-5.11197
65.89,-5.13672,-5.13672,-5.12847
65.9,-5.15322,-5.15322,-5.14497
65.91,-5.16971,-5.16971,-5.16146
65.92,-5.18619,-5.18619,-5.17795
65.93,-5.20267,-5.20267,-5.19443
65.94,-5.21913,-5.21913,-5.2109
65.95,-5.2356,-5.2356,-5.22736
65.96,-5.25205,-5.25205,-5.24382
65.97,-5.2685,-5.2685,-5.26027
65.98,-5.28494,-5.28494,-5.27672
65.99,-5.30137,-5.30137,-5.29315
66.0,-5.3178,-5.3178,-5.30958
66.01,-5.33422,-5.33422,-5.32601
66.02,-5.35063,-5.35063,-5.34242
66.03,-5.36703,-5.36703,-5.35883
66.04,-5.38343,-5.38343,-5.37523
66.05,-5.39982,-5.39982,-5.39162
66.06,-5.4162,-5.4162,-5.40801
66.07,-5.43257,-5.43257,-5.42438
66.08,-5.44893,-5.44893,-5.44075
66.09,-5.46529,-5.46529,-5.45711
66.1,-5.48164,-5.48164,-5.47347
66.11,-5.49798,-5.49798,-5.48981
66.12,-5.51432,-5.51432,-5.50615
66.13,-5.53064,-5.53064,-5.52248
66.14,-5.54696,-5.54696,-5.5388
66.15,-5.56327,-5.56327,-5.55511
66.16,-5.57957,-5.57957,-5.57142
66.17,-5.59586,-5.59586,-5.58771
66.18,-5.61214,-5.61214,-5.604
66.19,-5.62842,-5.62842,-5.62028
66.2,-5.64468,-5.64468,-5.63655
66.21,-5.66094,-5.66094,-5.65281
66.22,-5.67719,-5.67719,-5.66906
66.23,-5.69343,-5.69343,-5.68531
66.24,-5.70966,-5.70966,-5.70154
66.25,-5.72588,-5.72588,-5.71777
66.26,-5.74209,-5.74209,-5.73399
66.27,-5.7583,-5.7583,-5.75019
66.28,-5.77449,-5.77449,-5.76639
66.29,-5.79067,-5.79067,-5.78258
66.3,-5.80685,-5.80685,-5.79876
66.31,-5.82302,-5.82302,-5.81493
66.32,-5.83917,-5.83917,-5.83109
66.33,-5.85532,-5.85532,-5.84725
66.34,-5.87146,-5.87146,-5.86339
66.35,-5.88759,-5.88759,-5.87952
66.36,-5.9037,-5.9037,-5.89564
66.37,-5.91981,-5.91981,-5.91176
66.38,-5.93591,-5.93591,-5.92786
66.39,-5.952,-5.952,-5.94395
66.4,-5.96808,-5.96808,-5.96004
66.41,-5.98415,-5.98415,-5.97611
66.42,-6.0002,-6.0002,-5.99217
66.43,-6.01625,-6.01625,-6.00823
66.44,-6.03229,-6.03229,-6.02427
66.45,-6.04832,-6.04832,-6.0403
66.46,-6.06433,-6.06433,-6.05632
66.47,-6.08034,-6.08034,-6.07234
66.48,-6.09633,-6.09633,-6.08834
66.49,-6.11232,-6.11232,-6.10433
66.5,-6.12829,-6.12829,-6.12031
66.51,-6.14426,-6.14426,-6.13628
66.52,-6.16021,-6.16021,-6.15223
66.53,-6.17615,-6.17615,-6.16818
66.54,-6.19208,-6.19208,-6.18412
66.55,-6.208,-6.208,-6.20004
66.56,-6.22391,-6.22391,-6.21596
66.57,-6.23981,-6.23981,-6.23186
66.58,-6.25569,-6.25569,-6.24775
66.59,-6.27157,-6.27157,-6.26363
66.6,-6.28743,-6.28743,-6.2795
66.61,-6.30328,-6.30328,-6.29536
66.62,-6.31912,-6.31912,-6.3112
66.63,-6.33495,-6.33495,-6.32704
66.64,-6.35077,-6.35077,-6.34286
66.65,-6.36658,-6.36658,-6.35867
66.66,-6.38237,-6.38237,-6.37447
66.67,-6.39815,-6.39815,-6.39026
66.68,-6.41392,-6.41392,-6.40604
66.69,-6.42968,-6.42968,-6.4218
66.7,-6.44542,-6.44542,-6.43755
66.71,-6.46116,-6.46116,-6.45329
66.72,-6.47688,-6.47688,-6.46902
66.73,-6.49259,-6.49259,-6.48473
66.74,-6.50828,-6.50828,-6.50044
66.75,-6.52397,-6.52397,-6.51613
66.76,-6.53964,-6.53964,-6.5318
66.77,-6.5553,-6.5553,-6.54747
66.78,-6.57095,-6.57095,-6.56312
66.79,-6.58658,-6.58658,-6.57876
66.8,-6.6022,-6.6022,-6.59439
66.81,-6.61781,-6.61781,-6.61001
66.82,-6.6334,-6.6334,-6.62561
66.83,-6.64899,-6.64899,-6.6412
66.84,-6.66456,-6.66456,-6.65677
66.85,-6.68011,-6.68011,-6.67233
66.86,-6.69566,-6.69566,-6.68788
66.87,-6.71119,-6.71119,-6.70342
66.88,-6.7267,-6.7267,-6.71894
66.89,-6.74221,-6.74221,-6.73445
66.9,-6.7577,-6.7577,-6.74995
66.91,-6.77317,-6.77317,-6.76543
66.92,-6.78863,-6.78863,-6.7809
66.93,-6.80408,-6.80408,-6.79636
66.94,-6.81952,-6.81952,-6.8118
66.95,-6.83494,-6.83494,-6.82723
66.96,-6.85035,-6.85035,-6.84264
66.97,-6.86574,-6.86574,-6.85805
66.98,-6.88112,-6.88112,-6.87343
66.99,-6.89649,-6.89649,-6.88881
67.0,-6.91184,-6.91184,-6.90416
67.01,-6.92718,-6.92718,-6.91951
67.02,-6.9425,-6.9425,-6.93484
67.03,-6.95781,-6.95781,-6.95016
67.04,-6.97311,-6.97311,-6.96546
67.05,-6.98839,-6.98839,-6.98075
67.06,-7.00365,-7.00365,-6.99602
67.07,-7.0189,-7.0189,-7.01128
67.08,-7.03414,-7.03414,-7.02652
67.09,-7.04936,-7.04936,-7.04175
67.1,-7.06457,-7.06457,-7.05696
67.11,-7.07976,-7.07976,-7.07216
67.12,-7.09494,-7.09494,-7.08735
67.13,-7.1101,-7.1101,-7.10252
67.14,-7.12525,-7.12525,-7.11767
67.15,-7.14038,-7.14038,-7.13281
67.16,-7.1555,-7.1555,-7.14794
67.17,-7.1706,-7.1706,-7.16305
67.18,-7.18569,-7.18569,-7.17814
67.19,-7.20076,-7.20076,-7.19322
67.2,-7.21581,-7.21581,-7.20829
67.21,-7.23085,-7.23085,-7.22333
67.22,-7.24588,-7.24588,-7.23837
67.23,-7.26089,-7.26089,-7.25338
67.24,-7.27588,-7.27588,-7.26839
67.25,-7.29086,-7.29086,-7.28337
67.26,-7.30582,-7.30582,-7.29834
67.27,-7.32077,-7.32077,-7.3133
67.28,-7.3357,-7.3357,-7.32823
67.29,-7.35061,-7.35061,-7.34316
67.3,-7.36551,-7.36551,-7.35806
67.31,-7.38039,-7.38039,-7.37295
67.32,-7.39526,-7.39526,-7.38783
67.33,-7.41011,-7.41011,-7.40268
67.34,-7.42494,-7.42494,-7.41753
67.35,-7.43976,-7.43976,-7.43235
67.36,-7.45456,-7.45456,-7.44716
67.37,-7.46934,-7.46934,-7.46195
67.38,-7.48411,-7.48411,-7.47673
67.39,-7.49886,-7.49886,-7.49149
67.4,-7.51359,-7.51359,-7.50623
67.41,-7.52831,-7.52831,-7.52095
67.42,-7.54301,-7.54301,-7.53566
67.43,-7.5577,-7.5577,-7.55035
67.44,-7.57236,-7.57236,-7.56503
67.45,-7.58701,-7.58701,-7.57969
67.46,-7.60164,-7.60164,-7.59433
67.47,-7.61626,-7.61626,-7.60895
67.48,-7.63086,-7.63086,-7.62356
67.49,-7.64544,-7.64544,-7.63815
67.5,-7.66,-7.66,-7.65272
67.51,-7.67455,-7.67455,-7.66727
67.52,-7.68907,-7.68907,-7.68181
67.53,-7.70359,-7.70359,-7.69633
67.54,-7.71808,-7.71808,-7.71083
67.55,-7.73255,-7.73255,-7.72532
67.56,-7.74701,-7.74701,-7.73978
67.57,-7.76145,-7.76145,-7.75423
67.58,-7.77587,-7.77587,-7.76866
67.59,-7.79028,-7.79028,-7.78308
67.6,-7.80466,-7.80466,-7.79747
67.61,-7.81903,-7.81903,-7.81185
67.62,-7.83338,-7.83338,-7.82621
67.63,-7.84771,-7.84771,-7.84055
67.64,-7.86203,-7.86203,-7.85487
67.65,-7.87632,-7.87632,-7.86918
67.66,-7.8906,-7.8906,-7.88346
67.67,-7.90486,-7.90486,-7.89773
67.68,-7.9191,-7.9191,-7.91198
67.69,-7.93332,-7.93332,-7.92621
67.7,-7.94752,-7.94752,-7.94042
67.71,-7.96171,-7.96171,-7.95462
67.72,-7.97587,-7.97587,-7.96879
67.73,-7.99002,-7.99002,-7.98295
67.74,-8.00415,-8.00415,-7.99708
67.75,-8.01826,-8.01826,-8.0112
67.76,-8.03235,-8.03235,-8.0253
67.77,-8.04642,-8.04642,-8.03938
67.78,-8.06047,-8.06047,-8.05344
67.79,-8.0745,-8.0745,-8.06749
67.8,-8.08852,-8.08852,-8.08151
67.81,-8.10251,-8.10251,-8.09551
67.82,-8.11649,-8.11649,-8.1095
67.83,-8.13044,-8.13044,-8.12346
67.84,-8.14438,-8.14438,-8.13741
67.85,-8.15829,-8.15829,-8.15134
67.86,-8.17219,-8.17219,-8.16524
67.87,-8.18607,-8.18607,-8.17913
67.88,-8.19993,-8.19993,-8.193
67.89,-8.21376,-8.21376,-8.20684
67.9,-8.22758,-8.22758,-8.22067
67.91,-8.24138,-8.24138,-8.23448
67.92,-8.25516,-8.25516,-8.24827
67.93,-8.26892,-8.26892,-8.26204
67.94,-8.28265,-8.28265,-8.27578
67.95,-8.29637,-8.29637,-8.28951
67.96,-8.31007,-8.31007,-8.30322
67.97,-8.32375,-8.32375,-8.31691
67.98,-8.3374,-8.3374,-8.33057
67.99,-8.35104,-8.35104,-8.34422
68.0,-8.36466,-8.36466,-8.35785
68.01,-8.37825,-8.37825,-8.37145
68.02,-8.39183,-8.39183,-8.38504
68.03,-8.40538,-8.40538,-8.39861
68.04,-8.41892,-8.41892,-8.41215
68.05,-8.43243,-8.43243,-8.42567
68.06,-8.44592,-8.44592,-8.43918
68.07,-8.45939,-8.45939,-8.45266
68.08,-8.47285,-8.47285,-8.46612
68.09,-8.48628,-8.48628,-8.47956
68.1,-8.49968,-8.49968,-8.49298
68.11,-8.51307,-8.51307,-8.50638
68.12,-8.52644,-8.52644,-8.51976
68.13,-8.53978,-8.53978,-8.53311
68.14,-8.55311,-8.55311,-8.54645
68.15,-8.56641,-8.56641,-8.55976
68.16,-8.57969,-8.57969,-8.57305
68.17,-8.59295,-8.59295,-8.58632
68.18,-8.60619,-8.60619,-8.59957
68.19,-8.61941,-8.61941,-8.6128
68.2,-8.63261,-8.63261,-8.62601
68.21,-8.64578,-8.64578,-8.63919
68.22,-8.65893,-8.65893,-8.65236
68.23,-8.67206,-8.67206,-8.6655
68.24,-8.68517,-8.68517,-8.67862
68.25,-8.69826,-8.69826,-8.69171
68.26,-8.71132,-8.71132,-8.70479
68.27,-8.72437,-8.72437,-8.71784
68.28,-8.73739,-8.73739,-8.73088
68.29,-8.75039,-8.75039,-8.74389
68.3,-8.76336,-8.76336,-8.75687
68.31,-8.77632,-8.77632,-8.76984
68.32,-8.78925,-8.78925,-8.78278
68.33,-8.80216,-8.80216,-8.7957
68.34,-8.81505,-8.81505,-8.8086
68.35,-8.82791,-8.82791,-8.82148
68.36,-8.84075,-8.84075,-8.83433
68.37,-8.85357,-8.85357,-8.84716
68.38,-8.86637,-8.86637,-8.85997
68.39,-8.87915,-8.87915,-8.87276
68.4,-8.8919,-8.8919,-8.88552
68.41,-8.90463,-8.90463,-8.89826
68.42,-8.91733,-8.91733,-8.91098
68.43,-8.93002,-8.93002,-8.92368
68.44,-8.94268,-8.94268,-8.93635
68.45,-8.95532,-8.95532,-8.949
68.46,-8.96793,-8.96793,-8.96162
68.47,-8.98052,-8.98052,-8.97423
68.48,-8.99309,-8.99309,-8.98681
68.49,-9.00564,-9.00564,-8.99936
