dt,WRv_x,WRv_y,U_vN
40.0,1.34126,1.34126,1.34239
40.01,1.33901,1.33901,1.34014
40.02,1.33676,1.33676,1.33788
40.03,1.3345,1.3345,1.33563
40.04,1.33224,1.33224,1.33337
40.05,1.32998,1.32998,1.33111
40.06,1.32771,1.32771,1.32884
40.07,1.32544,1.32544,1.32657
40.08,1.32316,1.32316,1.3243
40.09,1.32089,1.32089,1.32203
40.1,1.31861,1.31861,1.31975
40.11,1.31633,1.31633,1.31747
40.12,1.31404,1.31404,1.31518
40.13,1.31175,1.31175,1.3129
40.14,1.30946,1.30946,1.31061
40.15,1.30717,1.30717,1.30831
40.16,1.30487,1.30487,1.30602
40.17,1.30257,1.30257,1.30372
40.18,1.30027,1.30027,1.30142
40.19,1.29796,1.29796,1.29911
40.2,1.29565,1.29565,1.29681
40.21,1.29334,1.29334,1.29449
40.22,1.29102,1.29102,1.29218
40.23,1.28871,1.28871,1.28986
40.24,1.28638,1.28638,1.28755
40.25,1.28406,1.28406,1.28522
40.26,1.28174,1.28174,1.2829
40.27,1.27941,1.27941,1.28057
40.28,1.27707,1.27707,1.27824
40.29,1.27474,1.27474,1.27591
40.3,1.2724,1.2724,1.27357
40.31,1.27006,1.27006,1.27123
40.32,1.26772,1.26772,1.26889
40.33,1.26537,1.26537,1.26655
40.34,1.26303,1.26303,1.2642
40.35,1.26067,1.26067,1.26185
40.36,1.25832,1.25832,1.2595
40.37,1.25596,1.25596,1.25714
40.38,1.25361,1.25361,1.25479
40.39,1.25124,1.25124,1.25243
40.4,1.24888,1.24888,1.25006
40.41,1.24651,1.24651,1.2477
40.42,1.24414,1.24414,1.24533
40.43,1.24177,1.24177,1.24296
40.44,1.2394,1.2394,1.24059
40.45,1.23702,1.23702,1.23821
40.46,1.23464,1.23464,1.23583
40.47,1.23226,1.23226,1.23345
40.48,1.22988,1.22988,1.23107
40.49,1.22749,1.22749,1.22868
40.5,1.2251,1.2251,1.2263
40.51,1.22271,1.22271,1.22391
40.52,1.22032,1.22032,1.22151
40.53,1.21792,1.21792,1.21912
40.54,1.21552,1.21552,1.21672
40.55,1.21312,1.21312,1.21432
40.56,1.21072,1.21072,1.21192
40.57,1.20832,1.20832,1.20952
40.58,1.20591,1.20591,1.20711
40.59,1.2035,1.2035,1.2047
40.6,1.20109,1.20109,1.20229
40.61,1.19867,1.19867,1.19988
40.62,1.19626,1.19626,1.19746
40.63,1.19384,1.19384,1.19505
40.64,1.19142,1.19142,1.19263
40.65,1.18899,1.18899,1.1902
40.66,1.18657,1.18657,1.18778
40.67,1.18414,1.18414,1.18535
40.68,1.18171,1.18171,1.18293
40.69,1.17928,1.17928,1.1805
40.7,1.17685,1.17685,1.17806
40.71,1.17441,1.17441,1.17563
40.72,1.17197,1.17197,1.17319
40.73,1.16953,1.16953,1.17075
40.74,1.16709,1.16709,1.16831
40.75,1.16465,1.16465,1.16587
40.76,1.1622,1.1622,1.16343
40.77,1.15976,1.15976,1.16098
40.78,1.15731,1.15731,1.15853
40.79,1.15486,1.15486,1.15608
40.8,1.1524,1.1524,1.15363
40.81,1.14995,1.14995,1.15118
40.82,1.14749,1.14749,1.14872
40.83,1.14503,1.14503,1.14626
40.84,1.14257,1.14257,1.1438
40.85,1.14011,1.14011,1.14134
40.86,1.13764,1.13764,1.13888
40.87,1.13518,1.13518,1.13641
40.88,1.13271,1.13271,1.13394
40.89,1.13024,1.13024,1.13148
40.9,1.12777,1.12777,1.12901
40.91,1.1253,1.1253,1.12653
40.92,1.12282,1.12282,1.12406
40.93,1.12035,1.12035,1.12158
40.94,1.11787,1.11787,1.11911
40.95,1.11539,1.11539,1.11663
40.96,1.11291,1.11291,1.11415
40.97,1.11042,1.11042,1.11167
40.98,1.10794,1.10794,1.10918
40.99,1.10545,1.10545,1.1067
41.0,1.10297,1.10297,1.10421
41.01,1.10048,1.10048,1.10172
41.02,1.09799,1.09799,1.09923
41.03,1.09549,1.09549,1.09674
41.04,1.093,1.093,1.09425
41.05,1.09051,1.09051,1.09175
41.06,1.08801,1.08801,1.08926
41.07,1.08551,1.08551,1.08676
41.08,1.08301,1.08301,1.08426
41.09,1.08051,1.08051,1.08176
41.1,1.07801,1.07801,1.07926
41.11,1.07551,1.07551,1.07676
41.12,1.073,1.073,1.07425
41.13,1.07049,1.07049,1.07175
41.14,1.06799,1.06799,1.06924
41.15,1.06548,1.06548,1.06673
41.16,1.06297,1.06297,1.06422
41.17,1.06046,1.06046,1.06171
41.18,1.05794,1.05794,1.0592
41.19,1.05543,1.05543,1.05669
41.2,1.05291,1.05291,1.05417
41.21,1.0504,1.0504,1.05166
41.22,1.04788,1.04788,1.04914
41.23,1.04536,1.04536,1.04662
41.24,1.04284,1.04284,1.0441
41.25,1.04032,1.04032,1.04158
41.26,1.0378,1.0378,1.03906
41.27,1.03528,1.03528,1.03654
41.28,1.03275,1.03275,1.03401
41.29,1.03023,1.03023,1.03149
41.3,1.0277,1.0277,1.02896
41.31,1.02517,1.02517,1.02644
41.32,1.02264,1.02264,1.02391
41.33,1.02011,1.02011,1.02138
41.34,1.01758,1.01758,1.01885
41.35,1.01505,1.01505,1.01632
41.36,1.01252,1.01252,1.01379
41.37,1.00999,1.00999,1.01125
41.38,1.00745,1.00745,1.00872
41.39,1.00492,1.00492,1.00619
41.4,1.00238,1.00238,1.00365
41.41,0.999846,0.999846,1.00111
41.42,0.997309,0.997309,0.998577
41.43,0.99477,0.99477,0.996039
41.44,0.992231,0.992231,0.993501
41.45,0.989691,0.989691,0.990961
41.46,0.98715,0.98715,0.988421
41.47,0.984609,0.984609,0.98588
41.48,0.982067,0.982067,0.983338
41.49,0.979524,0.979524,0.980795
41.5,0.97698,0.97698,0.978252
41.51,0.974436,0.974436,0.975708
41.52,0.971891,0.971891,0.973163
41.53,0.969345,0.969345,0.970618
41.54,0.966799,0.966799,0.968072
41.55,0.964252,0.964252,0.965525
41.56,0.961704,0.961704,0.962978
41.57,0.959156,0.959156,0.96043
41.58,0.956608,0.956608,0.957882
41.59,0.954059,0.954059,0.955333
41.6,0.951509,0.951509,0.952784
41.61,0.948959,0.948959,0.950234
41.62,0.946408,0.946408,0.947683
41.63,0.943856,0.943856,0.945132
41.64,0.941305,0.941305,0.942581
41.65,0.938753,0.938753,0.940029
41.66,0.9362,0.9362,0.937476
41.67,0.933647,0.933647,0.934923
41.68,0.931094,0.931094,0.93237
41.69,0.92854,0.92854,0.929817
41.7,0.925986,0.925986,0.927263
41.71,0.923431,0.923431,0.924708
41.72,0.920876,0.920876,0.922154
41.73,0.918321,0.918321,0.919599
41.74,0.915766,0.915766,0.917043
41.75,0.91321,0.91321,0.914488
41.76,0.910654,0.910654,0.911932
41.77,0.908098,0.908098,0.909376
41.78,0.905541,0.905541,0.906819
41.79,0.902984,0.902984,0.904263
41.8,0.900427,0.900427,0.901706
41.81,0.89787,0.89787,0.899149
41.82,0.895313,0.895313,0.896592
41.83,0.892756,0.892756,0.894034
41.84,0.890198,0.890198,0.891477
41.85,0.88764,0.88764,0.888919
41.86,0.885083,0.885083,0.886362
41.87,0.882525,0.882525,0.883804
41.88,0.879967,0.879967,0.881246
41.89,0.877409,0.877409,0.878688
41.9,0.874851,0.874851,0.87613
41.91,0.872293,0.872293,0.873572
41.92,0.869735,0.869735,0.871014
41.93,0.867177,0.867177,0.868456
41.94,0.864619,0.864619,0.865898
41.95,0.862061,0.862061,0.86334
41.96,0.859503,0.859503,0.860782
41.97,0.856945,0.856945,0.858224
41.98,0.854388,0.854388,0.855667
41.99,0.85183,0.85183,0.853109
42.0,0.849273,0.849273,0.850551
42.01,0.846715,0.846715,0.847994
42.02,0.844158,0.844158,0.845437
42.03,0.841601,0.841601,0.84288
42.04,0.839045,0.839045,0.840323
42.05,0.836488,0.836488,0.837766
42.06,0.833932,0.833932,0.83521
42.07,0.831376,0.831376,0.832654
42.08,0.82882,0.82882,0.830098
42.09,0.826265,0.826265,0.827542
42.1,0.823709,0.823709,0.824987
42.11,0.821154,0.821154,0.822432
42.12,0.8186,0.8186,0.819877
42.13,0.816046,0.816046,0.817323
42.14,0.813492,0.813492,0.814769
42.15,0.810938,0.810938,0.812215
42.16,0.808385,0.808385,0.809662
42.17,0.805832,0.805832,0.807109
42.18,0.80328,0.80328,0.804556
42.19,0.800728,0.800728,0.802004
42.2,0.798177,0.798177,0.799453
42.21,0.795626,0.795626,0.796901
42.22,0.793076,0.793076,0.794351
42.23,0.790526,0.790526,0.791801
42.24,0.787976,0.787976,0.789251
42.25,0.785427,0.785427,0.786702
42.26,0.782879,0.782879,0.784153
42.27,0.780331,0.780331,0.781605
42.28,0.777784,0.777784,0.779058
42.29,0.775238,0.775238,0.776511
42.3,0.772692,0.772692,0.773965
42.31,0.770146,0.770146,0.771419
42.32,0.767602,0.767602,0.768874
42.33,0.765058,0.765058,0.76633
42.34,0.762514,0.762514,0.763786
42.35,0.759972,0.759972,0.761243
42.36,0.75743,0.75743,0.758701
42.37,0.754889,0.754889,0.756159
42.38,0.752348,0.752348,0.753618
42.39,0.749808,0.749808,0.751078
42.4,0.74727,0.74727,0.748539
42.41,0.744731,0.744731,0.746
42.42,0.742194,0.742194,0.743463
42.43,0.739658,0.739658,0.740926
42.44,0.737122,0.737122,0.73839
42.45,0.734587,0.734587,0.735855
42.46,0.732053,0.732053,0.73332
42.47,0.72952,0.72952,0.730787
42.48,0.726988,0.726988,0.728254
42.49,0.724457,0.724457,0.725722
42.5,0.721926,0.721926,0.723192
42.51,0.719397,0.719397,0.720662
42.52,0.716869,0.716869,0.718133
42.53,0.714341,0.714341,0.715605
42.54,0.711815,0.711815,0.713078
42.55,0.709289,0.709289,0.710552
42.56,0.706765,0.706765,0.708027
42.57,0.704241,0.704241,0.705503
42.58,0.701719,0.701719,0.70298
42.59,0.699198,0.699198,0.700458
42.6,0.696678,0.696678,0.697938
42.61,0.694159,0.694159,0.695418
42.62,0.691641,0.691641,0.6929
42.63,0.689124,0.689124,0.690382
42.64,0.686608,0.686608,0.687866
42.65,0.684094,0.684094,0.685351
42.66,0.68158,0.68158,0.682837
42.67,0.679068,0.679068,0.680324
42.68,0.676557,0.676557,0.677813
42.69,0.674047,0.674047,0.675302
42.7,0.671539,0.671539,0.672793
42.71,0.669032,0.669032,0.670285
42.72,0.666526,0.666526,0.667779
42.73,0.664021,0.664021,0.665273
42.74,0.661517,0.661517,0.662769
42.75,0.659015,0.659015,0.660266
42.76,0.656515,0.656515,0.657765
42.77,0.654015,0.654015,0.655265
42.78,0.651517,0.651517,0.652766
42.79,0.64902,0.64902,0.650269
42.8,0.646525,0.646525,0.647773
42.81,0.644031,0.644031,0.645278
42.82,0.641539,0.641539,0.642785
42.83,0.639047,0.639047,0.640293
42.84,0.636558,0.636558,0.637803
42.85,0.63407,0.63407,0.635314
42.86,0.631583,0.631583,0.632826
42.87,0.629098,0.629098,0.63034
42.88,0.626614,0.626614,0.627856
42.89,0.624132,0.624132,0.625373
42.9,0.621651,0.621651,0.622891
42.91,0.619172,0.619172,0.620411
42.92,0.616694,0.616694,0.617933
42.93,0.614218,0.614218,0.615456
42.94,0.611744,0.611744,0.612981
42.95,0.609271,0.609271,0.610507
42.96,0.6068,0.6068,0.608035
42.97,0.60433,0.60433,0.605565
42.98,0.601862,0.601862,0.603096
42.99,0.599396,0.599396,0.600629
43.0,0.596931,0.596931,0.598164
43.01,0.594469,0.594469,0.5957
43.02,0.592007,0.592007,0.593238
43.03,0.589548,0.589548,0.590778
43.04,0.58709,0.58709,0.588319
43.05,0.584634,0.584634,0.585862
43.06,0.58218,0.58218,0.583407
43.07,0.579727,0.579727,0.580954
43.08,0.577277,0.577277,0.578502
43.09,0.574828,0.574828,0.576052
43.1,0.572381,0.572381,0.573604
43.11,0.569936,0.569936,0.571158
43.12,0.567492,0.567492,0.568714
43.13,0.565051,0.565051,0.566271
43.14,0.562611,0.562611,0.563831
43.15,0.560173,0.560173,0.561392
43.16,0.557737,0.557737,0.558955
43.17,0.555303,0.555303,0.55652
43.18,0.552871,0.552871,0.554087
43.19,0.550441,0.550441,0.551656
43.2,0.548013,0.548013,0.549227
43.21,0.545587,0.545587,0.5468
43.22,0.543163,0.543163,0.544375
43.23,0.54074,0.54074,0.541952
43.24,0.53832,0.53832,0.53953
43.25,0.535902,0.535902,0.537111
43.26,0.533486,0.533486,0.534694
43.27,0.531072,0.531072,0.532279
43.28,0.52866,0.52866,0.529866
43.29,0.52625,0.52625,0.527455
43.3,0.523842,0.523842,0.525046
43.31,0.521436,0.521436,0.522639
43.32,0.519033,0.519033,0.520234
43.33,0.516631,0.516631,0.517832
43.34,0.514232,0.514232,0.515431
43.35,0.511835,0.511835,0.513033
43.36,0.509439,0.509439,0.510637
43.37,0.507047,0.507047,0.508243
43.38,0.504656,0.504656,0.505851
43.39,0.502267,0.502267,0.503462
43.4,0.499881,0.499881,0.501074
43.41,0.497497,0.497497,0.498689
43.42,0.495115,0.495115,0.496306
43.43,0.492736,0.492736,0.493926
43.44,0.490359,0.490359,0.491547
43.45,0.487984,0.487984,0.489171
43.46,0.485611,0.485611,0.486797
43.47,0.483241,0.483241,0.484426
43.48,0.480873,0.480873,0.482057
43.49,0.478507,0.478507,0.47969
43.5,0.476144,0.476144,0.477325
43.51,0.473783,0.473783,0.474963
43.52,0.471424,0.471424,0.472604
43.53,0.469068,0.469068,0.470246
43.54,0.466714,0.466714,0.467891
43.55,0.464363,0.464363,0.465539
43.56,0.462014,0.462014,0.463188
43.57,0.459667,0.459667,0.460841
43.58,0.457323,0.457323,0.458495
43.59,0.454982,0.454982,0.456153
43.6,0.452643,0.452643,0.453812
43.61,0.450306,0.450306,0.451474
43.62,0.447972,0.447972,0.449139
43.63,0.44564,0.44564,0.446806
43.64,0.443311,0.443311,0.444476
43.65,0.440985,0.440985,0.442148
43.66,0.438661,0.438661,0.439823
43.67,0.436339,0.436339,0.4375
43.68,0.43402,0.43402,0.43518
43.69,0.431704,0.431704,0.432862
43.7,0.42939,0.42939,0.430547
43.71,0.427079,0.427079,0.428235
43.72,0.424771,0.424771,0.425925
43.73,0.422465,0.422465,0.423618
43.74,0.420162,0.420162,0.421313
43.75,0.417861,0.417861,0.419011
43.76,0.415563,0.415563,0.416712
43.77,0.413268,0.413268,0.414416
43.78,0.410975,0.410975,0.412122
43.79,0.408686,0.408686,0.409831
43.8,0.406399,0.406399,0.407542
43.81,0.404114,0.404114,0.405256
43.82,0.401833,0.401833,0.402973
43.83,0.399554,0.399554,0.400693
43.84,0.397278,0.397278,0.398416
43.85,0.395004,0.395004,0.396141
43.86,0.392734,0.392734,0.393869
43.87,0.390466,0.390466,0.3916
43.88,0.388201,0.388201,0.389334
43.89,0.385939,0.385939,0.38707
43.9,0.38368,0.38368,0.384809
43.91,0.381423,0.381423,0.382552
43.92,0.37917,0.37917,0.380297
43.93,0.376919,0.376919,0.378044
43.94,0.374671,0.374671,0.375795
43.95,0.372426,0.372426,0.373549
43.96,0.370184,0.370184,0.371305
43.97,0.367945,0.367945,0.369065
43.98,0.365709,0.365709,0.366827
43.99,0.363475,0.363475,0.364592
44.0,0.361245,0.361245,0.36236
44.01,0.359018,0.359018,0.360131
44.02,0.356793,0.356793,0.357905
44.03,0.354572,0.354572,0.355683
44.04,0.352353,0.352353,0.353463
44.05,0.350138,0.350138,0.351246
44.06,0.347925,0.347925,0.349032
44.07,0.345716,0.345716,0.346821
44.08,0.343509,0.343509,0.344613
44.09,0.341306,0.341306,0.342408
44.1,0.339106,0.339106,0.340206
44.11,0.336908,0.336908,0.338007
44.12,0.334714,0.334714,0.335811
44.13,0.332523,0.332523,0.333619
44.14,0.330335,0.330335,0.331429
44.15,0.32815,0.32815,0.329242
44.16,0.325968,0.325968,0.327059
44.17,0.323789,0.323789,0.324879
44.18,0.321614,0.321614,0.322702
44.19,0.319441,0.319441,0.320528
44.2,0.317272,0.317272,0.318357
44.21,0.315106,0.315106,0.316189
44.22,0.312943,0.312943,0.314025
44.23,0.310783,0.310783,0.311863
44.24,0.308627,0.308627,0.309705
44.25,0.306473,0.306473,0.30755
44.26,0.304323,0.304323,0.305398
44.27,0.302176,0.302176,0.30325
44.28,0.300032,0.300032,0.301104
44.29,0.297892,0.297892,0.298962
44.3,0.295755,0.295755,0.296823
44.31,0.293621,0.293621,0.294688
44.32,0.29149,0.29149,0.292555
44.33,0.289363,0.289363,0.290426
44.34,0.287239,0.287239,0.288301
44.35,0.285118,0.285118,0.286178
44.36,0.283,0.283,0.284059
44.37,0.280886,0.280886,0.281943
44.38,0.278775,0.278775,0.279831
44.39,0.276668,0.276668,0.277721
44.4,0.274564,0.274564,0.275616
44.41,0.272463,0.272463,0.273513
44.42,0.270365,0.270365,0.271414
44.43,0.268271,0.268271,0.269318
44.44,0.26618,0.26618,0.267226
44.45,0.264093,0.264093,0.265137
44.46,0.262009,0.262009,0.263051
44.47,0.259929,0.259929,0.260969
44.48,0.257852,0.257852,0.25889
44.49,0.255778,0.255778,0.256815
44.5,0.253708,0.253708,0.254743
44.51,0.251641,0.251641,0.252675
44.52,0.249578,0.249578,0.250609
44.53,0.247518,0.247518,0.248548
44.54,0.245462,0.245462,0.24649
44.55,0.243409,0.243409,0.244435
44.56,0.241359,0.241359,0.242384
44.57,0.239313,0.239313,0.240336
44.58,0.237271,0.237271,0.238292
44.59,0.235232,0.235232,0.236252
44.6,0.233197,0.233197,0.234215
44.61,0.231165,0.231165,0.232181
44.62,0.229137,0.229137,0.230151
44.63,0.227112,0.227112,0.228124
44.64,0.225091,0.225091,0.226101
44.65,0.223073,0.223073,0.224082
44.66,0.221059,0.221059,0.222066
44.67,0.219049,0.219049,0.220054
44.68,0.217042,0.217042,0.218045
44.69,0.215039,0.215039,0.21604
44.7,0.213039,0.213039,0.214039
44.71,0.211043,0.211043,0.212041
44.72,0.209051,0.209051,0.210047
44.73,0.207062,0.207062,0.208056
44.74,0.205077,0.205077,0.206069
44.75,0.203095,0.203095,0.204086
44.76,0.201118,0.201118,0.202106
44.77,0.199143,0.199143,0.20013
44.78,0.197173,0.197173,0.198158
44.79,0.195206,0.195206,0.196189
44.8,0.193243,0.193243,0.194225
44.81,0.191284,0.191284,0.192263
44.82,0.189328,0.189328,0.190306
44.83,0.187376,0.187376,0.188352
44.84,0.185427,0.185427,0.186402
44.85,0.183483,0.183483,0.184455
44.86,0.181542,0.181542,0.182512
44.87,0.179605,0.179605,0.180573
44.88,0.177672,0.177672,0.178638
44.89,0.175742,0.175742,0.176707
44.9,0.173816,0.173816,0.174779
44.91,0.171894,0.171894,0.172855
44.92,0.169976,0.169976,0.170935
44.93,0.168061,0.168061,0.169018
44.94,0.16615,0.16615,0.167106
44.95,0.164243,0.164243,0.165197
44.96,0.16234,0.16234,0.163292
44.97,0.160441,0.160441,0.161391
44.98,0.158545,0.158545,0.159493
44.99,0.156654,0.156654,0.1576
45.0,0.154766,0.154766,0.15571
45.01,0.152882,0.152882,0.153824
45.02,0.151002,0.151002,0.151942
45.03,0.149125,0.149125,0.150063
45.04,0.147253,0.147253,0.148189
45.05,0.145384,0.145384,0.146318
45.06,0.143519,0.143519,0.144452
45.07,0.141658,0.141658,0.142589
45.08,0.139801,0.139801,0.14073
45.09,0.137948,0.137948,0.138875
45.1,0.136099,0.136099,0.137024
45.11,0.134254,0.134254,0.135176
45.12,0.132412,0.132412,0.133333
45.13,0.130575,0.130575,0.131494
45.14,0.128741,0.128741,0.129658
45.15,0.126912,0.126912,0.127826
45.16,0.125086,0.125086,0.125999
45.17,0.123264,0.123264,0.124175
45.18,0.121446,0.121446,0.122355
45.19,0.119632,0.119632,0.120539
45.2,0.117822,0.117822,0.118727
45.21,0.116016,0.116016,0.116919
45.22,0.114214,0.114214,0.115115
45.23,0.112416,0.112416,0.113315
45.24,0.110622,0.110622,0.111519
45.25,0.108832,0.108832,0.109727
45.26,0.107046,0.107046,0.107939
45.27,0.105264,0.105264,0.106155
45.28,0.103486,0.103486,0.104375
45.29,0.101712,0.101712,0.102599
45.3,0.0999416,0.0999416,0.100827
45.31,0.0981755,0.0981755,0.0990586
45.32,0.0964135,0.0964135,0.0972945
45.33,0.0946555,0.0946555,0.0955345
45.34,0.0929015,0.0929015,0.0937785
45.35,0.0911515,0.0911515,0.0920265
45.36,0.0894056,0.0894056,0.0902785
45.37,0.0876637,0.0876637,0.0885346
45.38,0.0859259,0.0859259,0.0867948
45.39,0.0841921,0.0841921,0.085059
45.4,0.0824624,0.0824624,0.0833273
45.41,0.0807368,0.0807368,0.0815996
45.42,0.0790152,0.0790152,0.079876
45.43,0.0772977,0.0772977,0.0781565
45.44,0.0755843,0.0755843,0.076441
45.45,0.073875,0.073875,0.0747296
45.46,0.0721697,0.0721697,0.0730224
45.47,0.0704686,0.0704686,0.0713192
45.48,0.0687716,0.0687716,0.0696201
45.49,0.0670786,0.0670786,0.0679251
45.5,0.0653898,0.0653898,0.0662342
45.51,0.0637051,0.0637051,0.0645474
45.52,0.0620245,0.0620245,0.0628648
45.53,0.060348,0.060348,0.0611862
45.54,0.0586756,0.0586756,0.0595118
45.55,0.0570074,0.0570074,0.0578415
45.56,0.0553433,0.0553433,0.0561754
45.57,0.0536834,0.0536834,0.0545133
45.58,0.0520276,0.0520276,0.0528555
45.59,0.0503759,0.0503759,0.0512017
45.6,0.0487284,0.0487284,0.0495521
45.61,0.047085,0.047085,0.0479067
45.62,0.0454458,0.0454458,0.0462654
45.63,0.0438108,0.0438108,0.0446283
45.64,0.0421799,0.0421799,0.0429953
45.65,0.0405532,0.0405532,0.0413665
45.66,0.0389306,0.0389306,0.0397419
45.67,0.0373123,0.0373123,0.0381215
45.68,0.0356981,0.0356981,0.0365052
45.69,0.0340881,0.0340881,0.0348931
45.7,0.0324823,0.0324823,0.0332852
45.71,0.0308807,0.0308807,0.0316815
45.72,0.0292833,0.0292833,0.030082
45.73,0.02769,0.02769,0.0284867
45.74,0.026101,0.026101,0.0268955
45.75,0.0245162,0.0245162,0.0253086
45.76,0.0229356,0.0229356,0.0237259
45.77,0.0213592,0.0213592,0.0221474
45.78,0.019787,0.019787,0.0205731
45.79,0.018219,0.018219,0.019003
45.8,0.0166553,0.0166553,0.0174371
45.81,0.0150957,0.0150957,0.0158755
45.82,0.0135404,0.0135404,0.0143181
45.83,0.0119894,0.0119894,0.0127649
45.84,0.0104425,0.0104425,0.0112159
45.85,0.0088999,0.0088999,0.00967121
45.86,0.00736153,0.00736153,0.00813071
45.87,0.00582739,0.00582739,0.00659446
45.88,0.0042975,0.0042975,0.00506245
45.89,0.00277185,0.00277185,0.00353468
45.9,0.00125045,0.00125045,0.00201115
45.91,-0.000266695,-0.000266695,0.00049188
45.92,-0.00177959,-0.00177959,-0.00102314
45.93,-0.00328823,-0.00328823,-0.00253391
45.94,-0.00479262,-0.00479262,-0.00404043
45.95,-0.00629274,-0.00629274,-0.00554268
45.96,-0.00778861,-0.00778861,-0.00704068
45.97,-0.00928021,-0.00928021,-0.00853441
45.98,-0.0107675,-0.0107675,-0.0100239
45.99,-0.0122506,-0.0122506,-0.0115091
46.0,-0.0137294,-0.0137294,-0.01299
46.01,-0.0152039,-0.0152039,-0.0144667
46.02,-0.0166742,-0.0166742,-0.015939
46.03,-0.0181401,-0.0181401,-0.0174072
46.04,-0.0196018,-0.0196018,-0.018871
46.05,-0.0210592,-0.0210592,-0.0203305
46.06,-0.0225124,-0.0225124,-0.0217858
46.07,-0.0239612,-0.0239612,-0.0232368
46.08,-0.0254058,-0.0254058,-0.0246835
46.09,-0.0268461,-0.0268461,-0.0261259
46.1,-0.028282,-0.028282,-0.027564
46.11,-0.0297137,-0.0297137,-0.0289979
46.12,-0.0311411,-0.0311411,-0.0304274
46.13,-0.0325642,-0.0325642,-0.0318527
46.14,-0.0339831,-0.0339831,-0.0332736
46.15,-0.0353976,-0.0353976,-0.0346903
46.16,-0.0368078,-0.0368078,-0.0361027
46.17,-0.0382137,-0.0382137,-0.0375107
46.18,-0.0396153,-0.0396153,-0.0389145
46.19,-0.0410126,-0.0410126,-0.040314
46.2,-0.0424057,-0.0424057,-0.0417092
46.21,-0.0437944,-0.0437944,-0.0431
46.22,-0.0451788,-0.0451788,-0.0444866
46.23,-0.0465589,-0.0465589,-0.0458688
46.24,-0.0479347,-0.0479347,-0.0472468
46.25,-0.0493062,-0.0493062,-0.0486204
46.26,-0.0506734,-0.0506734,-0.0499898
46.27,-0.0520362,-0.0520362,-0.0513548
46.28,-0.0533948,-0.0533948,-0.0527155
46.29,-0.054749,-0.054749,-0.0540719
46.3,-0.056099,-0.056099,-0.055424
46.31,-0.0574446,-0.0574446,-0.0567718
46.32,-0.0587859,-0.0587859,-0.0581153
46.33,-0.0601229,-0.0601229,-0.0594544
46.34,-0.0614556,-0.0614556,-0.0607893
46.35,-0.062784,-0.062784,-0.0621198
46.36,-0.064108,-0.064108,-0.063446
46.37,-0.0654278,-0.0654278,-0.0647679
46.38,-0.0667432,-0.0667432,-0.0660855
46.39,-0.0680543,-0.0680543,-0.0673988
46.4,-0.0693611,-0.0693611,-0.0687077
46.41,-0.0706636,-0.0706636,-0.0700124
46.42,-0.0719618,-0.0719618,-0.0713127
46.43,-0.0732556,-0.0732556,-0.0726087
46.44,-0.0745451,-0.0745451,-0.0739004
46.45,-0.0758304,-0.0758304,-0.0751878
46.46,-0.0771113,-0.0771113,-0.0764708
46.47,-0.0783879,-0.0783879,-0.0777496
46.48,-0.0796601,-0.0796601,-0.079024
46.49,-0.0809281,-0.0809281,-0.0802941
46.5,-0.0821917,-0.0821917,-0.0815599
46.51,-0.083451,-0.083451,-0.0828214
46.52,-0.0847061,-0.0847061,-0.0840786
46.53,-0.0859568,-0.0859568,-0.0853314
46.54,-0.0872031,-0.0872031,-0.0865799
46.55,-0.0884452,-0.0884452,-0.0878242
46.56,-0.089683,-0.089683,-0.0890641
46.57,-0.0909164,-0.0909164,-0.0902997
46.58,-0.0921455,-0.0921455,-0.091531
46.59,-0.0933704,-0.0933704,-0.092758
46.6,-0.0945909,-0.0945909,-0.0939806
46.61,-0.0958071,-0.0958071,-0.095199
46.62,-0.097019,-0.097019,-0.096413
46.63,-0.0982266,-0.0982266,-0.0976228
46.64,-0.0994299,-0.0994299,-0.0988282
46.65,-0.100629,-0.100629,-0.100029
46.66,-0.101824,-0.101824,-0.101226
46.67,-0.103014,-0.103014,-0.102419
46.68,-0.1042,-0.1042,-0.103607
46.69,-0.105382,-0.105382,-0.104791
46.7,-0.106559,-0.106559,-0.10597
46.71,-0.107732,-0.107732,-0.107146
46.72,-0.108901,-0.108901,-0.108317
46.73,-0.110066,-0.110066,-0.109483
46.74,-0.111226,-0.111226,-0.110646
46.75,-0.112382,-0.112382,-0.111804
46.76,-0.113534,-0.113534,-0.112958
46.77,-0.114681,-0.114681,-0.114107
46.78,-0.115824,-0.115824,-0.115253
46.79,-0.116963,-0.116963,-0.116394
46.8,-0.118098,-0.118098,-0.11753
46.81,-0.119228,-0.119228,-0.118663
46.82,-0.120354,-0.120354,-0.119791
46.83,-0.121476,-0.121476,-0.120915
46.84,-0.122593,-0.122593,-0.122034
46.85,-0.123706,-0.123706,-0.12315
46.86,-0.124815,-0.124815,-0.12426
46.87,-0.12592,-0.12592,-0.125367
46.88,-0.12702,-0.12702,-0.12647
46.89,-0.128116,-0.128116,-0.127568
46.9,-0.129208,-0.129208,-0.128662
46.91,-0.130295,-0.130295,-0.129751
46.92,-0.131378,-0.131378,-0.130837
46.93,-0.132457,-0.132457,-0.131918
46.94,-0.133532,-0.133532,-0.132995
46.95,-0.134603,-0.134603,-0.134067
46.96,-0.135669,-0.135669,-0.135136
46.97,-0.136731,-0.136731,-0.1362
46.98,-0.137789,-0.137789,-0.13726
46.99,-0.138842,-0.138842,-0.138315
