dt,U_vN
14.01,-0.777689
14.02,-0.776685
14.03,-0.775685
14.04,-0.774686
14.05,-0.773691
14.06,-0.772698
14.07,-0.771708
14.08,-0.77072
14.09,-0.769736
14.1,-0.768754
14.11,-0.767774
14.12,-0.766798
14.13,-0.765824
14.14,-0.764852
14.15,-0.763884
14.16,-0.762918
14.17,-0.761955
14.18,-0.760995
14.19,-0.760038
14.2,-0.759083
14.21,-0.758131
14.22,-0.757182
14.23,-0.756236
14.24,-0.755292
14.25,-0.754351
14.26,-0.753413
14.27,-0.752478
14.28,-0.751546
14.29,-0.750616
14.3,-0.74969
14.31,-0.748766
14.32,-0.747845
14.33,-0.746927
14.34,-0.746011
14.35,-0.745099
14.36,-0.744189
14.37,-0.743282
14.38,-0.742378
14.39,-0.741477
14.4,-0.740579
14.41,-0.739684
14.42,-0.738792
14.43,-0.737902
14.44,-0.737015
14.45,-0.736132
14.46,-0.735251
14.47,-0.734373
14.48,-0.733498
14.49,-0.732626
14.5,-0.731757
14.51,-0.730891
14.52,-0.730028
14.53,-0.729167
14.54,-0.72831
14.55,-0.727455
14.56,-0.726604
14.57,-0.725755
14.58,-0.72491
14.59,-0.724067
14.6,-0.723228
14.61,-0.722391
14.62,-0.721557
14.63,-0.720727
14.64,-0.719899
14.65,-0.719074
14.66,-0.718253
14.67,-0.717434
14.68,-0.716618
14.69,-0.715806
14.7,-0.714996
14.71,-0.714189
14.72,-0.713386
14.73,-0.712585
14.74,-0.711787
14.75,-0.710993
14.76,-0.710201
14.77,-0.709413
14.78,-0.708627
14.79,-0.707845
14.8,-0.707066
14.81,-0.706289
14.82,-0.705516
14.83,-0.704746
14.84,-0.703979
14.85,-0.703215
14.86,-0.702454
14.87,-0.701696
14.88,-0.700941
14.89,-0.700189
14.9,-0.69944
14.91,-0.698695
14.92,-0.697952
14.93,-0.697212
14.94,-0.696476
14.95,-0.695743
14.96,-0.695013
14.97,-0.694285
14.98,-0.693561
14.99,-0.692841
15,-0.692123
15.01,-0.691408
15.02,-0.690696
15.03,-0.689988
15.04,-0.689283
15.05,-0.68858
15.06,-0.687881
15.07,-0.687185
15.08,-0.686492
15.09,-0.685803
15.1,-0.685116
15.11,-0.684432
15.12,-0.683752
15.13,-0.683075
15.14,-0.682401
15.15,-0.68173
15.16,-0.681062
15.17,-0.680397
15.18,-0.679736
15.19,-0.679077
15.2,-0.678422
15.21,-0.67777
15.22,-0.677121
15.23,-0.676475
15.24,-0.675832
15.25,-0.675193
15.26,-0.674557
15.27,-0.673923
15.28,-0.673293
15.29,-0.672666
15.3,-0.672043
15.31,-0.671422
15.32,-0.670805
15.33,-0.67019
15.34,-0.669579
15.35,-0.668971
15.36,-0.668367
15.37,-0.667765
15.38,-0.667166
15.39,-0.666571
15.4,-0.665979
15.41,-0.66539
15.42,-0.664804
15.43,-0.664222
15.44,-0.663642
15.45,-0.663066
15.46,-0.662493
15.47,-0.661923
15.48,-0.661356
15.49,-0.660792
15.5,-0.660232
15.51,-0.659675
15.52,-0.659121
15.53,-0.65857
15.54,-0.658022
15.55,-0.657477
15.56,-0.656936
15.57,-0.656398
15.58,-0.655863
15.59,-0.655331
15.6,-0.654802
15.61,-0.654277
15.62,-0.653754
15.63,-0.653235
15.64,-0.652719
15.65,-0.652206
15.66,-0.651696
15.67,-0.65119
15.68,-0.650686
15.69,-0.650186
15.7,-0.649689
15.71,-0.649195
15.72,-0.648704
15.73,-0.648217
15.74,-0.647732
15.75,-0.647251
15.76,-0.646773
15.77,-0.646298
15.78,-0.645826
15.79,-0.645358
15.8,-0.644892
15.81,-0.64443
15.82,-0.643971
15.83,-0.643515
15.84,-0.643062
15.85,-0.642612
15.86,-0.642166
15.87,-0.641722
15.88,-0.641282
15.89,-0.640845
15.9,-0.640411
15.91,-0.63998
15.92,-0.639552
15.93,-0.639128
15.94,-0.638706
15.95,-0.638288
15.96,-0.637873
15.97,-0.637461
15.98,-0.637052
15.99,-0.636646
16,-0.636243
16.01,-0.635844
16.02,-0.635447
16.03,-0.635054
16.04,-0.634664
16.05,-0.634277
16.06,-0.633893
16.07,-0.633512
16.08,-0.633134
16.09,-0.632759
16.1,-0.632388
16.11,-0.632019
16.12,-0.631654
16.13,-0.631292
16.14,-0.630932
16.15,-0.630576
16.16,-0.630223
16.17,-0.629873
16.18,-0.629526
16.19,-0.629183
16.2,-0.628842
16.21,-0.628504
16.22,-0.62817
16.23,-0.627838
16.24,-0.62751
16.25,-0.627184
16.26,-0.626862
16.27,-0.626542
16.28,-0.626226
16.29,-0.625913
16.3,-0.625603
16.31,-0.625296
16.32,-0.624991
16.33,-0.62469
16.34,-0.624392
16.35,-0.624097
16.36,-0.623805
16.37,-0.623516
16.38,-0.62323
16.39,-0.622947
16.4,-0.622667
16.41,-0.62239
16.42,-0.622116
16.43,-0.621845
16.44,-0.621577
16.45,-0.621312
16.46,-0.62105
16.47,-0.620791
16.48,-0.620535
16.49,-0.620282
16.5,-0.620032
16.51,-0.619785
16.52,-0.61954
16.53,-0.619299
16.54,-0.619061
16.55,-0.618825
16.56,-0.618593
16.57,-0.618363
16.58,-0.618137
16.59,-0.617913
16.6,-0.617692
16.61,-0.617475
16.62,-0.61726
16.63,-0.617048
16.64,-0.616838
16.65,-0.616632
16.66,-0.616429
16.67,-0.616228
16.68,-0.616031
16.69,-0.615836
16.7,-0.615644
16.71,-0.615455
16.72,-0.615269
16.73,-0.615086
16.74,-0.614906
16.75,-0.614728
16.76,-0.614553
16.77,-0.614381
16.78,-0.614212
16.79,-0.614046
16.8,-0.613883
16.81,-0.613722
16.82,-0.613564
16.83,-0.613409
16.84,-0.613257
16.85,-0.613108
16.86,-0.612961
16.87,-0.612817
16.88,-0.612676
16.89,-0.612538
16.9,-0.612402
16.91,-0.612269
16.92,-0.612139
16.93,-0.612012
16.94,-0.611887
16.95,-0.611765
16.96,-0.611646
16.97,-0.61153
16.98,-0.611416
16.99,-0.611305
17,-0.611197
17.01,-0.611091
17.02,-0.610988
17.03,-0.610888
17.04,-0.610791
17.05,-0.610696
17.06,-0.610603
17.07,-0.610514
17.08,-0.610427
17.09,-0.610343
17.1,-0.610261
17.11,-0.610182
17.12,-0.610105
17.13,-0.610032
17.14,-0.60996
17.15,-0.609892
17.16,-0.609826
17.17,-0.609762
17.18,-0.609702
17.19,-0.609643
17.2,-0.609588
17.21,-0.609535
17.22,-0.609484
17.23,-0.609436
17.24,-0.60939
17.25,-0.609347
17.26,-0.609307
17.27,-0.609269
17.28,-0.609234
17.29,-0.609201
17.3,-0.60917
17.31,-0.609142
17.32,-0.609117
17.33,-0.609094
17.34,-0.609073
17.35,-0.609055
17.36,-0.609039
17.37,-0.609026
17.38,-0.609015
17.39,-0.609007
17.4,-0.609001
17.41,-0.608997
17.42,-0.608996
17.43,-0.608998
17.44,-0.609001
17.45,-0.609007
17.46,-0.609016
17.47,-0.609026
17.48,-0.609039
17.49,-0.609055
17.5,-0.609073
17.51,-0.609093
17.52,-0.609115
17.53,-0.60914
17.54,-0.609167
17.55,-0.609196
17.56,-0.609228
17.57,-0.609262
17.58,-0.609298
17.59,-0.609336
17.6,-0.609377
17.61,-0.60942
17.62,-0.609465
17.63,-0.609513
17.64,-0.609562
17.65,-0.609614
17.66,-0.609668
17.67,-0.609724
17.68,-0.609783
17.69,-0.609843
17.7,-0.609906
17.71,-0.609971
17.72,-0.610038
17.73,-0.610107
17.74,-0.610178
17.75,-0.610252
17.76,-0.610327
17.77,-0.610405
17.78,-0.610484
17.79,-0.610566
17.8,-0.61065
17.81,-0.610736
17.82,-0.610824
17.83,-0.610914
17.84,-0.611006
17.85,-0.6111
17.86,-0.611197
17.87,-0.611295
17.88,-0.611395
17.89,-0.611497
17.9,-0.611601
17.91,-0.611707
17.92,-0.611815
17.93,-0.611925
17.94,-0.612037
17.95,-0.612151
17.96,-0.612267
17.97,-0.612385
17.98,-0.612504
17.99,-0.612626
18,-0.612749
18.01,-0.612874
18.02,-0.613001
18.03,-0.61313
18.04,-0.613261
18.05,-0.613394
18.06,-0.613528
18.07,-0.613665
18.08,-0.613803
18.09,-0.613943
18.1,-0.614084
18.11,-0.614228
18.12,-0.614373
18.13,-0.61452
18.14,-0.614669
18.15,-0.614819
18.16,-0.614972
18.17,-0.615125
18.18,-0.615281
18.19,-0.615438
18.2,-0.615597
18.21,-0.615758
18.22,-0.61592
18.23,-0.616084
18.24,-0.61625
18.25,-0.616417
18.26,-0.616586
18.27,-0.616756
18.28,-0.616928
18.29,-0.617102
18.3,-0.617277
18.31,-0.617454
18.32,-0.617632
18.33,-0.617812
18.34,-0.617994
18.35,-0.618177
18.36,-0.618361
18.37,-0.618547
18.38,-0.618735
18.39,-0.618923
18.4,-0.619114
18.41,-0.619306
18.42,-0.619499
18.43,-0.619694
18.44,-0.61989
18.45,-0.620087
18.46,-0.620286
18.47,-0.620487
18.48,-0.620689
18.49,-0.620892
18.5,-0.621096
18.51,-0.621302
18.52,-0.621509
18.53,-0.621718
18.54,-0.621927
18.55,-0.622138
18.56,-0.622351
18.57,-0.622564
18.58,-0.622779
18.59,-0.622995
18.6,-0.623213
18.61,-0.623432
18.62,-0.623651
18.63,-0.623873
18.64,-0.624095
18.65,-0.624318
18.66,-0.624543
18.67,-0.624769
18.68,-0.624996
18.69,-0.625224
18.7,-0.625453
18.71,-0.625683
18.72,-0.625915
18.73,-0.626147
18.74,-0.626381
18.75,-0.626616
18.76,-0.626851
18.77,-0.627088
18.78,-0.627326
18.79,-0.627565
18.8,-0.627805
18.81,-0.628046
18.82,-0.628287
18.83,-0.62853
18.84,-0.628774
18.85,-0.629019
18.86,-0.629264
18.87,-0.629511
18.88,-0.629758
18.89,-0.630007
18.9,-0.630256
18.91,-0.630506
18.92,-0.630757
18.93,-0.631009
18.94,-0.631262
18.95,-0.631516
18.96,-0.63177
18.97,-0.632025
18.98,-0.632281
18.99,-0.632538
19,-0.632796
19.01,-0.633054
19.02,-0.633313
19.03,-0.633573
19.04,-0.633833
19.05,-0.634094
19.06,-0.634356
19.07,-0.634619
19.08,-0.634882
19.09,-0.635146
19.1,-0.635411
19.11,-0.635676
19.12,-0.635942
19.13,-0.636208
19.14,-0.636475
19.15,-0.636743
19.16,-0.637011
19.17,-0.637279
19.18,-0.637549
19.19,-0.637818
19.2,-0.638089
19.21,-0.63836
19.22,-0.638631
19.23,-0.638903
19.24,-0.639175
19.25,-0.639448
19.26,-0.639721
19.27,-0.639994
19.28,-0.640268
19.29,-0.640543
19.3,-0.640818
19.31,-0.641093
19.32,-0.641368
19.33,-0.641644
19.34,-0.641921
19.35,-0.642197
19.36,-0.642474
19.37,-0.642751
19.38,-0.643029
19.39,-0.643307
19.4,-0.643585
19.41,-0.643863
19.42,-0.644141
19.43,-0.64442
19.44,-0.644699
19.45,-0.644978
19.46,-0.645258
19.47,-0.645537
19.48,-0.645817
19.49,-0.646097
19.5,-0.646377
19.51,-0.646657
19.52,-0.646937
19.53,-0.647217
19.54,-0.647497
19.55,-0.647778
19.56,-0.648058
19.57,-0.648339
19.58,-0.648619
19.59,-0.6489
19.6,-0.649181
19.61,-0.649461
19.62,-0.649742
19.63,-0.650022
19.64,-0.650303
19.65,-0.650583
19.66,-0.650863
19.67,-0.651144
19.68,-0.651424
19.69,-0.651704
19.7,-0.651984
19.71,-0.652263
19.72,-0.652543
19.73,-0.652822
19.74,-0.653102
19.75,-0.653381
19.76,-0.65366
19.77,-0.653938
19.78,-0.654217
19.79,-0.654495
19.8,-0.654773
19.81,-0.65505
19.82,-0.655328
19.83,-0.655605
19.84,-0.655881
19.85,-0.656158
19.86,-0.656434
19.87,-0.656709
19.88,-0.656985
19.89,-0.65726
19.9,-0.657534
19.91,-0.657808
19.92,-0.658082
19.93,-0.658355
19.94,-0.658628
19.95,-0.6589
19.96,-0.659172
19.97,-0.659444
19.98,-0.659715
19.99,-0.659985
20,-0.660255
20.01,-0.660524
20.02,-0.660793
20.03,-0.661061
20.04,-0.661329
20.05,-0.661596
20.06,-0.661862
20.07,-0.662128
20.08,-0.662393
20.09,-0.662657
20.1,-0.662921
20.11,-0.663184
20.12,-0.663447
20.13,-0.663709
20.14,-0.66397
20.15,-0.66423
20.16,-0.66449
20.17,-0.664748
20.18,-0.665006
20.19,-0.665264
20.2,-0.66552
20.21,-0.665776
20.22,-0.666031
20.23,-0.666285
20.24,-0.666538
20.25,-0.66679
20.26,-0.667041
20.27,-0.667292
20.28,-0.667541
20.29,-0.66779
20.3,-0.668038
20.31,-0.668285
20.32,-0.66853
20.33,-0.668775
20.34,-0.669019
20.35,-0.669262
20.36,-0.669504
20.37,-0.669745
20.38,-0.669985
20.39,-0.670223
20.4,-0.670461
20.41,-0.670698
20.42,-0.670933
20.43,-0.671167
20.44,-0.671401
20.45,-0.671633
20.46,-0.671864
20.47,-0.672094
20.48,-0.672322
20.49,-0.67255
20.5,-0.672776
20.51,-0.673001
20.52,-0.673225
20.53,-0.673447
20.54,-0.673669
20.55,-0.673889
20.56,-0.674108
20.57,-0.674325
20.58,-0.674541
20.59,-0.674756
20.6,-0.674969
20.61,-0.675182
20.62,-0.675392
20.63,-0.675602
20.64,-0.67581
20.65,-0.676016
20.66,-0.676222
20.67,-0.676425
20.68,-0.676628
20.69,-0.676829
20.7,-0.677028
20.71,-0.677226
20.72,-0.677422
20.73,-0.677617
20.74,-0.67781
20.75,-0.678002
20.76,-0.678193
20.77,-0.678381
20.78,-0.678568
20.79,-0.678754
20.8,-0.678938
20.81,-0.67912
20.82,-0.679301
20.83,-0.67948
20.84,-0.679657
20.85,-0.679833
20.86,-0.680007
20.87,-0.68018
20.88,-0.68035
20.89,-0.680519
20.9,-0.680686
20.91,-0.680852
20.92,-0.681015
20.93,-0.681177
20.94,-0.681337
20.95,-0.681496
20.96,-0.681652
20.97,-0.681807
20.98,-0.68196
20.99,-0.682111
21,-0.68226
21.01,-0.682407
21.02,-0.682552
21.03,-0.682696
21.04,-0.682837
21.05,-0.682977
21.06,-0.683114
21.07,-0.68325
21.08,-0.683383
21.09,-0.683515
21.1,-0.683645
21.11,-0.683772
21.12,-0.683898
21.13,-0.684022
21.14,-0.684143
21.15,-0.684263
21.16,-0.68438
21.17,-0.684496
21.18,-0.684609
21.19,-0.68472
21.2,-0.684829
21.21,-0.684936
21.22,-0.68504
21.23,-0.685143
21.24,-0.685243
21.25,-0.685341
21.26,-0.685437
21.27,-0.685531
21.28,-0.685622
21.29,-0.685712
21.3,-0.685799
21.31,-0.685883
21.32,-0.685966
21.33,-0.686046
21.34,-0.686124
21.35,-0.686199
21.36,-0.686272
21.37,-0.686343
21.38,-0.686412
21.39,-0.686478
21.4,-0.686542
21.41,-0.686603
21.42,-0.686662
21.43,-0.686718
21.44,-0.686772
21.45,-0.686824
21.46,-0.686873
21.47,-0.68692
21.48,-0.686964
21.49,-0.687006
21.5,-0.687045
21.51,-0.687081
21.52,-0.687116
21.53,-0.687147
21.54,-0.687176
21.55,-0.687203
21.56,-0.687226
21.57,-0.687248
21.58,-0.687266
21.59,-0.687282
21.6,-0.687296
21.61,-0.687307
21.62,-0.687315
21.63,-0.68732
21.64,-0.687323
21.65,-0.687323
21.66,-0.68732
21.67,-0.687315
21.68,-0.687307
21.69,-0.687296
21.7,-0.687283
21.71,-0.687266
21.72,-0.687247
21.73,-0.687225
21.74,-0.6872
21.75,-0.687173
21.76,-0.687142
21.77,-0.687109
21.78,-0.687073
21.79,-0.687034
21.8,-0.686993
21.81,-0.686948
21.82,-0.6869
21.83,-0.68685
21.84,-0.686796
21.85,-0.68674
21.86,-0.686681
21.87,-0.686619
21.88,-0.686553
21.89,-0.686485
21.9,-0.686414
21.91,-0.68634
21.92,-0.686263
21.93,-0.686182
21.94,-0.686099
21.95,-0.686013
21.96,-0.685923
21.97,-0.685831
21.98,-0.685736
21.99,-0.685637
22,-0.685535
22.01,-0.68543
22.02,-0.685322
22.03,-0.685211
22.04,-0.685097
22.05,-0.68498
22.06,-0.684859
22.07,-0.684735
22.08,-0.684608
22.09,-0.684478
22.1,-0.684345
22.11,-0.684208
22.12,-0.684068
22.13,-0.683925
22.14,-0.683778
22.15,-0.683629
22.16,-0.683476
22.17,-0.68332
22.18,-0.68316
22.19,-0.682997
22.2,-0.682831
22.21,-0.682661
22.22,-0.682488
22.23,-0.682312
22.24,-0.682133
22.25,-0.681949
22.26,-0.681763
22.27,-0.681573
22.28,-0.68138
22.29,-0.681183
22.3,-0.680983
22.31,-0.68078
22.32,-0.680573
22.33,-0.680362
22.34,-0.680148
22.35,-0.679931
22.36,-0.67971
22.37,-0.679485
22.38,-0.679257
22.39,-0.679026
22.4,-0.678791
22.41,-0.678552
22.42,-0.67831
22.43,-0.678064
22.44,-0.677815
22.45,-0.677562
22.46,-0.677305
22.47,-0.677045
22.48,-0.676781
22.49,-0.676514
22.5,-0.676243
22.51,-0.675968
22.52,-0.67569
22.53,-0.675408
22.54,-0.675122
22.55,-0.674833
22.56,-0.67454
22.57,-0.674243
22.58,-0.673942
22.59,-0.673638
22.6,-0.67333
22.61,-0.673018
22.62,-0.672702
22.63,-0.672383
22.64,-0.67206
22.65,-0.671733
22.66,-0.671402
22.67,-0.671068
22.68,-0.670729
22.69,-0.670387
22.7,-0.670041
22.71,-0.669691
22.72,-0.669338
22.73,-0.66898
22.74,-0.668619
22.75,-0.668253
22.76,-0.667884
22.77,-0.667511
22.78,-0.667134
22.79,-0.666753
22.8,-0.666368
22.81,-0.665979
22.82,-0.665586
22.83,-0.66519
22.84,-0.664789
22.85,-0.664384
22.86,-0.663975
22.87,-0.663563
22.88,-0.663146
22.89,-0.662725
22.9,-0.662301
22.91,-0.661872
22.92,-0.661439
22.93,-0.661002
22.94,-0.660561
22.95,-0.660116
22.96,-0.659667
22.97,-0.659214
22.98,-0.658757
22.99,-0.658296
23,-0.65783
23.01,-0.657361
23.02,-0.656887
23.03,-0.656409
23.04,-0.655927
23.05,-0.655441
23.06,-0.654951
23.07,-0.654456
23.08,-0.653958
23.09,-0.653455
23.1,-0.652948
23.11,-0.652437
23.12,-0.651922
23.13,-0.651402
23.14,-0.650878
23.15,-0.65035
23.16,-0.649818
23.17,-0.649282
23.18,-0.648741
23.19,-0.648196
23.2,-0.647646
23.21,-0.647093
23.22,-0.646535
23.23,-0.645973
23.24,-0.645406
23.25,-0.644836
23.26,-0.644261
23.27,-0.643681
23.28,-0.643098
23.29,-0.64251
23.3,-0.641917
23.31,-0.64132
23.32,-0.640719
23.33,-0.640114
23.34,-0.639504
23.35,-0.63889
23.36,-0.638271
23.37,-0.637648
23.38,-0.637021
23.39,-0.636389
23.4,-0.635753
23.41,-0.635112
23.42,-0.634467
23.43,-0.633818
23.44,-0.633164
23.45,-0.632505
23.46,-0.631843
23.47,-0.631175
23.48,-0.630503
23.49,-0.629827
23.5,-0.629146
23.51,-0.628461
23.52,-0.627772
23.53,-0.627077
23.54,-0.626379
23.55,-0.625675
23.56,-0.624968
23.57,-0.624255
23.58,-0.623539
23.59,-0.622817
23.6,-0.622091
23.61,-0.621361
23.62,-0.620626
23.63,-0.619886
23.64,-0.619142
23.65,-0.618393
23.66,-0.61764
23.67,-0.616882
23.68,-0.61612
23.69,-0.615353
23.7,-0.614581
23.71,-0.613805
23.72,-0.613024
23.73,-0.612238
23.74,-0.611448
23.75,-0.610653
23.76,-0.609854
23.77,-0.60905
23.78,-0.608241
23.79,-0.607428
23.8,-0.60661
23.81,-0.605787
23.82,-0.60496
23.83,-0.604128
23.84,-0.603291
23.85,-0.60245
23.86,-0.601604
23.87,-0.600753
23.88,-0.599897
23.89,-0.599037
23.9,-0.598172
23.91,-0.597303
23.92,-0.596428
23.93,-0.595549
23.94,-0.594666
23.95,-0.593777
23.96,-0.592884
23.97,-0.591986
23.98,-0.591083
23.99,-0.590176
24,-0.589263
24.01,-0.588346
24.02,-0.587425
24.03,-0.586498
24.04,-0.585567
24.05,-0.584631
24.06,-0.58369
24.07,-0.582744
24.08,-0.581794
24.09,-0.580839
24.1,-0.579878
24.11,-0.578914
24.12,-0.577944
24.13,-0.57697
24.14,-0.57599
24.15,-0.575006
24.16,-0.574017
24.17,-0.573024
24.18,-0.572025
24.19,-0.571022
24.2,-0.570013
24.21,-0.569
24.22,-0.567982
24.23,-0.56696
24.24,-0.565932
24.25,-0.5649
24.26,-0.563862
24.27,-0.56282
24.28,-0.561773
24.29,-0.560721
24.3,-0.559664
24.31,-0.558603
24.32,-0.557536
24.33,-0.556465
24.34,-0.555389
24.35,-0.554307
24.36,-0.553221
24.37,-0.55213
24.38,-0.551035
24.39,-0.549934
24.4,-0.548828
24.41,-0.547718
24.42,-0.546602
24.43,-0.545482
24.44,-0.544357
24.45,-0.543227
24.46,-0.542092
24.47,-0.540952
24.48,-0.539807
24.49,-0.538657
24.5,-0.537502
24.51,-0.536343
24.52,-0.535178
24.53,-0.534009
24.54,-0.532834
24.55,-0.531655
24.56,-0.53047
24.57,-0.529281
24.58,-0.528087
24.59,-0.526888
24.6,-0.525684
24.61,-0.524475
24.62,-0.523261
24.63,-0.522042
24.64,-0.520818
24.65,-0.51959
24.66,-0.518356
24.67,-0.517117
24.68,-0.515873
24.69,-0.514625
24.7,-0.513371
24.71,-0.512113
24.72,-0.510849
24.73,-0.509581
24.74,-0.508308
24.75,-0.507029
24.76,-0.505746
24.77,-0.504458
24.78,-0.503165
24.79,-0.501866
24.8,-0.500563
24.81,-0.499255
24.82,-0.497942
24.83,-0.496624
24.84,-0.495301
24.85,-0.493973
24.86,-0.49264
24.87,-0.491302
24.88,-0.489959
24.89,-0.488611
24.9,-0.487259
24.91,-0.485901
24.92,-0.484538
24.93,-0.48317
24.94,-0.481798
24.95,-0.48042
24.96,-0.479037
24.97,-0.47765
24.98,-0.476257
24.99,-0.474859
25,-0.473457
25.01,-0.472049
25.02,-0.470637
25.03,-0.46922
25.04,-0.467797
25.05,-0.46637
25.06,-0.464937
25.07,-0.4635
25.08,-0.462058
25.09,-0.460611
25.1,-0.459158
25.11,-0.457701
25.12,-0.456239
25.13,-0.454772
25.14,-0.4533
25.15,-0.451823
25.16,-0.450341
25.17,-0.448854
25.18,-0.447362
25.19,-0.445865
25.2,-0.444363
25.21,-0.442856
25.22,-0.441345
25.23,-0.439828
25.24,-0.438306
25.25,-0.43678
25.26,-0.435248
25.27,-0.433712
25.28,-0.43217
25.29,-0.430624
25.3,-0.429072
25.31,-0.427516
25.32,-0.425955
25.33,-0.424389
25.34,-0.422818
25.35,-0.421242
25.36,-0.419661
25.37,-0.418075
25.38,-0.416484
25.39,-0.414888
25.4,-0.413288
25.41,-0.411682
25.42,-0.410071
25.43,-0.408456
25.44,-0.406836
25.45,-0.40521
25.46,-0.40358
25.47,-0.401945
25.48,-0.400305
25.49,-0.39866
25.5,-0.397011
25.51,-0.395356
25.52,-0.393696
25.53,-0.392032
25.54,-0.390362
25.55,-0.388688
25.56,-0.387009
25.57,-0.385325
25.58,-0.383636
25.59,-0.381942
25.6,-0.380244
25.61,-0.37854
25.62,-0.376832
25.63,-0.375119
25.64,-0.373401
25.65,-0.371678
25.66,-0.36995
25.67,-0.368217
25.68,-0.36648
25.69,-0.364737
25.7,-0.36299
25.71,-0.361238
25.72,-0.359481
25.73,-0.35772
25.74,-0.355953
25.75,-0.354182
25.76,-0.352406
25.77,-0.350625
25.78,-0.348839
25.79,-0.347048
25.8,-0.345253
25.81,-0.343453
25.82,-0.341648
25.83,-0.339838
25.84,-0.338024
25.85,-0.336204
25.86,-0.33438
25.87,-0.332551
25.88,-0.330718
25.89,-0.328879
25.9,-0.327036
25.91,-0.325188
25.92,-0.323336
25.93,-0.321478
25.94,-0.319616
25.95,-0.317749
25.96,-0.315878
25.97,-0.314001
25.98,-0.31212
25.99,-0.310235
26,-0.308344
26.01,-0.306449
26.02,-0.304549
26.03,-0.302645
26.04,-0.300735
26.05,-0.298821
26.06,-0.296903
26.07,-0.294979
26.08,-0.293052
26.09,-0.291119
26.1,-0.289182
26.11,-0.28724
26.12,-0.285293
26.13,-0.283342
26.14,-0.281386
26.15,-0.279426
26.16,-0.27746
26.17,-0.275491
26.18,-0.273516
26.19,-0.271537
26.2,-0.269554
26.21,-0.267566
26.22,-0.265573
26.23,-0.263576
26.24,-0.261574
26.25,-0.259567
26.26,-0.257556
26.27,-0.255541
26.28,-0.253521
26.29,-0.251496
26.3,-0.249467
26.31,-0.247433
26.32,-0.245395
26.33,-0.243352
26.34,-0.241305
26.35,-0.239253
26.36,-0.237197
26.37,-0.235136
26.38,-0.233071
26.39,-0.231001
26.4,-0.228927
26.41,-0.226848
26.42,-0.224765
26.43,-0.222677
26.44,-0.220585
26.45,-0.218489
26.46,-0.216388
26.47,-0.214282
26.48,-0.212172
26.49,-0.210058
26.5,-0.20794
26.51,-0.205817
26.52,-0.203689
26.53,-0.201558
26.54,-0.199422
26.55,-0.197281
26.56,-0.195136
26.57,-0.192987
26.58,-0.190834
26.59,-0.188676
26.6,-0.186514
26.61,-0.184347
26.62,-0.182176
26.63,-0.180001
26.64,-0.177822
26.65,-0.175638
26.66,-0.17345
26.67,-0.171258
26.68,-0.169062
26.69,-0.166861
26.7,-0.164656
26.71,-0.162447
26.72,-0.160233
26.73,-0.158016
26.74,-0.155794
26.75,-0.153568
26.76,-0.151337
26.77,-0.149103
26.78,-0.146864
26.79,-0.144621
26.8,-0.142374
26.81,-0.140123
26.82,-0.137868
26.83,-0.135609
26.84,-0.133345
26.85,-0.131077
26.86,-0.128806
26.87,-0.12653
26.88,-0.12425
26.89,-0.121966
26.9,-0.119678
26.91,-0.117386
26.92,-0.115089
26.93,-0.112789
26.94,-0.110485
26.95,-0.108177
26.96,-0.105864
26.97,-0.103548
26.98,-0.101228
26.99,-0.0989034
27,-0.0965751
27.01,-0.0942428
27.02,-0.0919066
27.03,-0.0895664
27.04,-0.0872223
27.05,-0.0848743
27.06,-0.0825223
27.07,-0.0801665
27.08,-0.0778067
27.09,-0.075443
27.1,-0.0730755
27.11,-0.0707041
27.12,-0.0683288
27.13,-0.0659497
27.14,-0.0635668
27.15,-0.06118
27.16,-0.0587894
27.17,-0.056395
27.18,-0.0539967
27.19,-0.0515947
27.2,-0.049189
27.21,-0.0467794
27.22,-0.0443661
27.23,-0.041949
27.24,-0.0395283
27.25,-0.0371037
27.26,-0.0346755
27.27,-0.0322436
27.28,-0.0298079
27.29,-0.0273686
27.3,-0.0249256
27.31,-0.022479
27.32,-0.0200287
27.33,-0.0175748
27.34,-0.0151172
27.35,-0.012656
27.36,-0.0101912
27.37,-0.00772284
27.38,-0.00525086
27.39,-0.00277532
27.4,-0.000296212
27.41,0.00218645
27.42,0.00467264
27.43,0.00716237
27.44,0.00965562
27.45,0.0121524
27.46,0.0146526
27.47,0.0171563
27.48,0.0196635
27.49,0.0221742
27.5,0.0246883
27.51,0.0272058
27.52,0.0297268
27.53,0.0322512
27.54,0.034779
27.55,0.0373102
27.56,0.0398447
27.57,0.0423826
27.58,0.0449239
27.59,0.0474685
27.6,0.0500165
27.61,0.0525677
27.62,0.0551223
27.63,0.0576802
27.64,0.0602413
27.65,0.0628057
27.66,0.0653734
27.67,0.0679443
27.68,0.0705185
27.69,0.0730959
27.7,0.0756764
27.71,0.0782602
27.72,0.0808472
27.73,0.0834373
27.74,0.0860306
27.75,0.0886271
27.76,0.0912266
27.77,0.0938293
27.78,0.0964352
27.79,0.0990441
27.8,0.101656
27.81,0.104271
27.82,0.106889
27.83,0.10951
27.84,0.112135
27.85,0.114762
27.86,0.117392
27.87,0.120025
27.88,0.122661
27.89,0.125301
27.9,0.127943
27.91,0.130588
27.92,0.133236
27.93,0.135887
27.94,0.13854
27.95,0.141197
27.96,0.143857
27.97,0.146519
27.98,0.149184
27.99,0.151853
28,0.154524
