dt,U_vN
76.92,1.0296
76.93,1.03093
76.94,1.03226
76.95,1.03358
76.96,1.0349
76.97,1.03621
76.98,1.03751
76.99,1.03881
77,1.0401
77.01,1.04139
77.02,1.04267
77.03,1.04394
77.04,1.04521
77.05,1.04647
77.06,1.04773
77.07,1.04898
77.08,1.05023
77.09,1.05146
77.1,1.0527
77.11,1.05392
77.12,1.05515
77.13,1.05636
77.14,1.05757
77.15,1.05877
77.16,1.05997
77.17,1.06116
77.18,1.06235
77.19,1.06353
77.2,1.0647
77.21,1.06587
77.22,1.06703
77.23,1.06819
77.24,1.06934
77.25,1.07049
77.26,1.07163
77.27,1.07276
77.28,1.07389
77.29,1.07501
77.3,1.07612
77.31,1.07723
77.32,1.07833
77.33,1.07943
77.34,1.08052
77.35,1.08161
77.36,1.08269
77.37,1.08376
77.38,1.08483
77.39,1.08589
77.4,1.08695
77.41,1.088
77.42,1.08905
77.43,1.09009
77.44,1.09112
77.45,1.09215
77.46,1.09317
77.47,1.09418
77.48,1.09519
77.49,1.0962
77.5,1.09719
77.51,1.09819
77.52,1.09917
77.53,1.10015
77.54,1.10113
77.55,1.1021
77.56,1.10306
77.57,1.10402
77.58,1.10497
77.59,1.10591
77.6,1.10685
77.61,1.10779
77.62,1.10872
77.63,1.10964
77.64,1.11055
77.65,1.11146
77.66,1.11237
77.67,1.11327
77.68,1.11416
77.69,1.11505
77.7,1.11593
77.71,1.11681
77.72,1.11768
77.73,1.11854
77.74,1.1194
77.75,1.12025
77.76,1.1211
77.77,1.12194
77.78,1.12278
77.79,1.12361
77.8,1.12443
77.81,1.12525
77.82,1.12606
77.83,1.12687
77.84,1.12767
77.85,1.12846
77.86,1.12925
77.87,1.13004
77.88,1.13081
77.89,1.13159
77.9,1.13235
77.91,1.13311
77.92,1.13387
77.93,1.13462
77.94,1.13536
77.95,1.1361
77.96,1.13683
77.97,1.13756
77.98,1.13828
77.99,1.139
78,1.1397
78.01,1.14041
78.02,1.14111
78.03,1.1418
78.04,1.14249
78.05,1.14317
78.06,1.14384
78.07,1.14451
78.08,1.14518
78.09,1.14584
78.1,1.14649
78.11,1.14714
78.12,1.14778
78.13,1.14842
78.14,1.14905
78.15,1.14967
78.16,1.15029
78.17,1.1509
78.18,1.15151
78.19,1.15212
78.2,1.15271
78.21,1.1533
78.22,1.15389
78.23,1.15447
78.24,1.15505
78.25,1.15562
78.26,1.15618
78.27,1.15674
78.28,1.15729
78.29,1.15784
78.3,1.15838
78.31,1.15892
78.32,1.15945
78.33,1.15997
78.34,1.16049
78.35,1.16101
78.36,1.16151
78.37,1.16202
78.38,1.16252
78.39,1.16301
78.4,1.16349
78.41,1.16398
78.42,1.16445
78.43,1.16492
78.44,1.16539
78.45,1.16585
78.46,1.1663
78.47,1.16675
78.48,1.16719
78.49,1.16763
78.5,1.16806
78.51,1.16849
78.52,1.16891
78.53,1.16933
78.54,1.16974
78.55,1.17015
78.56,1.17055
78.57,1.17094
78.58,1.17133
78.59,1.17172
78.6,1.1721
78.61,1.17247
78.62,1.17284
78.63,1.1732
78.64,1.17356
78.65,1.17391
78.66,1.17426
78.67,1.1746
78.68,1.17494
78.69,1.17527
78.7,1.1756
78.71,1.17592
78.72,1.17624
78.73,1.17655
78.74,1.17685
78.75,1.17715
78.76,1.17745
78.77,1.17774
78.78,1.17802
78.79,1.1783
78.8,1.17858
78.81,1.17884
78.82,1.17911
78.83,1.17937
78.84,1.17962
78.85,1.17987
78.86,1.18011
78.87,1.18035
78.88,1.18059
78.89,1.18081
78.9,1.18104
78.91,1.18125
78.92,1.18147
78.93,1.18168
78.94,1.18188
78.95,1.18208
78.96,1.18227
78.97,1.18246
78.98,1.18264
78.99,1.18282
79,1.18299
79.01,1.18316
79.02,1.18332
79.03,1.18348
79.04,1.18363
79.05,1.18378
79.06,1.18392
79.07,1.18406
79.08,1.18419
79.09,1.18432
79.1,1.18444
79.11,1.18456
79.12,1.18468
79.13,1.18478
79.14,1.18489
79.15,1.18499
79.16,1.18508
79.17,1.18517
79.18,1.18525
79.19,1.18533
79.2,1.18541
79.21,1.18548
79.22,1.18554
79.23,1.1856
79.24,1.18566
79.25,1.18571
79.26,1.18576
79.27,1.1858
79.28,1.18583
79.29,1.18587
79.3,1.18589
79.31,1.18591
79.32,1.18593
79.33,1.18595
79.34,1.18595
79.35,1.18596
79.36,1.18596
79.37,1.18595
79.38,1.18594
79.39,1.18592
79.4,1.18591
79.41,1.18588
79.42,1.18585
79.43,1.18582
79.44,1.18578
79.45,1.18574
79.46,1.18569
79.47,1.18564
79.48,1.18558
79.49,1.18552
79.5,1.18546
79.51,1.18539
79.52,1.18531
79.53,1.18523
79.54,1.18515
79.55,1.18506
79.56,1.18497
79.57,1.18487
79.58,1.18477
79.59,1.18467
79.6,1.18456
79.61,1.18444
79.62,1.18432
79.63,1.1842
79.64,1.18407
79.65,1.18394
79.66,1.18381
79.67,1.18367
79.68,1.18352
79.69,1.18337
79.7,1.18322
79.71,1.18306
79.72,1.1829
79.73,1.18273
79.74,1.18256
79.75,1.18239
79.76,1.18221
79.77,1.18202
79.78,1.18184
79.79,1.18165
79.8,1.18145
79.81,1.18125
79.82,1.18105
79.83,1.18084
79.84,1.18062
79.85,1.18041
79.86,1.18019
79.87,1.17996
79.88,1.17973
79.89,1.1795
79.9,1.17926
79.91,1.17902
79.92,1.17878
79.93,1.17853
79.94,1.17827
79.95,1.17802
79.96,1.17776
79.97,1.17749
79.98,1.17722
79.99,1.17695
80,1.17667
