dt,U_aN
70.61,0.313876
70.62,0.314088
70.63,0.314297
70.64,0.314505
70.65,0.314711
70.66,0.314915
70.67,0.315117
70.68,0.315318
70.69,0.315517
70.7,0.315714
70.71,0.315909
70.72,0.316102
70.73,0.316294
70.74,0.316484
70.75,0.316672
70.76,0.316858
70.77,0.317043
70.78,0.317225
70.79,0.317406
70.8,0.317585
70.81,0.317762
70.82,0.317938
70.83,0.318111
70.84,0.318283
70.85,0.318453
70.86,0.318621
70.87,0.318788
70.88,0.318952
70.89,0.319115
70.9,0.319276
70.91,0.319435
70.92,0.319593
70.93,0.319748
70.94,0.319902
70.95,0.320054
70.96,0.320204
70.97,0.320352
70.98,0.320499
70.99,0.320643
71,0.320786
71.01,0.320927
71.02,0.321066
71.03,0.321203
71.04,0.321339
71.05,0.321473
71.06,0.321604
71.07,0.321735
71.08,0.321863
71.09,0.321989
71.1,0.322114
71.11,0.322236
71.12,0.322357
71.13,0.322476
71.14,0.322594
71.15,0.322709
71.16,0.322823
71.17,0.322934
71.18,0.323044
71.19,0.323152
71.2,0.323259
71.21,0.323363
71.22,0.323466
71.23,0.323567
71.24,0.323665
71.25,0.323763
71.26,0.323858
71.27,0.323951
71.28,0.324043
71.29,0.324133
71.3,0.32422
71.31,0.324307
71.32,0.324391
71.33,0.324473
71.34,0.324554
71.35,0.324633
71.36,0.324709
71.37,0.324784
71.38,0.324858
71.39,0.324929
71.4,0.324999
71.41,0.325066
71.42,0.325132
71.43,0.325196
71.44,0.325258
71.45,0.325319
71.46,0.325377
71.47,0.325434
71.48,0.325489
71.49,0.325542
71.5,0.325593
71.51,0.325642
71.52,0.32569
71.53,0.325735
71.54,0.325779
71.55,0.325821
71.56,0.325861
71.57,0.3259
71.58,0.325936
71.59,0.325971
71.6,0.326003
71.61,0.326034
71.62,0.326064
71.63,0.326091
71.64,0.326116
71.65,0.32614
71.66,0.326162
71.67,0.326181
71.68,0.3262
71.69,0.326216
71.7,0.32623
71.71,0.326243
71.72,0.326254
71.73,0.326262
71.74,0.326269
71.75,0.326275
71.76,0.326278
71.77,0.32628
71.78,0.326279
71.79,0.326277
71.8,0.326273
71.81,0.326268
71.82,0.32626
71.83,0.326251
71.84,0.326239
71.85,0.326226
71.86,0.326211
71.87,0.326195
71.88,0.326176
71.89,0.326156
71.9,0.326134
71.91,0.326109
71.92,0.326084
71.93,0.326056
71.94,0.326026
71.95,0.325995
71.96,0.325962
71.97,0.325927
71.98,0.32589
71.99,0.325852
72,0.325811
72.01,0.325769
72.02,0.325725
72.03,0.325679
72.04,0.325631
72.05,0.325582
72.06,0.32553
72.07,0.325477
72.08,0.325422
72.09,0.325365
72.1,0.325307
72.11,0.325246
72.12,0.325184
72.13,0.32512
72.14,0.325054
72.15,0.324987
72.16,0.324917
72.17,0.324846
72.18,0.324773
72.19,0.324698
72.2,0.324622
72.21,0.324543
72.22,0.324463
72.23,0.324381
72.24,0.324297
72.25,0.324211
72.26,0.324124
72.27,0.324035
72.28,0.323944
72.29,0.323851
72.3,0.323756
72.31,0.32366
72.32,0.323562
72.33,0.323462
72.34,0.32336
72.35,0.323257
72.36,0.323151
72.37,0.323044
72.38,0.322936
72.39,0.322825
72.4,0.322713
72.41,0.322598
72.42,0.322482
72.43,0.322365
72.44,0.322245
72.45,0.322124
72.46,0.322001
72.47,0.321876
72.48,0.32175
72.49,0.321621
72.5,0.321491
72.51,0.321359
72.52,0.321226
72.53,0.32109
72.54,0.320953
72.55,0.320814
72.56,0.320674
72.57,0.320531
72.58,0.320387
72.59,0.320241
72.6,0.320094
72.61,0.319944
72.62,0.319793
72.63,0.31964
72.64,0.319486
72.65,0.31933
72.66,0.319172
72.67,0.319012
72.68,0.31885
72.69,0.318687
72.7,0.318522
72.71,0.318355
72.72,0.318187
72.73,0.318017
72.74,0.317845
72.75,0.317671
72.76,0.317496
72.77,0.317319
72.78,0.31714
72.79,0.31696
72.8,0.316778
72.81,0.316594
72.82,0.316408
72.83,0.316221
72.84,0.316032
72.85,0.315841
72.86,0.315649
72.87,0.315455
72.88,0.315259
72.89,0.315062
72.9,0.314863
72.91,0.314662
72.92,0.314459
72.93,0.314255
72.94,0.314049
72.95,0.313842
72.96,0.313632
72.97,0.313421
72.98,0.313209
72.99,0.312995
73,0.312779
73.01,0.312561
73.02,0.312342
73.03,0.312121
73.04,0.311898
73.05,0.311674
73.06,0.311448
73.07,0.311221
73.08,0.310992
73.09,0.310761
73.1,0.310528
73.11,0.310294
73.12,0.310058
73.13,0.309821
73.14,0.309582
73.15,0.309341
73.16,0.309099
73.17,0.308855
73.18,0.30861
73.19,0.308363
73.2,0.308114
73.21,0.307863
73.22,0.307611
73.23,0.307358
73.24,0.307103
73.25,0.306846
73.26,0.306587
73.27,0.306327
73.28,0.306066
73.29,0.305802
73.3,0.305537
73.31,0.305271
73.32,0.305003
73.33,0.304733
73.34,0.304462
73.35,0.304189
73.36,0.303915
73.37,0.303639
73.38,0.303362
73.39,0.303083
73.4,0.302802
73.41,0.30252
73.42,0.302236
73.43,0.301951
73.44,0.301664
73.45,0.301375
73.46,0.301085
73.47,0.300794
73.48,0.300501
73.49,0.300206
73.5,0.29991
73.51,0.299612
73.52,0.299313
73.53,0.299012
73.54,0.29871
73.55,0.298406
73.56,0.298101
73.57,0.297794
73.58,0.297486
73.59,0.297176
73.6,0.296864
73.61,0.296552
73.62,0.296237
73.63,0.295921
73.64,0.295604
73.65,0.295285
73.66,0.294965
73.67,0.294643
73.68,0.294319
73.69,0.293994
73.7,0.293668
73.71,0.29334
73.72,0.293011
73.73,0.29268
73.74,0.292348
73.75,0.292014
73.76,0.291679
73.77,0.291343
73.78,0.291005
73.79,0.290665
73.8,0.290324
73.81,0.289982
73.82,0.289638
73.83,0.289293
73.84,0.288946
73.85,0.288598
73.86,0.288248
73.87,0.287897
73.88,0.287545
73.89,0.287191
73.9,0.286836
73.91,0.286479
73.92,0.286121
73.93,0.285762
73.94,0.285401
73.95,0.285039
73.96,0.284675
73.97,0.28431
73.98,0.283944
73.99,0.283576
74,0.283207
74.01,0.282836
74.02,0.282464
74.03,0.282091
74.04,0.281716
74.05,0.28134
74.06,0.280963
74.07,0.280584
74.08,0.280204
74.09,0.279822
74.1,0.27944
74.11,0.279056
74.12,0.27867
74.13,0.278283
74.14,0.277895
74.15,0.277506
74.16,0.277115
74.17,0.276723
74.18,0.276329
74.19,0.275935
74.2,0.275539
74.21,0.275141
74.22,0.274743
74.23,0.274343
74.24,0.273941
74.25,0.273539
74.26,0.273135
74.27,0.27273
74.28,0.272324
74.29,0.271916
74.3,0.271507
74.31,0.271097
74.32,0.270685
74.33,0.270273
74.34,0.269859
74.35,0.269443
74.36,0.269027
74.37,0.268609
74.38,0.26819
74.39,0.26777
74.4,0.267349
74.41,0.266926
74.42,0.266502
74.43,0.266077
74.44,0.265651
74.45,0.265223
74.46,0.264794
74.47,0.264364
74.48,0.263933
74.49,0.263501
74.5,0.263067
74.51,0.262633
74.52,0.262197
74.53,0.26176
74.54,0.261321
74.55,0.260882
74.56,0.260441
74.57,0.26
74.58,0.259557
74.59,0.259113
74.6,0.258667
74.61,0.258221
74.62,0.257773
74.63,0.257325
74.64,0.256875
74.65,0.256424
74.66,0.255972
74.67,0.255519
74.68,0.255064
74.69,0.254609
74.7,0.254152
74.71,0.253695
74.72,0.253236
74.73,0.252776
74.74,0.252315
74.75,0.251853
74.76,0.25139
74.77,0.250926
74.78,0.25046
74.79,0.249994
74.8,0.249527
74.81,0.249058
74.82,0.248588
74.83,0.248118
74.84,0.247646
74.85,0.247173
74.86,0.2467
74.87,0.246225
74.88,0.245749
74.89,0.245272
74.9,0.244794
74.91,0.244315
74.92,0.243835
74.93,0.243354
74.94,0.242872
74.95,0.242389
74.96,0.241905
74.97,0.24142
74.98,0.240934
74.99,0.240447
75,0.23996
75.01,0.239471
75.02,0.238981
75.03,0.23849
75.04,0.237998
75.05,0.237505
75.06,0.237011
75.07,0.236517
75.08,0.236021
75.09,0.235524
75.1,0.235027
75.11,0.234528
75.12,0.234029
75.13,0.233529
75.14,0.233027
75.15,0.232525
75.16,0.232022
75.17,0.231518
75.18,0.231013
75.19,0.230507
75.2,0.230001
75.21,0.229493
75.22,0.228985
75.23,0.228475
75.24,0.227965
75.25,0.227454
75.26,0.226942
75.27,0.226429
75.28,0.225916
75.29,0.225401
75.3,0.224886
75.31,0.224369
75.32,0.223852
75.33,0.223334
75.34,0.222816
75.35,0.222296
75.36,0.221776
75.37,0.221255
75.38,0.220733
75.39,0.22021
75.4,0.219686
75.41,0.219162
75.42,0.218636
75.43,0.21811
75.44,0.217584
75.45,0.217056
75.46,0.216528
75.47,0.215999
75.48,0.215469
75.49,0.214938
75.5,0.214407
75.51,0.213875
75.52,0.213342
75.53,0.212808
75.54,0.212274
75.55,0.211739
75.56,0.211203
75.57,0.210666
75.58,0.210129
75.59,0.209591
75.6,0.209052
75.61,0.208513
75.62,0.207973
75.63,0.207432
75.64,0.20689
75.65,0.206348
75.66,0.205805
75.67,0.205262
75.68,0.204718
75.69,0.204173
75.7,0.203627
75.71,0.203081
75.72,0.202534
75.73,0.201987
75.74,0.201439
75.75,0.20089
75.76,0.20034
75.77,0.19979
75.78,0.19924
75.79,0.198689
75.8,0.198137
75.81,0.197584
75.82,0.197031
75.83,0.196477
75.84,0.195923
75.85,0.195368
75.86,0.194813
75.87,0.194257
75.88,0.1937
75.89,0.193143
75.9,0.192585
75.91,0.192027
75.92,0.191468
75.93,0.190909
75.94,0.190349
75.95,0.189788
75.96,0.189227
75.97,0.188666
75.98,0.188104
75.99,0.187541
76,0.186978
76.01,0.186414
76.02,0.18585
76.03,0.185285
76.04,0.18472
76.05,0.184155
76.06,0.183589
76.07,0.183022
76.08,0.182455
76.09,0.181887
76.1,0.181319
76.11,0.180751
76.12,0.180182
76.13,0.179613
76.14,0.179043
76.15,0.178472
76.16,0.177902
76.17,0.177331
76.18,0.176759
76.19,0.176187
76.2,0.175615
76.21,0.175042
76.22,0.174469
76.23,0.173895
76.24,0.173321
76.25,0.172747
76.26,0.172172
76.27,0.171597
76.28,0.171021
76.29,0.170445
76.3,0.169869
76.31,0.169292
76.32,0.168715
76.33,0.168138
76.34,0.16756
76.35,0.166982
76.36,0.166403
76.37,0.165825
76.38,0.165246
76.39,0.164666
76.4,0.164086
76.41,0.163506
76.42,0.162926
76.43,0.162345
76.44,0.161765
76.45,0.161183
76.46,0.160602
76.47,0.16002
76.48,0.159438
76.49,0.158856
76.5,0.158273
76.51,0.15769
76.52,0.157107
76.53,0.156523
76.54,0.15594
76.55,0.155356
76.56,0.154772
76.57,0.154187
76.58,0.153603
76.59,0.153018
76.6,0.152433
76.61,0.151848
76.62,0.151262
76.63,0.150677
76.64,0.150091
76.65,0.149505
76.66,0.148918
76.67,0.148332
76.68,0.147745
76.69,0.147159
76.7,0.146572
76.71,0.145985
76.72,0.145397
76.73,0.14481
76.74,0.144222
76.75,0.143635
76.76,0.143047
76.77,0.142459
76.78,0.141871
76.79,0.141282
76.8,0.140694
76.81,0.140106
76.82,0.139517
76.83,0.138928
76.84,0.138339
76.85,0.137751
76.86,0.137162
76.87,0.136573
76.88,0.135983
76.89,0.135394
76.9,0.134805
76.91,0.134216
76.92,0.133626
76.93,0.133037
76.94,0.132447
76.95,0.131858
76.96,0.131268
76.97,0.130678
76.98,0.130089
76.99,0.129499
77,0.128909
77.01,0.12832
77.02,0.12773
77.03,0.12714
77.04,0.126551
77.05,0.125961
77.06,0.125371
77.07,0.124781
77.08,0.124192
77.09,0.123602
77.1,0.123012
77.11,0.122423
77.12,0.121833
77.13,0.121244
77.14,0.120654
77.15,0.120065
77.16,0.119476
77.17,0.118886
77.18,0.118297
77.19,0.117708
77.2,0.117119
77.21,0.11653
77.22,0.115941
77.23,0.115352
77.24,0.114763
77.25,0.114175
77.26,0.113586
77.27,0.112998
77.28,0.11241
77.29,0.111822
77.3,0.111234
77.31,0.110646
77.32,0.110058
77.33,0.10947
77.34,0.108883
77.35,0.108296
77.36,0.107709
77.37,0.107122
77.38,0.106535
77.39,0.105948
77.4,0.105362
77.41,0.104775
77.42,0.104189
77.43,0.103603
77.44,0.103018
77.45,0.102432
77.46,0.101847
77.47,0.101262
77.48,0.100677
77.49,0.100092
77.5,0.0995078
77.51,0.0989236
77.52,0.0983397
77.53,0.0977559
77.54,0.0971725
77.55,0.0965892
77.56,0.0960062
77.57,0.0954235
77.58,0.094841
77.59,0.0942589
77.6,0.0936769
77.61,0.0930953
77.62,0.0925139
77.63,0.0919328
77.64,0.091352
77.65,0.0907716
77.66,0.0901914
77.67,0.0896115
77.68,0.0890319
77.69,0.0884527
77.7,0.0878737
77.71,0.0872951
77.72,0.0867168
77.73,0.0861389
77.74,0.0855612
77.75,0.084984
77.76,0.084407
77.77,0.0838305
77.78,0.0832543
77.79,0.0826784
77.8,0.0821029
77.81,0.0815278
77.82,0.0809531
77.83,0.0803787
77.84,0.0798048
77.85,0.0792312
77.86,0.078658
77.87,0.0780852
77.88,0.0775128
77.89,0.0769408
77.9,0.0763693
77.91,0.0757981
77.92,0.0752274
77.93,0.0746571
77.94,0.0740872
77.95,0.0735178
77.96,0.0729488
77.97,0.0723803
77.98,0.0718122
77.99,0.0712445
78,0.0706774
78.01,0.0701106
78.02,0.0695444
78.03,0.0689786
78.04,0.0684133
78.05,0.0678485
78.06,0.0672841
78.07,0.0667203
78.08,0.066157
78.09,0.0655941
78.1,0.0650318
78.11,0.0644699
78.12,0.0639086
78.13,0.0633478
78.14,0.0627875
78.15,0.0622277
78.16,0.0616685
78.17,0.0611098
78.18,0.0605517
78.19,0.059994
78.2,0.059437
78.21,0.0588805
78.22,0.0583245
78.23,0.0577691
78.24,0.0572143
78.25,0.05666
78.26,0.0561064
78.27,0.0555533
78.28,0.0550007
78.29,0.0544488
78.3,0.0538975
78.31,0.0533467
78.32,0.0527966
78.33,0.0522471
78.34,0.0516981
78.35,0.0511498
78.36,0.0506021
78.37,0.0500551
78.38,0.0495086
78.39,0.0489628
78.4,0.0484176
78.41,0.0478731
78.42,0.0473292
78.43,0.0467859
78.44,0.0462433
78.45,0.0457014
78.46,0.0451601
78.47,0.0446195
78.48,0.0440796
78.49,0.0435403
78.5,0.0430017
78.51,0.0424638
78.52,0.0419265
78.53,0.04139
78.54,0.0408542
78.55,0.040319
78.56,0.0397846
78.57,0.0392508
78.58,0.0387178
78.59,0.0381855
78.6,0.0376539
78.61,0.037123
78.62,0.0365929
78.63,0.0360635
78.64,0.0355348
78.65,0.0350069
78.66,0.0344797
78.67,0.0339532
78.68,0.0334275
78.69,0.0329026
78.7,0.0323784
78.71,0.031855
78.72,0.0313324
78.73,0.0308105
78.74,0.0302894
78.75,0.0297691
78.76,0.0292495
78.77,0.0287308
78.78,0.0282128
78.79,0.0276957
78.8,0.0271793
78.81,0.0266637
78.82,0.026149
78.83,0.025635
78.84,0.0251219
78.85,0.0246096
78.86,0.0240981
78.87,0.0235874
78.88,0.0230776
78.89,0.0225686
78.9,0.0220604
78.91,0.0215531
78.92,0.0210467
78.93,0.020541
78.94,0.0200363
78.95,0.0195323
78.96,0.0190293
78.97,0.0185271
78.98,0.0180258
78.99,0.0175253
79,0.0170258
79.01,0.0165271
79.02,0.0160293
79.03,0.0155323
79.04,0.0150363
79.05,0.0145412
79.06,0.0140469
79.07,0.0135536
79.08,0.0130612
79.09,0.0125696
79.1,0.012079
79.11,0.0115893
79.12,0.0111006
79.13,0.0106127
79.14,0.0101258
79.15,0.00963978
79.16,0.00915472
79.17,0.0086706
79.18,0.00818742
79.19,0.00770518
79.2,0.00722389
79.21,0.00674356
79.22,0.00626418
79.23,0.00578575
79.24,0.00530829
79.25,0.0048318
79.26,0.00435627
79.27,0.00388172
79.28,0.00340814
79.29,0.00293554
79.3,0.00246393
79.31,0.0019933
79.32,0.00152366
79.33,0.00105502
79.34,0.000587372
79.35,0.000120723
79.36,-0.000344922
79.37,-0.00080956
79.38,-0.00127319
79.39,-0.0017358
79.4,-0.0021974
79.41,-0.00265798
79.42,-0.00311754
79.43,-0.00357607
79.44,-0.00403357
79.45,-0.00449003
79.46,-0.00494546
79.47,-0.00539985
79.48,-0.0058532
79.49,-0.0063055
79.5,-0.00675676
79.51,-0.00720696
79.52,-0.0076561
79.53,-0.00810419
79.54,-0.00855122
79.55,-0.00899718
79.56,-0.00944207
79.57,-0.00988589
79.58,-0.0103286
79.59,-0.0107703
79.6,-0.0112109
79.61,-0.0116504
79.62,-0.0120888
79.63,-0.0125262
79.64,-0.0129624
79.65,-0.0133975
79.66,-0.0138316
79.67,-0.0142645
79.68,-0.0146964
79.69,-0.0151271
79.7,-0.0155567
79.71,-0.0159852
79.72,-0.0164126
79.73,-0.0168389
79.74,-0.017264
79.75,-0.017688
79.76,-0.0181109
79.77,-0.0185327
79.78,-0.0189533
79.79,-0.0193728
79.8,-0.0197912
79.81,-0.0202084
79.82,-0.0206244
79.83,-0.0210394
79.84,-0.0214531
79.85,-0.0218657
79.86,-0.0222772
79.87,-0.0226875
79.88,-0.0230966
79.89,-0.0235046
79.9,-0.0239114
79.91,-0.0243171
79.92,-0.0247215
79.93,-0.0251248
79.94,-0.0255269
79.95,-0.0259278
79.96,-0.0263276
79.97,-0.0267262
79.98,-0.0271235
79.99,-0.0275197
80,-0.0279147
