dt,U_aN
28.44,0.278248
28.45,0.278465
28.46,0.278682
28.47,0.278897
28.48,0.27911
28.49,0.279322
28.5,0.279533
28.51,0.279742
28.52,0.279949
28.53,0.280155
28.54,0.28036
28.55,0.280563
28.56,0.280764
28.57,0.280964
28.58,0.281163
28.59,0.281359
28.6,0.281555
28.61,0.281749
28.62,0.281941
28.63,0.282132
28.64,0.282321
28.65,0.282509
28.66,0.282695
28.67,0.28288
28.68,0.283063
28.69,0.283244
28.7,0.283424
28.71,0.283603
28.72,0.28378
28.73,0.283955
28.74,0.284129
28.75,0.284301
28.76,0.284472
28.77,0.284641
28.78,0.284809
28.79,0.284974
28.8,0.285139
28.81,0.285302
28.82,0.285463
28.83,0.285623
28.84,0.285781
28.85,0.285937
28.86,0.286092
28.87,0.286245
28.88,0.286397
28.89,0.286547
28.9,0.286696
28.91,0.286843
28.92,0.286988
28.93,0.287132
28.94,0.287274
28.95,0.287414
28.96,0.287553
28.97,0.287691
28.98,0.287826
28.99,0.28796
29,0.288093
29.01,0.288224
29.02,0.288353
29.03,0.288481
29.04,0.288606
29.05,0.288731
29.06,0.288854
29.07,0.288975
29.08,0.289094
29.09,0.289212
29.1,0.289328
29.11,0.289442
29.12,0.289555
29.13,0.289667
29.14,0.289776
29.15,0.289884
29.16,0.28999
29.17,0.290095
29.18,0.290198
29.19,0.290299
29.2,0.290399
29.21,0.290497
29.22,0.290593
29.23,0.290688
29.24,0.290781
29.25,0.290872
29.26,0.290962
29.27,0.29105
29.28,0.291136
29.29,0.291221
29.3,0.291304
29.31,0.291385
29.32,0.291465
29.33,0.291542
29.34,0.291619
29.35,0.291693
29.36,0.291766
29.37,0.291837
29.38,0.291907
29.39,0.291975
29.4,0.292041
29.41,0.292105
29.42,0.292168
29.43,0.292229
29.44,0.292288
29.45,0.292346
29.46,0.292402
29.47,0.292456
29.48,0.292508
29.49,0.292559
29.5,0.292608
29.51,0.292656
29.52,0.292701
29.53,0.292745
29.54,0.292787
29.55,0.292828
29.56,0.292867
29.57,0.292904
29.58,0.292939
29.59,0.292973
29.6,0.293005
29.61,0.293035
29.62,0.293063
29.63,0.29309
29.64,0.293115
29.65,0.293138
29.66,0.29316
29.67,0.29318
29.68,0.293198
29.69,0.293214
29.7,0.293229
29.71,0.293242
29.72,0.293253
29.73,0.293262
29.74,0.29327
29.75,0.293276
29.76,0.29328
29.77,0.293283
29.78,0.293283
29.79,0.293282
29.8,0.29328
29.81,0.293275
29.82,0.293269
29.83,0.293261
29.84,0.293251
29.85,0.293239
29.86,0.293226
29.87,0.293211
29.88,0.293194
29.89,0.293176
29.9,0.293156
29.91,0.293134
29.92,0.29311
29.93,0.293084
29.94,0.293057
29.95,0.293028
29.96,0.292997
29.97,0.292964
29.98,0.29293
29.99,0.292894
30,0.292856
30.01,0.292816
30.02,0.292775
30.03,0.292732
30.04,0.292687
30.05,0.29264
30.06,0.292592
30.07,0.292542
30.08,0.29249
30.09,0.292436
30.1,0.29238
30.11,0.292323
30.12,0.292264
30.13,0.292203
30.14,0.29214
30.15,0.292076
30.16,0.29201
30.17,0.291942
30.18,0.291872
30.19,0.291801
30.2,0.291728
30.21,0.291653
30.22,0.291576
30.23,0.291497
30.24,0.291417
30.25,0.291335
30.26,0.291251
30.27,0.291165
30.28,0.291078
30.29,0.290989
30.3,0.290898
30.31,0.290805
30.32,0.29071
30.33,0.290614
30.34,0.290516
30.35,0.290416
30.36,0.290314
30.37,0.290211
30.38,0.290106
30.39,0.289999
30.4,0.28989
30.41,0.289779
30.42,0.289667
30.43,0.289553
30.44,0.289437
30.45,0.289319
30.46,0.2892
30.47,0.289079
30.48,0.288956
30.49,0.288831
30.5,0.288704
30.51,0.288576
30.52,0.288446
30.53,0.288314
30.54,0.28818
30.55,0.288045
30.56,0.287908
30.57,0.287769
30.58,0.287628
30.59,0.287485
30.6,0.287341
30.61,0.287195
30.62,0.287047
30.63,0.286897
30.64,0.286746
30.65,0.286592
30.66,0.286437
30.67,0.286281
30.68,0.286122
30.69,0.285962
30.7,0.2858
30.71,0.285636
30.72,0.28547
30.73,0.285303
30.74,0.285134
30.75,0.284963
30.76,0.28479
30.77,0.284615
30.78,0.284439
30.79,0.284261
30.8,0.284081
30.81,0.2839
30.82,0.283716
30.83,0.283531
30.84,0.283344
30.85,0.283156
30.86,0.282965
30.87,0.282773
30.88,0.282579
30.89,0.282383
30.9,0.282186
30.91,0.281987
30.92,0.281786
30.93,0.281583
30.94,0.281378
30.95,0.281172
30.96,0.280964
30.97,0.280754
30.98,0.280543
30.99,0.280329
31,0.280114
31.01,0.279897
31.02,0.279679
31.03,0.279458
31.04,0.279236
31.05,0.279012
31.06,0.278787
31.07,0.278559
31.08,0.27833
31.09,0.278099
31.1,0.277867
31.11,0.277633
31.12,0.277396
31.13,0.277159
31.14,0.276919
31.15,0.276678
31.16,0.276435
31.17,0.27619
31.18,0.275943
31.19,0.275695
31.2,0.275445
31.21,0.275193
31.22,0.27494
31.23,0.274684
31.24,0.274427
31.25,0.274169
31.26,0.273908
31.27,0.273646
31.28,0.273382
31.29,0.273117
31.3,0.272849
31.31,0.27258
31.32,0.27231
31.33,0.272037
31.34,0.271763
31.35,0.271487
31.36,0.271209
31.37,0.27093
31.38,0.270649
31.39,0.270366
31.4,0.270081
31.41,0.269795
31.42,0.269507
31.43,0.269218
31.44,0.268926
31.45,0.268633
31.46,0.268339
31.47,0.268042
31.48,0.267744
31.49,0.267444
31.5,0.267143
31.51,0.266839
31.52,0.266534
31.53,0.266228
31.54,0.265919
31.55,0.265609
31.56,0.265298
31.57,0.264984
31.58,0.264669
31.59,0.264353
31.6,0.264034
31.61,0.263714
31.62,0.263392
31.63,0.263069
31.64,0.262744
31.65,0.262417
31.66,0.262088
31.67,0.261758
31.68,0.261426
31.69,0.261093
31.7,0.260758
31.71,0.260421
31.72,0.260083
31.73,0.259743
31.74,0.259401
31.75,0.259057
31.76,0.258712
31.77,0.258366
31.78,0.258017
31.79,0.257667
31.8,0.257316
31.81,0.256962
31.82,0.256607
31.83,0.256251
31.84,0.255893
31.85,0.255533
31.86,0.255171
31.87,0.254808
31.88,0.254443
31.89,0.254077
31.9,0.253709
31.91,0.25334
31.92,0.252968
31.93,0.252596
31.94,0.252221
31.95,0.251845
31.96,0.251467
31.97,0.251088
31.98,0.250707
31.99,0.250325
32,0.249941
32.01,0.249555
32.02,0.249168
32.03,0.248779
32.04,0.248388
32.05,0.247996
32.06,0.247603
32.07,0.247208
32.08,0.246811
32.09,0.246412
32.1,0.246013
32.11,0.245611
32.12,0.245208
32.13,0.244803
32.14,0.244397
32.15,0.243989
32.16,0.24358
32.17,0.243169
32.18,0.242757
32.19,0.242343
32.2,0.241927
32.21,0.24151
32.22,0.241091
32.23,0.240671
32.24,0.240249
32.25,0.239826
32.26,0.239401
32.27,0.238975
32.28,0.238547
32.29,0.238117
32.3,0.237686
32.31,0.237254
32.32,0.23682
32.33,0.236385
32.34,0.235948
32.35,0.235509
32.36,0.235069
32.37,0.234627
32.38,0.234184
32.39,0.23374
32.4,0.233294
32.41,0.232846
32.42,0.232397
32.43,0.231947
32.44,0.231495
32.45,0.231041
32.46,0.230586
32.47,0.23013
32.48,0.229672
32.49,0.229212
32.5,0.228752
32.51,0.228289
32.52,0.227825
32.53,0.22736
32.54,0.226893
32.55,0.226425
32.56,0.225956
32.57,0.225485
32.58,0.225012
32.59,0.224538
32.6,0.224063
32.61,0.223586
32.62,0.223108
32.63,0.222628
32.64,0.222147
32.65,0.221664
32.66,0.22118
32.67,0.220695
32.68,0.220208
32.69,0.21972
32.7,0.21923
32.71,0.218739
32.72,0.218247
32.73,0.217753
32.74,0.217258
32.75,0.216761
32.76,0.216264
32.77,0.215764
32.78,0.215263
32.79,0.214761
32.8,0.214258
32.81,0.213753
32.82,0.213247
32.83,0.212739
32.84,0.21223
32.85,0.21172
32.86,0.211208
32.87,0.210695
32.88,0.210181
32.89,0.209665
32.9,0.209148
32.91,0.20863
32.92,0.20811
32.93,0.207589
32.94,0.207066
32.95,0.206543
32.96,0.206018
32.97,0.205491
32.98,0.204964
32.99,0.204435
33,0.203904
33.01,0.203373
33.02,0.20284
33.03,0.202306
33.04,0.20177
33.05,0.201234
33.06,0.200696
33.07,0.200156
33.08,0.199616
33.09,0.199074
33.1,0.198531
33.11,0.197986
33.12,0.197441
33.13,0.196894
33.14,0.196346
33.15,0.195796
33.16,0.195246
33.17,0.194694
33.18,0.194141
33.19,0.193586
33.2,0.193031
33.21,0.192474
33.22,0.191916
33.23,0.191356
33.24,0.190796
33.25,0.190234
33.26,0.189671
33.27,0.189107
33.28,0.188542
33.29,0.187975
33.3,0.187407
33.31,0.186839
33.32,0.186268
33.33,0.185697
33.34,0.185125
33.35,0.184551
33.36,0.183976
33.37,0.1834
33.38,0.182823
33.39,0.182245
33.4,0.181665
33.41,0.181085
33.42,0.180503
33.43,0.17992
33.44,0.179336
33.45,0.178751
33.46,0.178165
33.47,0.177577
33.48,0.176989
33.49,0.176399
33.5,0.175808
33.51,0.175216
33.52,0.174623
33.53,0.174029
33.54,0.173434
33.55,0.172838
33.56,0.172241
33.57,0.171642
33.58,0.171043
33.59,0.170442
33.6,0.16984
33.61,0.169237
33.62,0.168634
33.63,0.168029
33.64,0.167423
33.65,0.166816
33.66,0.166208
33.67,0.165599
33.68,0.164989
33.69,0.164378
33.7,0.163765
33.71,0.163152
33.72,0.162538
33.73,0.161923
33.74,0.161306
33.75,0.160689
33.76,0.160071
33.77,0.159452
33.78,0.158831
33.79,0.15821
33.8,0.157588
33.81,0.156965
33.82,0.15634
33.83,0.155715
33.84,0.155089
33.85,0.154462
33.86,0.153834
33.87,0.153205
33.88,0.152575
33.89,0.151944
33.9,0.151312
33.91,0.150679
33.92,0.150045
33.93,0.149411
33.94,0.148775
33.95,0.148139
33.96,0.147501
33.97,0.146863
33.98,0.146224
33.99,0.145583
34,0.144942
34.01,0.1443
34.02,0.143658
34.03,0.143014
34.04,0.142369
34.05,0.141724
34.06,0.141077
34.07,0.14043
34.08,0.139782
34.09,0.139133
34.1,0.138483
34.11,0.137833
34.12,0.137181
34.13,0.136529
34.14,0.135876
34.15,0.135222
34.16,0.134567
34.17,0.133911
34.18,0.133255
34.19,0.132598
34.2,0.131939
34.21,0.131281
34.22,0.130621
34.23,0.12996
34.24,0.129299
34.25,0.128637
34.26,0.127974
34.27,0.127311
34.28,0.126646
34.29,0.125981
34.3,0.125315
34.31,0.124649
34.32,0.123981
34.33,0.123313
34.34,0.122644
34.35,0.121975
34.36,0.121304
34.37,0.120633
34.38,0.119962
34.39,0.119289
34.4,0.118616
34.41,0.117942
34.42,0.117267
34.43,0.116592
34.44,0.115916
34.45,0.115239
34.46,0.114562
34.47,0.113884
34.48,0.113205
34.49,0.112526
34.5,0.111846
34.51,0.111165
34.52,0.110484
34.53,0.109802
34.54,0.109119
34.55,0.108436
34.56,0.107752
34.57,0.107067
34.58,0.106382
34.59,0.105696
34.6,0.10501
34.61,0.104323
34.62,0.103635
34.63,0.102947
34.64,0.102258
34.65,0.101569
34.66,0.100879
34.67,0.100188
34.68,0.0994968
34.69,0.098805
34.7,0.0981127
34.71,0.0974199
34.72,0.0967264
34.73,0.0960325
34.74,0.095338
34.75,0.0946429
34.76,0.0939473
34.77,0.0932512
34.78,0.0925546
34.79,0.0918574
34.8,0.0911597
34.81,0.0904615
34.82,0.0897628
34.83,0.0890636
34.84,0.0883639
34.85,0.0876638
34.86,0.0869631
34.87,0.0862619
34.88,0.0855603
34.89,0.0848582
34.9,0.0841557
34.91,0.0834526
34.92,0.0827492
34.93,0.0820453
34.94,0.0813409
34.95,0.0806361
34.96,0.0799308
34.97,0.0792252
34.98,0.0785191
34.99,0.0778126
35,0.0771056
35.01,0.0763983
35.02,0.0756905
35.03,0.0749824
35.04,0.0742739
35.05,0.0735649
35.06,0.0728556
35.07,0.0721459
35.08,0.0714359
35.09,0.0707254
35.1,0.0700146
35.11,0.0693035
35.12,0.068592
35.13,0.0678801
35.14,0.0671679
35.15,0.0664554
35.16,0.0657425
35.17,0.0650293
35.18,0.0643158
35.19,0.063602
35.2,0.0628878
35.21,0.0621734
35.22,0.0614586
35.23,0.0607436
35.24,0.0600282
35.25,0.0593126
35.26,0.0585967
35.27,0.0578805
35.28,0.057164
35.29,0.0564473
35.3,0.0557303
35.31,0.0550131
35.32,0.0542956
35.33,0.0535779
35.34,0.0528599
35.35,0.0521417
35.36,0.0514232
35.37,0.0507046
35.38,0.0499857
35.39,0.0492666
35.4,0.0485473
35.41,0.0478278
35.42,0.0471081
35.43,0.0463882
35.44,0.0456681
35.45,0.0449478
35.46,0.0442274
35.47,0.0435067
35.48,0.042786
35.49,0.042065
35.5,0.0413439
35.51,0.0406226
35.52,0.0399012
35.53,0.0391797
35.54,0.038458
35.55,0.0377362
35.56,0.0370142
35.57,0.0362922
35.58,0.03557
35.59,0.0348477
35.6,0.0341253
35.61,0.0334028
35.62,0.0326802
35.63,0.0319576
35.64,0.0312348
35.65,0.030512
35.66,0.029789
35.67,0.0290661
35.68,0.028343
35.69,0.0276199
35.7,0.0268968
35.71,0.0261736
35.72,0.0254503
35.73,0.024727
35.74,0.0240037
35.75,0.0232804
35.76,0.022557
35.77,0.0218336
35.78,0.0211102
35.79,0.0203868
35.8,0.0196634
35.81,0.0189401
35.82,0.0182167
35.83,0.0174933
35.84,0.01677
35.85,0.0160466
35.86,0.0153233
35.87,0.0146001
35.88,0.0138769
35.89,0.0131537
35.9,0.0124306
35.91,0.0117075
35.92,0.0109845
35.93,0.0102616
35.94,0.00953872
35.95,0.00881594
35.96,0.00809323
35.97,0.00737062
35.98,0.0066481
35.99,0.00592568
36,0.00520336
36.01,0.00448115
36.02,0.00375905
36.03,0.00303707
36.04,0.00231522
36.05,0.00159349
36.06,0.000871901
36.07,0.00015045
36.08,-0.000570856
36.09,-0.00129201
36.1,-0.00201301
36.11,-0.00273385
36.12,-0.00345453
36.13,-0.00417503
36.14,-0.00489536
36.15,-0.00561551
36.16,-0.00633547
36.17,-0.00705524
36.18,-0.00777482
36.19,-0.00849419
36.2,-0.00921335
36.21,-0.00993231
36.22,-0.010651
36.23,-0.0113696
36.24,-0.0120878
36.25,-0.0128059
36.26,-0.0135237
36.27,-0.0142413
36.28,-0.0149586
36.29,-0.0156757
36.3,-0.0163925
36.31,-0.017109
36.32,-0.0178253
36.33,-0.0185413
36.34,-0.0192571
36.35,-0.0199725
36.36,-0.0206877
36.37,-0.0214025
36.38,-0.0221171
36.39,-0.0228313
36.4,-0.0235453
36.41,-0.0242589
36.42,-0.0249722
36.43,-0.0256852
36.44,-0.0263979
36.45,-0.0271102
36.46,-0.0278222
36.47,-0.0285338
36.48,-0.0292451
36.49,-0.0299561
36.5,-0.0306666
36.51,-0.0313768
36.52,-0.0320867
36.53,-0.0327961
36.54,-0.0335052
36.55,-0.0342139
36.56,-0.0349222
36.57,-0.0356301
36.58,-0.0363376
36.59,-0.0370447
36.6,-0.0377514
36.61,-0.0384577
36.62,-0.0391636
36.63,-0.039869
36.64,-0.040574
36.65,-0.0412785
36.66,-0.0419827
36.67,-0.0426863
36.68,-0.0433896
36.69,-0.0440923
36.7,-0.0447946
36.71,-0.0454965
36.72,-0.0461978
36.73,-0.0468987
36.74,-0.0475991
36.75,-0.0482991
36.76,-0.0489985
36.77,-0.0496974
36.78,-0.0503959
36.79,-0.0510938
36.8,-0.0517912
36.81,-0.0524881
36.82,-0.0531845
36.83,-0.0538804
36.84,-0.0545757
36.85,-0.0552705
36.86,-0.0559647
36.87,-0.0566584
36.88,-0.0573516
36.89,-0.0580442
36.9,-0.0587362
36.91,-0.0594277
36.92,-0.0601186
36.93,-0.0608089
36.94,-0.0614987
36.95,-0.0621879
36.96,-0.0628764
36.97,-0.0635644
36.98,-0.0642518
36.99,-0.0649386
37,-0.0656247
37.01,-0.0663103
37.02,-0.0669952
37.03,-0.0676796
37.04,-0.0683633
37.05,-0.0690463
37.06,-0.0697287
37.07,-0.0704105
37.08,-0.0710916
37.09,-0.0717721
37.1,-0.0724519
37.11,-0.0731311
37.12,-0.0738096
37.13,-0.0744874
37.14,-0.0751645
37.15,-0.075841
37.16,-0.0765168
37.17,-0.0771919
37.18,-0.0778663
37.19,-0.07854
37.2,-0.0792129
37.21,-0.0798852
37.22,-0.0805568
37.23,-0.0812276
37.24,-0.0818978
37.25,-0.0825672
37.26,-0.0832358
37.27,-0.0839038
37.28,-0.0845709
37.29,-0.0852374
37.3,-0.0859031
37.31,-0.086568
37.32,-0.0872322
37.33,-0.0878956
37.34,-0.0885582
37.35,-0.0892201
37.36,-0.0898812
37.37,-0.0905415
37.38,-0.091201
37.39,-0.0918597
37.4,-0.0925176
37.41,-0.0931747
37.42,-0.093831
37.43,-0.0944866
37.44,-0.0951412
37.45,-0.0957951
37.46,-0.0964481
37.47,-0.0971004
37.48,-0.0977517
37.49,-0.0984023
37.5,-0.099052
37.51,-0.0997008
37.52,-0.100349
37.53,-0.100996
37.54,-0.101642
37.55,-0.102288
37.56,-0.102932
37.57,-0.103576
37.58,-0.104219
37.59,-0.104861
37.6,-0.105502
37.61,-0.106142
37.62,-0.106781
37.63,-0.107419
37.64,-0.108057
37.65,-0.108693
37.66,-0.109329
37.67,-0.109964
37.68,-0.110597
37.69,-0.11123
37.7,-0.111862
37.71,-0.112493
37.72,-0.113123
37.73,-0.113752
37.74,-0.11438
37.75,-0.115008
37.76,-0.115634
37.77,-0.116259
37.78,-0.116883
37.79,-0.117507
37.8,-0.118129
37.81,-0.118751
37.82,-0.119371
37.83,-0.11999
37.84,-0.120609
37.85,-0.121226
37.86,-0.121843
37.87,-0.122458
37.88,-0.123072
37.89,-0.123686
37.9,-0.124298
37.91,-0.12491
37.92,-0.12552
37.93,-0.126129
37.94,-0.126738
37.95,-0.127345
37.96,-0.127951
37.97,-0.128556
37.98,-0.12916
37.99,-0.129763
38,-0.130365
38.01,-0.130966
38.02,-0.131566
38.03,-0.132165
38.04,-0.132763
38.05,-0.13336
38.06,-0.133955
38.07,-0.13455
38.08,-0.135143
38.09,-0.135735
38.1,-0.136327
38.11,-0.136917
38.12,-0.137506
38.13,-0.138094
38.14,-0.13868
38.15,-0.139266
38.16,-0.139851
38.17,-0.140434
38.18,-0.141016
38.19,-0.141597
38.2,-0.142178
38.21,-0.142756
38.22,-0.143334
38.23,-0.143911
38.24,-0.144486
38.25,-0.145061
38.26,-0.145634
38.27,-0.146206
38.28,-0.146776
38.29,-0.147346
38.3,-0.147915
38.31,-0.148482
38.32,-0.149048
38.33,-0.149613
38.34,-0.150177
38.35,-0.150739
38.36,-0.1513
38.37,-0.151861
38.38,-0.152419
38.39,-0.152977
38.4,-0.153534
38.41,-0.154089
38.42,-0.154643
38.43,-0.155196
38.44,-0.155748
38.45,-0.156298
38.46,-0.156847
38.47,-0.157395
38.48,-0.157942
38.49,-0.158487
38.5,-0.159031
38.51,-0.159574
38.52,-0.160116
38.53,-0.160657
38.54,-0.161196
38.55,-0.161734
38.56,-0.16227
38.57,-0.162806
38.58,-0.16334
38.59,-0.163873
38.6,-0.164404
38.61,-0.164934
38.62,-0.165463
38.63,-0.165991
38.64,-0.166517
38.65,-0.167042
38.66,-0.167566
38.67,-0.168089
38.68,-0.16861
38.69,-0.16913
38.7,-0.169648
38.71,-0.170165
38.72,-0.170681
38.73,-0.171196
38.74,-0.171709
38.75,-0.172221
38.76,-0.172732
38.77,-0.173241
38.78,-0.173749
38.79,-0.174255
38.8,-0.174761
38.81,-0.175264
38.82,-0.175767
38.83,-0.176268
38.84,-0.176768
38.85,-0.177266
38.86,-0.177763
38.87,-0.178259
38.88,-0.178753
38.89,-0.179246
38.9,-0.179738
38.91,-0.180228
38.92,-0.180717
38.93,-0.181204
38.94,-0.18169
38.95,-0.182175
38.96,-0.182658
38.97,-0.18314
38.98,-0.18362
38.99,-0.184099
39,-0.184577
39.01,-0.185053
39.02,-0.185528
39.03,-0.186001
39.04,-0.186473
39.05,-0.186944
39.06,-0.187413
39.07,-0.18788
39.08,-0.188347
39.09,-0.188812
39.1,-0.189275
39.11,-0.189737
39.12,-0.190197
39.13,-0.190656
39.14,-0.191114
39.15,-0.19157
39.16,-0.192025
39.17,-0.192478
39.18,-0.19293
39.19,-0.19338
39.2,-0.193829
39.21,-0.194276
39.22,-0.194722
39.23,-0.195167
39.24,-0.195609
39.25,-0.196051
39.26,-0.196491
39.27,-0.196929
39.28,-0.197367
39.29,-0.197802
39.3,-0.198236
39.31,-0.198669
39.32,-0.1991
39.33,-0.199529
39.34,-0.199957
39.35,-0.200384
39.36,-0.200809
39.37,-0.201232
39.38,-0.201655
39.39,-0.202075
39.4,-0.202494
39.41,-0.202912
39.42,-0.203328
39.43,-0.203742
39.44,-0.204155
39.45,-0.204566
39.46,-0.204976
39.47,-0.205385
39.48,-0.205791
39.49,-0.206197
39.5,-0.2066
39.51,-0.207003
39.52,-0.207403
39.53,-0.207802
39.54,-0.2082
39.55,-0.208596
39.56,-0.20899
39.57,-0.209383
39.58,-0.209775
39.59,-0.210164
39.6,-0.210553
39.61,-0.210939
39.62,-0.211324
39.63,-0.211708
39.64,-0.21209
39.65,-0.21247
39.66,-0.212849
39.67,-0.213226
39.68,-0.213602
39.69,-0.213976
39.7,-0.214349
39.71,-0.214719
39.72,-0.215089
39.73,-0.215457
39.74,-0.215823
39.75,-0.216187
39.76,-0.21655
39.77,-0.216912
39.78,-0.217272
39.79,-0.21763
39.8,-0.217986
39.81,-0.218341
39.82,-0.218695
39.83,-0.219046
39.84,-0.219397
39.85,-0.219745
39.86,-0.220092
39.87,-0.220438
39.88,-0.220781
39.89,-0.221123
39.9,-0.221464
39.91,-0.221803
39.92,-0.22214
39.93,-0.222476
39.94,-0.22281
39.95,-0.223142
39.96,-0.223473
39.97,-0.223802
39.98,-0.22413
39.99,-0.224456
40,-0.22478
40.01,-0.225102
40.02,-0.225423
40.03,-0.225743
40.04,-0.22606
40.05,-0.226376
40.06,-0.226691
40.07,-0.227004
40.08,-0.227315
40.09,-0.227624
40.1,-0.227932
40.11,-0.228238
40.12,-0.228543
40.13,-0.228846
40.14,-0.229147
40.15,-0.229447
40.16,-0.229744
40.17,-0.230041
40.18,-0.230335
40.19,-0.230628
40.2,-0.23092
40.21,-0.231209
40.22,-0.231497
40.23,-0.231783
40.24,-0.232068
40.25,-0.232351
40.26,-0.232632
40.27,-0.232912
40.28,-0.23319
40.29,-0.233466
40.3,-0.233741
40.31,-0.234014
40.32,-0.234285
40.33,-0.234555
40.34,-0.234822
40.35,-0.235089
40.36,-0.235353
40.37,-0.235616
40.38,-0.235877
40.39,-0.236137
40.4,-0.236395
40.41,-0.236651
40.42,-0.236905
40.43,-0.237158
40.44,-0.237409
40.45,-0.237659
40.46,-0.237906
40.47,-0.238152
40.48,-0.238397
40.49,-0.238639
40.5,-0.23888
40.51,-0.239119
40.52,-0.239357
40.53,-0.239593
40.54,-0.239827
40.55,-0.24006
40.56,-0.24029
40.57,-0.240519
40.58,-0.240747
40.59,-0.240973
40.6,-0.241197
40.61,-0.241419
40.62,-0.241639
40.63,-0.241858
40.64,-0.242076
40.65,-0.242291
40.66,-0.242505
40.67,-0.242717
40.68,-0.242927
40.69,-0.243136
40.7,-0.243343
40.71,-0.243548
40.72,-0.243752
40.73,-0.243954
40.74,-0.244154
40.75,-0.244352
40.76,-0.244549
40.77,-0.244744
40.78,-0.244937
40.79,-0.245129
40.8,-0.245319
40.81,-0.245507
40.82,-0.245694
40.83,-0.245878
40.84,-0.246062
40.85,-0.246243
40.86,-0.246423
40.87,-0.2466
40.88,-0.246777
40.89,-0.246951
40.9,-0.247124
40.91,-0.247295
40.92,-0.247465
40.93,-0.247632
40.94,-0.247798
40.95,-0.247962
40.96,-0.248125
40.97,-0.248286
40.98,-0.248445
40.99,-0.248602
41,-0.248758
41.01,-0.248912
41.02,-0.249064
41.03,-0.249215
41.04,-0.249364
41.05,-0.249511
41.06,-0.249656
41.07,-0.2498
41.08,-0.249942
41.09,-0.250082
41.1,-0.250221
41.11,-0.250358
41.12,-0.250493
41.13,-0.250626
41.14,-0.250758
41.15,-0.250888
41.16,-0.251016
41.17,-0.251143
41.18,-0.251268
41.19,-0.251391
41.2,-0.251513
41.21,-0.251632
41.22,-0.25175
41.23,-0.251867
41.24,-0.251981
41.25,-0.252094
41.26,-0.252206
41.27,-0.252315
41.28,-0.252423
41.29,-0.252529
41.3,-0.252633
41.31,-0.252736
41.32,-0.252837
41.33,-0.252936
41.34,-0.253034
41.35,-0.25313
41.36,-0.253224
41.37,-0.253316
41.38,-0.253407
41.39,-0.253496
41.4,-0.253584
41.41,-0.253669
41.42,-0.253753
41.43,-0.253836
41.44,-0.253916
41.45,-0.253995
41.46,-0.254072
41.47,-0.254148
41.48,-0.254221
41.49,-0.254293
41.5,-0.254364
41.51,-0.254433
41.52,-0.2545
41.53,-0.254565
41.54,-0.254628
41.55,-0.25469
41.56,-0.254751
41.57,-0.254809
41.58,-0.254866
41.59,-0.254921
41.6,-0.254975
41.61,-0.255026
41.62,-0.255077
41.63,-0.255125
41.64,-0.255172
41.65,-0.255217
41.66,-0.25526
41.67,-0.255302
41.68,-0.255342
41.69,-0.25538
41.7,-0.255417
41.71,-0.255452
41.72,-0.255485
41.73,-0.255517
41.74,-0.255547
41.75,-0.255575
41.76,-0.255602
41.77,-0.255627
41.78,-0.25565
41.79,-0.255672
41.8,-0.255692
41.81,-0.25571
41.82,-0.255726
41.83,-0.255741
41.84,-0.255755
41.85,-0.255766
41.86,-0.255776
41.87,-0.255785
41.88,-0.255791
41.89,-0.255796
41.9,-0.2558
41.91,-0.255801
41.92,-0.255801
41.93,-0.2558
41.94,-0.255797
41.95,-0.255792
41.96,-0.255785
41.97,-0.255777
41.98,-0.255767
41.99,-0.255756
42,-0.255743
42.01,-0.255728
42.02,-0.255711
42.03,-0.255693
42.04,-0.255674
42.05,-0.255653
42.06,-0.25563
42.07,-0.255605
42.08,-0.255579
42.09,-0.255551
42.1,-0.255522
42.11,-0.255491
42.12,-0.255458
42.13,-0.255424
42.14,-0.255388
42.15,-0.25535
42.16,-0.255311
42.17,-0.25527
42.18,-0.255228
42.19,-0.255184
42.2,-0.255138
42.21,-0.255091
42.22,-0.255042
42.23,-0.254992
42.24,-0.25494
42.25,-0.254886
42.26,-0.254831
42.27,-0.254774
42.28,-0.254716
42.29,-0.254656
42.3,-0.254594
42.31,-0.254531
42.32,-0.254467
42.33,-0.2544
42.34,-0.254332
42.35,-0.254263
42.36,-0.254192
42.37,-0.254119
42.38,-0.254045
42.39,-0.253969
42.4,-0.253892
42.41,-0.253813
42.42,-0.253732
42.43,-0.25365
42.44,-0.253567
42.45,-0.253481
42.46,-0.253395
42.47,-0.253306
42.48,-0.253216
42.49,-0.253125
42.5,-0.253032
42.51,-0.252938
42.52,-0.252842
42.53,-0.252744
42.54,-0.252645
42.55,-0.252544
42.56,-0.252442
42.57,-0.252338
42.58,-0.252233
42.59,-0.252126
42.6,-0.252018
42.61,-0.251908
42.62,-0.251796
42.63,-0.251684
42.64,-0.251569
42.65,-0.251453
42.66,-0.251336
42.67,-0.251217
42.68,-0.251096
42.69,-0.250974
42.7,-0.250851
42.71,-0.250726
42.72,-0.250599
42.73,-0.250471
42.74,-0.250342
42.75,-0.250211
42.76,-0.250078
42.77,-0.249944
42.78,-0.249809
42.79,-0.249672
42.8,-0.249534
42.81,-0.249394
42.82,-0.249252
42.83,-0.24911
42.84,-0.248965
42.85,-0.24882
42.86,-0.248672
42.87,-0.248524
42.88,-0.248373
42.89,-0.248222
42.9,-0.248069
42.91,-0.247914
42.92,-0.247758
42.93,-0.247601
42.94,-0.247442
42.95,-0.247282
