dt,WR
10.71,-3.26516
10.72,-3.22441
10.73,-3.18395
10.74,-3.14379
10.75,-3.10393
10.76,-3.06437
10.77,-3.0251
10.78,-2.98613
10.79,-2.94746
10.8,-2.90907
10.81,-2.87097
10.82,-2.83315
10.83,-2.79561
10.84,-2.75835
10.85,-2.72137
10.86,-2.68465
10.87,-2.64819
10.88,-2.612
10.89,-2.57606
10.9,-2.54036
10.91,-2.50491
10.92,-2.4697
10.93,-2.43473
10.94,-2.39998
10.95,-2.36545
10.96,-2.33114
10.97,-2.29703
10.98,-2.26314
10.99,-2.22944
11,-2.19594
11.01,-2.16262
11.02,-2.12949
11.03,-2.09653
11.04,-2.06375
11.05,-2.03114
11.06,-1.99869
11.07,-1.9664
11.08,-1.93426
11.09,-1.90228
11.1,-1.87044
11.11,-1.83874
11.12,-1.80719
11.13,-1.77576
11.14,-1.74448
11.15,-1.71332
11.16,-1.68229
11.17,-1.65139
11.18,-1.62061
11.19,-1.58995
11.2,-1.55942
11.21,-1.529
11.22,-1.49871
11.23,-1.46854
11.24,-1.43848
11.25,-1.40855
11.26,-1.37873
11.27,-1.34904
11.28,-1.31947
11.29,-1.29002
11.3,-1.26069
11.31,-1.23149
11.32,-1.20242
11.33,-1.17348
11.34,-1.14467
11.35,-1.116
11.36,-1.08746
11.37,-1.05907
11.38,-1.03081
11.39,-1.00271
11.4,-0.974752
11.41,-0.946949
11.42,-0.919303
11.43,-0.891817
11.44,-0.864494
11.45,-0.837339
11.46,-0.810355
11.47,-0.783546
11.48,-0.756916
11.49,-0.730468
11.5,-0.704206
11.51,-0.678135
11.52,-0.652257
11.53,-0.626577
11.54,-0.601098
11.55,-0.575823
11.56,-0.550757
11.57,-0.525902
11.58,-0.501262
11.59,-0.47684
11.6,-0.45264
11.61,-0.428663
11.62,-0.404914
11.63,-0.381394
11.64,-0.358107
11.65,-0.335055
11.66,-0.31224
11.67,-0.289664
11.68,-0.267329
11.69,-0.245238
11.7,-0.223391
11.71,-0.20179
11.72,-0.180437
11.73,-0.159333
11.74,-0.138478
11.75,-0.117874
11.76,-0.0975204
11.77,-0.0774187
11.78,-0.0575686
11.79,-0.0379703
11.8,-0.0186237
11.81,0.000471493
11.82,0.0193158
11.83,0.0379099
11.84,0.0562545
11.85,0.0743508
11.86,0.0922
11.87,0.109803
11.88,0.127163
11.89,0.144279
11.9,0.161156
11.91,0.177794
11.92,0.194196
11.93,0.210364
11.94,0.226302
11.95,0.242012
11.96,0.257497
11.97,0.27276
11.98,0.287806
11.99,0.302637
12,0.317258
12.01,0.331673
12.02,0.345886
12.03,0.359902
12.04,0.373725
12.05,0.38736
12.06,0.400813
12.07,0.41409
12.08,0.427195
12.09,0.440135
12.1,0.452917
12.11,0.465545
12.12,0.478029
12.13,0.490374
12.14,0.502587
12.15,0.514677
12.16,0.526651
12.17,0.538517
12.18,0.550285
12.19,0.561962
12.2,0.573557
12.21,0.585081
12.22,0.596543
12.23,0.607952
12.24,0.61932
12.25,0.630657
12.26,0.641974
12.27,0.653282
12.28,0.664592
12.29,0.675918
12.3,0.687271
12.31,0.698664
12.32,0.710109
12.33,0.721621
12.34,0.733212
12.35,0.744897
12.36,0.756689
12.37,0.768603
12.38,0.780654
12.39,0.792857
12.4,0.805227
12.41,0.817779
12.42,0.83053
12.43,0.843495
12.44,0.85669
12.45,0.870131
12.46,0.883836
12.47,0.89782
12.48,0.912101
12.49,0.926694
12.5,0.941618
12.51,0.956889
12.52,0.972524
12.53,0.988539
12.54,1.00495
12.55,1.02178
12.56,1.03904
12.57,1.05675
12.58,1.07492
12.59,1.09358
12.6,1.11273
12.61,1.1324
12.62,1.15259
12.63,1.17333
12.64,1.19463
12.65,1.21651
12.66,1.23897
12.67,1.26204
12.68,1.28572
12.69,1.31003
12.7,1.33498
12.71,1.36059
12.72,1.38687
12.73,1.41382
12.74,1.44145
12.75,1.46978
12.76,1.49882
12.77,1.52857
12.78,1.55904
12.79,1.59023
12.8,1.62216
12.81,1.65483
12.82,1.68823
12.83,1.72239
12.84,1.75729
12.85,1.79294
12.86,1.82934
12.87,1.86649
12.88,1.90439
12.89,1.94304
12.9,1.98243
12.91,2.02257
12.92,2.06344
12.93,2.10504
12.94,2.14736
12.95,2.1904
12.96,2.23415
12.97,2.2786
12.98,2.32373
12.99,2.36955
13,2.41602
13.01,2.46315
13.02,2.51092
13.03,2.55932
13.04,2.60832
13.05,2.65792
13.06,2.70809
13.07,2.75882
13.08,2.81009
13.09,2.86188
13.1,2.91417
13.11,2.96695
13.12,3.02018
13.13,3.07385
13.14,3.12794
13.15,3.18242
13.16,3.23727
13.17,3.29247
13.18,3.34799
13.19,3.40381
13.2,3.45991
13.21,3.51625
13.22,3.57282
13.23,3.62959
13.24,3.68653
13.25,3.74362
13.26,3.80083
13.27,3.85814
13.28,3.91552
13.29,3.97294
13.3,4.03039
13.31,4.08783
13.32,4.14523
13.33,4.20258
13.34,4.25985
13.35,4.31701
13.36,4.37404
13.37,4.43091
13.38,4.48761
13.39,4.5441
13.4,4.60036
13.41,4.65638
13.42,4.71212
13.43,4.76757
13.44,4.82271
13.45,4.87751
13.46,4.93195
13.47,4.98602
13.48,5.0397
13.49,5.09296
13.5,5.14579
13.51,5.19817
13.52,5.25008
13.53,5.30152
13.54,5.35245
13.55,5.40287
13.56,5.45277
13.57,5.50213
13.58,5.55093
13.59,5.59917
13.6,5.64684
13.61,5.69391
13.62,5.74039
13.63,5.78626
13.64,5.83152
13.65,5.87615
13.66,5.92015
13.67,5.96352
13.68,6.00623
13.69,6.0483
13.7,6.08972
13.71,6.13047
13.72,6.17056
13.73,6.20999
13.74,6.24875
13.75,6.28684
13.76,6.32426
13.77,6.361
13.78,6.39707
13.79,6.43248
13.8,6.46721
13.81,6.50127
13.82,6.53467
13.83,6.5674
13.84,6.59947
13.85,6.63088
13.86,6.66163
13.87,6.69174
13.88,6.72121
13.89,6.75003
13.9,6.77822
13.91,6.80578
13.92,6.83272
13.93,6.85905
13.94,6.88477
13.95,6.9099
13.96,6.93443
13.97,6.95838
13.98,6.98176
13.99,7.00457
14,7.02684
14.01,7.04855
14.02,7.06974
14.03,7.0904
14.04,7.11055
14.05,7.1302
14.06,7.14936
14.07,7.16804
14.08,7.18626
14.09,7.20402
14.1,7.22135
14.11,7.23825
14.12,7.25474
14.13,7.27083
14.14,7.28653
14.15,7.30187
14.16,7.31684
